split,method,n,mse,mae,mse_lrbn,mae_lrbn,mean_delta,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,coverage,selected_count,mean_strength,q4_improvement_pct,low_gap_high_repair_delta_pct,high_gap_low_repair_delta_pct,low_gap_high_repair_coverage,high_gap_low_repair_coverage,config_improved_ratio,test_threshold_leakage,method_family,anchor_mode,tail_len,tau_g,tau_r,tau_j,alpha,K,continuous,kg,kr,kj,q_g,candidate_index,safe_feasible,balanced_feasible
val,LRBN-SRA-BP-continuous,768,8.772814764330503,2.301008408162382,8.79717792520947,2.3053724718885635,-0.02436316087896608,-0.2769429134933846,-0.1892997231669232,0.15364583333333334,0.8450520833333334,0.9986979166666666,767,0.10177002063815312,0.6753803877423901,-5.042015326757375e-08,-0.7351091637955487,0.9880952380952381,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.5,4,True,4.0,4.0,4.0,0.6,1563,False,False
val,LRBN-SRA-BP-continuous,768,8.768212202835004,2.3000311217252687,8.79717792520947,2.3053724718885635,-0.028965722374464566,-0.32926152668271313,-0.2316914166911199,0.15364583333333334,0.8450520833333334,1.0,768,0.12799137231312727,0.793790776395823,-8.186502919985804e-08,-0.8623689389981433,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.5,4,True,4.0,4.0,4.0,0.6,1564,False,False
val,LRBN-SRA-BP-continuous,768,8.765510603575484,2.2994318067251203,8.79717792520947,2.3053724718885635,-0.031667321633985224,-0.3599713665815689,-0.25768786649941583,0.15364583333333334,0.8450520833333334,1.0,768,0.14545518593106788,0.861425243341644,-1.1586514077343315e-07,-0.93449930818865,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.5,4,True,4.0,4.0,4.0,0.6,1565,False,False
val,LRBN-SRA-BP-continuous,768,8.762889830170144,2.2988265529763883,8.79717792520947,2.3053724718885635,-0.034288095039325873,-0.38976243622505974,-0.283941921038844,0.15494791666666666,0.8450520833333334,1.0,768,0.16459819587662694,0.9255144467270283,-1.8317929310852256e-07,-1.0022699871948675,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.5,4,True,4.0,4.0,4.0,0.6,1566,False,False
val,LRBN-SRA-BP-short,768,8.737591386080126,2.2936521408109027,8.79717792520947,2.3053724718885635,-0.05958653912934276,-0.677336977473839,-0.5083920784922135,0.033854166666666664,0.3333333333333333,0.3671875,282,0.18359375,1.5743288223747605,0.0,-1.6705631013171482,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.5,8,False,4.0,4.0,4.0,0.6,1567,False,False
val,LRBN-SRA-BP-support,768,8.739802758546476,2.2941247688518103,8.79717792520947,2.3053724718885635,-0.05737516666299112,-0.6521996836435136,-0.48789092110352317,0.024739583333333332,0.3033854166666667,0.328125,252,0.1640625,1.5443493639385477,0.0,-1.6381139048200353,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.5,8,False,4.0,4.0,4.0,0.6,1568,False,False
val,LRBN-SRA-BP-support,768,8.737591386080126,2.2936521408109027,8.79717792520947,2.3053724718885635,-0.05958653912934276,-0.677336977473839,-0.5083920784922135,0.033854166666666664,0.3333333333333333,0.3671875,282,0.18359375,1.5743288223747605,0.0,-1.6705631013171482,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.5,8,False,4.0,4.0,4.0,0.6,1569,False,False
val,LRBN-SRA-BP-support,768,8.737591386080126,2.2936521408109027,8.79717792520947,2.3053724718885635,-0.05958653912934276,-0.677336977473839,-0.5083920784922135,0.033854166666666664,0.3333333333333333,0.3671875,282,0.18359375,1.5743288223747605,0.0,-1.6705631013171482,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.5,8,False,4.0,4.0,4.0,0.6,1570,False,False
val,LRBN-SRA-BP-continuous,768,8.759215880089803,2.2983252434550883,8.79717792520947,2.3053724718885635,-0.03796204511966527,-0.4315252618425363,-0.30568719323404847,0.20182291666666666,0.796875,0.9986979166666666,767,0.10177002063815312,1.046676170095325,-3.7541645247452115e-08,-1.125446782107102,0.9880952380952381,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.5,8,True,4.0,4.0,4.0,0.6,1571,False,False
val,LRBN-SRA-BP-continuous,768,8.752197588043357,2.296855065495046,8.79717792520947,2.3053724718885635,-0.04498033716611161,-0.5113041647831758,-0.36945901195714465,0.20572916666666666,0.79296875,1.0,768,0.12799137231312727,1.2253730812348635,-6.363453104532187e-08,-1.31404470850184,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.5,8,True,4.0,4.0,4.0,0.6,1572,False,False
val,LRBN-SRA-BP-continuous,768,8.748114040491089,2.2959620840417787,8.79717792520947,2.3053724718885635,-0.04906388471837978,-0.5577230002590867,-0.40819381339521454,0.20833333333333334,0.7903645833333334,1.0,768,0.14545518593106788,1.3264169661149077,-9.495202621080528e-08,-1.4195221918130843,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.5,8,True,4.0,4.0,4.0,0.6,1573,False,False
val,LRBN-SRA-BP-continuous,768,8.744187307140711,2.2950689519249394,8.79717792520947,2.3053724718885635,-0.052990618068757676,-0.6023592845231737,-0.4469351501577504,0.21223958333333334,0.7877604166666666,1.0,768,0.16459819587662694,1.421288213375304,-1.6680179705169587e-07,-1.5173665027745828,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.5,8,True,4.0,4.0,4.0,0.6,1574,False,False
val,LRBN-SRA-BP-short,768,8.709131046624677,2.2876254146273296,8.79717792520947,2.3053724718885635,-0.08804687858479321,-1.000853674135628,-0.7698130085553692,0.06510416666666667,0.3020833333333333,0.3671875,282,0.18359375,2.360007936409686,0.0,-2.446811872572231,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.5,16,False,4.0,4.0,4.0,0.6,1575,False,False
val,LRBN-SRA-BP-support,768,8.712151358566175,2.288115088939582,8.79717792520947,2.3053724718885635,-0.08502656664329551,-0.9665209373904795,-0.7485724361056157,0.05078125,0.27734375,0.328125,252,0.1640625,2.3159550624444947,0.0,-2.397657704797564,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.5,16,False,4.0,4.0,4.0,0.6,1576,False,False
val,LRBN-SRA-BP-support,768,8.709131046624677,2.2876254146273296,8.79717792520947,2.3053724718885635,-0.08804687858479321,-1.000853674135628,-0.7698130085553692,0.06510416666666667,0.3020833333333333,0.3671875,282,0.18359375,2.360007936409686,0.0,-2.446811872572231,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.5,16,False,4.0,4.0,4.0,0.6,1577,False,False
val,LRBN-SRA-BP-support,768,8.709131046624677,2.2876254146273296,8.79717792520947,2.3053724718885635,-0.08804687858479321,-1.000853674135628,-0.7698130085553692,0.06510416666666667,0.3020833333333333,0.3671875,282,0.18359375,2.360007936409686,0.0,-2.446811872572231,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.5,16,False,4.0,4.0,4.0,0.6,1578,False,False
val,LRBN-SRA-BP-continuous,768,8.739290759572036,2.2943498852804196,8.79717792520947,2.3053724718885635,-0.05788716563743346,-0.6580197202303742,-0.47812605966018173,0.24609375,0.7526041666666666,0.9986979166666666,767,0.10177002063815312,1.607272043663769,-2.7830456279736073e-08,-1.6914433558493855,0.9880952380952381,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.5,16,True,4.0,4.0,4.0,0.6,1579,False,False
val,LRBN-SRA-BP-continuous,768,8.729202872000114,2.2921843105574045,8.79717792520947,2.3053724718885635,-0.06797505320935589,-0.7726915802998038,-0.5720620608933148,0.2513020833333333,0.7473958333333334,1.0,768,0.12799137231312727,1.8650100279049477,-5.6592216321734345e-08,-1.9539955174286245,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.5,16,True,4.0,4.0,4.0,0.6,1580,False,False
val,LRBN-SRA-BP-continuous,768,8.723484502917417,2.290914160143441,8.79717792520947,2.3053724718885635,-0.07369342229205288,-0.8376938926869362,-0.6271572970836453,0.2604166666666667,0.7395833333333334,1.0,768,0.14545518593106788,2.0068010737634183,-9.96261165495696e-08,-2.095678100992229,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.5,16,True,4.0,4.0,4.0,0.6,1581,False,False
val,LRBN-SRA-BP-continuous,768,8.718126475152959,2.2896901498843487,8.79717792520947,2.3053724718885635,-0.0790514500565108,-0.898600103791451,-0.6802511146210892,0.26171875,0.73828125,1.0,768,0.16459819587662694,2.1364438677592053,-2.2010945688494028e-07,-2.222438790789561,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.5,16,True,4.0,4.0,4.0,0.6,1582,False,False
val,LRBN-SRA-BP-short,768,8.68126982927915,2.2823953173312996,8.79717792520947,2.3053724718885635,-0.11590809593031885,-1.3175599809845044,-0.996678616482877,0.07161458333333333,0.2955729166666667,0.3671875,282,0.18359375,3.178329939550279,0.0,-3.25653387135705,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.5,24,False,4.0,4.0,4.0,0.6,1583,False,False
val,LRBN-SRA-BP-support,768,8.684394970824362,2.282838786028855,8.79717792520947,2.3053724718885635,-0.11278295438510605,-1.282035616600514,-0.9774423021328468,0.057291666666666664,0.2708333333333333,0.328125,252,0.1640625,3.1300735757703917,0.0,-3.2002560046773993,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.5,24,False,4.0,4.0,4.0,0.6,1584,False,False
val,LRBN-SRA-BP-support,768,8.68126982927915,2.2823953173312996,8.79717792520947,2.3053724718885635,-0.11590809593031885,-1.3175599809845044,-0.996678616482877,0.07161458333333333,0.2955729166666667,0.3671875,282,0.18359375,3.178329939550279,0.0,-3.25653387135705,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.5,24,False,4.0,4.0,4.0,0.6,1585,False,False
val,LRBN-SRA-BP-support,768,8.68126982927915,2.2823953173312996,8.79717792520947,2.3053724718885635,-0.11590809593031885,-1.3175599809845044,-0.996678616482877,0.07161458333333333,0.2955729166666667,0.3671875,282,0.18359375,3.178329939550279,0.0,-3.25653387135705,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.5,24,False,4.0,4.0,4.0,0.6,1586,False,False
val,LRBN-SRA-BP-continuous,768,8.719366227107741,2.2906849278370314,8.79717792520947,2.3053724718885635,-0.07781169810172889,-0.8845074940487183,-0.6371006927045522,0.2877604166666667,0.7122395833333334,0.9986979166666666,767,0.10177002063815312,2.1899183385407786,-9.457185622470863e-08,-2.2843295102393726,0.9880952380952381,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.5,24,True,4.0,4.0,4.0,0.6,1587,False,False
val,LRBN-SRA-BP-continuous,768,8.706256297859767,2.2879156572805672,8.79717792520947,2.3053724718885635,-0.09092162734970231,-1.0335317532432942,-0.7572231708819421,0.29296875,0.70703125,1.0,768,0.12799137231312727,2.5306461987299906,-1.6596023359035606e-07,-2.6252413497153513,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.5,24,True,4.0,4.0,4.0,0.6,1588,False,False
val,LRBN-SRA-BP-continuous,768,8.698952952661438,2.2863178894852,8.79717792520947,2.3053724718885635,-0.09822497254803216,-1.116550935668811,-0.8265294460248743,0.2955729166666667,0.7044270833333334,1.0,768,0.14545518593106788,2.715192788354372,-2.5699596079467545e-07,-2.805237099983029,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.5,24,True,4.0,4.0,4.0,0.6,1589,False,False
val,LRBN-SRA-BP-continuous,768,8.692238991839789,2.2848378558367783,8.79717792520947,2.3053724718885635,-0.1049389333696793,-1.1928704198385882,-0.8907287743351224,0.2955729166666667,0.7044270833333334,1.0,768,0.16459819587662694,2.8811550952837353,-4.789738909181151e-07,-2.9623879444873347,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.5,24,True,4.0,4.0,4.0,0.6,1590,False,False
val,LRBN-SRA-BP-short,768,8.641842663032,2.2763293306712824,8.79717792520947,2.3053724718885635,-0.15533526217746893,-1.7657396874486575,-1.259802545811988,0.09375,0.2734375,0.3671875,282,0.18359375,4.517974132666081,0.0,-4.563581054734331,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.5,H_div_4,False,4.0,4.0,4.0,0.6,1591,False,True
val,LRBN-SRA-BP-support,768,8.64419710931819,2.2766768810056193,8.79717792520947,2.3053724718885635,-0.15298081589127863,-1.7389760332003183,-1.2447268763890513,0.07552083333333333,0.2526041666666667,0.328125,252,0.1640625,4.488884788499389,0.0,-4.508180040345007,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.5,H_div_4,False,4.0,4.0,4.0,0.6,1592,False,True
val,LRBN-SRA-BP-support,768,8.641842663032,2.2763293306712824,8.79717792520947,2.3053724718885635,-0.15533526217746893,-1.7657396874486575,-1.259802545811988,0.09375,0.2734375,0.3671875,282,0.18359375,4.517974132666081,0.0,-4.563581054734331,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.5,H_div_4,False,4.0,4.0,4.0,0.6,1593,False,True
val,LRBN-SRA-BP-support,768,8.641842663032,2.2763293306712824,8.79717792520947,2.3053724718885635,-0.15533526217746893,-1.7657396874486575,-1.259802545811988,0.09375,0.2734375,0.3671875,282,0.18359375,4.517974132666081,0.0,-4.563581054734331,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.5,H_div_4,False,4.0,4.0,4.0,0.6,1594,False,True
val,LRBN-SRA-BP-continuous,768,8.691889672977029,2.2865207175925066,8.79717792520947,2.3053724718885635,-0.10528825223243972,-1.1968412257644525,-0.8177313837204097,0.3125,0.6875,0.9986979166666666,767,0.10177002063815312,3.09544650171839,-1.0993857962142477e-07,-3.2110957095650523,0.9880952380952381,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.5,H_div_4,True,4.0,4.0,4.0,0.6,1595,False,False
val,LRBN-SRA-BP-continuous,768,8.674522456736883,2.2830856246630584,8.79717792520947,2.3053724718885635,-0.1226554684725877,-1.394259265595568,-0.9667351979168114,0.3151041666666667,0.6848958333333334,1.0,768,0.12799137231312727,3.5729082897933475,-1.7134739239414878e-07,-3.6883824541779417,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.5,H_div_4,True,4.0,4.0,4.0,0.6,1596,False,False
val,LRBN-SRA-BP-continuous,768,8.664919668272772,2.2811253438698547,8.79717792520947,2.3053724718885635,-0.13225825693669688,-1.503416867440555,-1.051766177014727,0.3177083333333333,0.6822916666666666,1.0,768,0.14545518593106788,3.8309033505983985,-2.3791677835572069e-07,-3.941049442182857,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.5,H_div_4,True,4.0,4.0,4.0,0.6,1597,False,False
val,LRBN-SRA-BP-continuous,768,8.656150218367419,2.2793177050462146,8.79717792520947,2.3053724718885635,-0.14102770684205024,-1.6031016751134168,-1.1301760148106255,0.3177083333333333,0.6822916666666666,1.0,768,0.16459819587662694,4.06249987560887,-3.859618535502547e-07,-4.162862973293205,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.5,H_div_4,True,4.0,4.0,4.0,0.6,1598,False,False
val,LRBN-SRA-BP-basic,768,8.606095024251621,2.2538031232115823,8.79717792520947,2.3053724718885635,-0.19108290095784874,-2.172093168572458,-2.2369204578487722,0.16796875,0.19921875,0.3671875,282,0.275390625,8.276741311889472,0.0,-6.8620832905789895,0.0,1.0,0.625,False,basic,last,16,3.116005981912195,0.4,,0.75,H,False,4.0,4.0,4.0,0.6,1599,False,False
val,LRBN-SRA-BP-short,768,8.748065840747733,2.294953439839342,8.79717792520947,2.3053724718885635,-0.04911208446173675,-0.5582709003210233,-0.45194571077236056,0.0234375,0.34375,0.3671875,282,0.275390625,1.2864765172886214,0.0,-1.3766272681336422,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.75,4,False,4.0,4.0,4.0,0.6,1600,False,False
val,LRBN-SRA-BP-support,768,8.749899298403054,2.29543528189409,8.79717792520947,2.3053724718885635,-0.04727862680641496,-0.5374294706168108,-0.43104487767342453,0.016927083333333332,0.3111979166666667,0.328125,252,0.24609375,1.2617919955693886,0.0,-1.3504771080721125,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.75,4,False,4.0,4.0,4.0,0.6,1601,False,False
val,LRBN-SRA-BP-support,768,8.748065840747733,2.294953439839342,8.79717792520947,2.3053724718885635,-0.04911208446173675,-0.5582709003210233,-0.45194571077236056,0.0234375,0.34375,0.3671875,282,0.275390625,1.2864765172886214,0.0,-1.3766272681336422,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.75,4,False,4.0,4.0,4.0,0.6,1602,False,False
val,LRBN-SRA-BP-support,768,8.748065840747733,2.294953439839342,8.79717792520947,2.3053724718885635,-0.04911208446173675,-0.5582709003210233,-0.45194571077236056,0.0234375,0.34375,0.3671875,282,0.275390625,1.2864765172886214,0.0,-1.3766272681336422,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.75,4,False,4.0,4.0,4.0,0.6,1603,False,False
val,LRBN-SRA-BP-continuous,768,8.763407234530403,2.298979670930394,8.79717792520947,2.3053724718885635,-0.033770690679066094,-0.383880955094747,-0.2773001329890314,0.15364583333333334,0.8450520833333334,1.0,768,0.15265503095722968,0.9266125018753211,-7.563018507603547e-08,-1.0043471375162591,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.75,4,True,4.0,4.0,4.0,0.6,1604,False,False
val,LRBN-SRA-BP-continuous,768,8.757904500553444,2.2976428799610162,8.79717792520947,2.3053724718885635,-0.03927342465602488,-0.44643208248453403,-0.33528603244258415,0.15364583333333334,0.8450520833333334,1.0,768,0.19198705846969086,1.0618558361188513,-1.2279744134190106e-07,-1.1469699132024591,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.75,4,True,4.0,4.0,4.0,0.6,1605,False,False
val,LRBN-SRA-BP-continuous,768,8.754879738257785,2.2968605414501364,8.79717792520947,2.3053724718885635,-0.0422981869516843,-0.4808154076592268,-0.3692214817908361,0.15494791666666666,0.84375,1.0,768,0.21818277889660184,1.1327195972291704,-1.737974678226704e-07,-1.2203233717578308,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.75,4,True,4.0,4.0,4.0,0.6,1606,False,False
val,LRBN-SRA-BP-continuous,768,8.752129752127608,2.296087927094938,8.79717792520947,2.3053724718885635,-0.04504817308186095,-0.5120752747487608,-0.40273512703767006,0.16015625,0.83984375,1.0,768,0.24689729381494038,1.1942543384003488,-2.747683569335571e-07,-1.2825880349989718,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.75,4,True,4.0,4.0,4.0,0.6,1607,False,False
val,LRBN-SRA-BP-short,768,8.722837875916829,2.2893675789338004,8.79717792520947,2.3053724718885635,-0.07434004929264126,-0.8450442839754879,-0.6942432548536333,0.04296875,0.32421875,0.3671875,282,0.275390625,1.9376007708675924,0.0,-2.041198406855702,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.75,8,False,4.0,4.0,4.0,0.6,1608,False,False
val,LRBN-SRA-BP-support,768,8.725703305054871,2.290002234436374,8.79717792520947,2.3053724718885635,-0.07147462015459842,-0.8124721436920245,-0.6667138422506907,0.03125,0.296875,0.328125,252,0.24609375,1.899101137957275,0.0,-1.9998155082074234,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.75,8,False,4.0,4.0,4.0,0.6,1609,False,False
val,LRBN-SRA-BP-support,768,8.722837875916829,2.2893675789338004,8.79717792520947,2.3053724718885635,-0.07434004929264126,-0.8450442839754879,-0.6942432548536333,0.04296875,0.32421875,0.3671875,282,0.275390625,1.9376007708675924,0.0,-2.041198406855702,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.75,8,False,4.0,4.0,4.0,0.6,1610,False,False
val,LRBN-SRA-BP-support,768,8.722837875916829,2.2893675789338004,8.79717792520947,2.3053724718885635,-0.07434004929264126,-0.8450442839754879,-0.6942432548536333,0.04296875,0.32421875,0.3671875,282,0.275390625,1.9376007708675924,0.0,-2.041198406855702,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.75,8,False,4.0,4.0,4.0,0.6,1611,False,False
val,LRBN-SRA-BP-continuous,768,8.74495074361692,2.29525874133826,8.79717792520947,2.3053724718885635,-0.052227181592546766,-0.5936810870167498,-0.4387026664783568,0.20833333333333334,0.7903645833333334,1.0,768,0.15265503095722968,1.4230355195879216,-5.631236541329215e-08,-1.5210319392596616,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.75,8,True,4.0,4.0,4.0,0.6,1612,False,False
val,LRBN-SRA-BP-continuous,768,8.736805189599943,2.293297790645273,8.79717792520947,2.3053724718885635,-0.06037273560952534,-0.6862738943575629,-0.5237627037778629,0.21354166666666666,0.78515625,1.0,768,0.19198705846969086,1.6190480634449624,-9.545150840517834e-08,-1.7218751207516765,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.75,8,True,4.0,4.0,4.0,0.6,1613,False,False
val,LRBN-SRA-BP-continuous,768,8.732426850480698,2.292154344360531,8.79717792520947,2.3053724718885635,-0.06475107472877074,-0.736043708626317,-0.5733619027674196,0.21875,0.78125,1.0,768,0.21818277889660184,1.7186143939407805,-1.4242756544848507e-07,-1.8208597838269187,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.75,8,True,4.0,4.0,4.0,0.6,1614,False,False
val,LRBN-SRA-BP-continuous,768,8.728544746217452,2.291066756642205,8.79717792520947,2.3053724718885635,-0.06863317899201905,-0.7801726814837193,-0.6205381281656975,0.22135416666666666,0.7786458333333334,1.0,768,0.24689729381494038,1.802102856189632,-2.502016966131551e-07,-1.900660946313217,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.75,8,True,4.0,4.0,4.0,0.6,1615,False,False
val,LRBN-SRA-BP-short,768,8.692680499568128,2.282670621645567,8.79717792520947,2.3053724718885635,-0.10449742564133944,-1.187851677105505,-0.9847367582178806,0.07291666666666667,0.2942708333333333,0.3671875,282,0.275390625,2.7628757230078143,0.0,-2.8183663594716073,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.75,16,False,4.0,4.0,4.0,0.6,1616,False,False
val,LRBN-SRA-BP-support,768,8.696382979950988,2.2832551956544243,8.79717792520947,2.3053724718885635,-0.10079494525848139,-1.145764539501516,-0.9593797274799075,0.05859375,0.26953125,0.328125,252,0.24609375,2.7086572624240355,0.0,-2.7580017506548513,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.75,16,False,4.0,4.0,4.0,0.6,1617,False,False
val,LRBN-SRA-BP-support,768,8.692680499568128,2.282670621645567,8.79717792520947,2.3053724718885635,-0.10449742564133944,-1.187851677105505,-0.9847367582178806,0.07291666666666667,0.2942708333333333,0.3671875,282,0.275390625,2.7628757230078143,0.0,-2.8183663594716073,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.75,16,False,4.0,4.0,4.0,0.6,1618,False,False
val,LRBN-SRA-BP-support,768,8.692680499568128,2.282670621645567,8.79717792520947,2.3053724718885635,-0.10449742564133944,-1.187851677105505,-0.9847367582178806,0.07291666666666667,0.2942708333333333,0.3671875,282,0.275390625,2.7628757230078143,0.0,-2.8183663594716073,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.75,16,False,4.0,4.0,4.0,0.6,1619,False,False
val,LRBN-SRA-BP-continuous,768,8.71899296791273,2.2898145448259637,8.79717792520947,2.3053724718885635,-0.07818495729673984,-0.8887504364759475,-0.6748552429087196,0.2604166666666667,0.73828125,1.0,768,0.15265503095722968,2.1414470503113794,-4.174546669659631e-08,-2.2307449382889053,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.75,16,True,4.0,4.0,4.0,0.6,1620,False,False
val,LRBN-SRA-BP-continuous,768,8.70822792398478,2.2871665726011123,8.79717792520947,2.3053724718885635,-0.08895000122468977,-1.011119723618188,-0.7897161708348712,0.2669270833333333,0.7330729166666666,1.0,768,0.19198705846969086,2.3959938514440045,-8.488788263296805e-08,-2.474141382474303,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.5,0.75,16,True,4.0,4.0,4.0,0.6,1621,False,False
val,LRBN-SRA-BP-continuous,768,8.702853171077521,2.285780090539689,8.79717792520947,2.3053724718885635,-0.09432475413194792,-1.0722160541328452,-0.8498575177241828,0.26953125,0.73046875,1.0,768,0.21818277889660184,2.5133480093871774,-1.494383487576483e-07,-2.578074061018346,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.7,0.75,16,True,4.0,4.0,4.0,0.6,1622,False,False
val,LRBN-SRA-BP-continuous,768,8.698497454995085,2.2845909921023,8.79717792520947,2.3053724718885635,-0.09868047021438416,-1.1217287059686483,-0.9014369673242275,0.2721354166666667,0.7278645833333334,1.0,768,0.24689729381494038,2.5999784512043504,-3.301622898565189e-07,-2.6454453717951387,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,,0.75,16,True,4.0,4.0,4.0,0.6,1623,False,False
val,LRBN-SRA-BP-short,768,8.663454572744671,2.2770230159657374,8.79717792520947,2.3053724718885635,-0.1337233524647989,-1.520071021066762,-1.2297126015663298,0.08984375,0.27734375,0.3671875,282,0.275390625,3.636191495815938,0.0,-3.6447318521944707,0.0,1.0,1.0,False,short,last,16,3.116005981912195,0.4,,0.75,24,False,4.0,4.0,4.0,0.6,1624,False,False
val,LRBN-SRA-BP-support,768,8.666936955622797,2.2774927362494153,8.79717792520947,2.3053724718885635,-0.13024096958667178,-1.4804857938066895,-1.209337573783701,0.07161458333333333,0.2565104166666667,0.328125,252,0.24609375,3.581073191020646,0.0,-3.5797733260733593,0.0,0.9325153374233128,1.0,False,support,last,16,3.116005981912195,0.4,0.3,0.75,24,False,4.0,4.0,4.0,0.6,1625,False,False
val,LRBN-SRA-BP-support,768,8.663454572744671,2.2770230159657374,8.79717792520947,2.3053724718885635,-0.1337233524647989,-1.520071021066762,-1.2297126015663298,0.08984375,0.27734375,0.3671875,282,0.275390625,3.636191495815938,0.0,-3.6447318521944707,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.5,0.75,24,False,4.0,4.0,4.0,0.6,1626,False,False
val,LRBN-SRA-BP-support,768,8.663454572744671,2.2770230159657374,8.79717792520947,2.3053724718885635,-0.1337233524647989,-1.520071021066762,-1.2297126015663298,0.08984375,0.27734375,0.3671875,282,0.275390625,3.636191495815938,0.0,-3.6447318521944707,0.0,1.0,1.0,False,support,last,16,3.116005981912195,0.4,0.7,0.75,24,False,4.0,4.0,4.0,0.6,1627,False,False
val,LRBN-SRA-BP-continuous,768,8.693046348550373,2.2849370831908744,8.79717792520947,2.3053724718885635,-0.10413157665909634,-1.1836929686544615,-0.8864245955147532,0.2955729166666667,0.7044270833333334,1.0,768,0.15265503095722968,2.8926139978875334,-1.4185751538511212e-07,-2.9804281727038853,1.0,1.0,1.0,False,continuous,last,16,3.116005981912195,0.4,0.3,0.75,24,True,4.0,4.0,4.0,0.6,1628,False,False
