split,method,n,mse,mae,mse_lrbn,mae_lrbn,mean_delta,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,coverage,selected_count,mean_strength,q4_improvement_pct,low_gap_high_repair_delta_pct,high_gap_low_repair_delta_pct,low_gap_high_repair_coverage,high_gap_low_repair_coverage,config_improved_ratio,test_threshold_leakage,method_family,anchor_mode,tail_len,tau_g,tau_r,tau_j,alpha,K,continuous,kg,kr,kj,q_g,candidate_index,safe_feasible,balanced_feasible
val,LRBN-SRA-BP-continuous,768,8.786294779562839,2.303406426897063,8.79717792520947,2.3053724718885635,-0.01088314564663099,-0.12371178265102774,-0.0852810123720256,0.15234375,0.8463541666666666,1.0,768,0.05368573191773857,0.2877496970033615,-9.83254264937149e-08,-0.33098664075315376,1.0,1.0,1.0,False,continuous,last,16,2.4260872328869336,-0.2,0.7,0.25,4,True,4.0,4.0,4.0,0.5,48,False,False
val,LRBN-SRA-BP-continuous,768,8.785138152260027,2.3031705804637777,8.79717792520947,2.3053724718885635,-0.012039772949441502,-0.13685949105627732,-0.09551130856659193,0.15364583333333334,0.8463541666666666,1.0,768,0.06180228355320827,0.31498027689809704,-1.5468670274034835e-07,-0.3622220890212208,1.0,1.0,1.0,False,continuous,last,16,2.4260872328869336,-0.2,,0.25,4,True,4.0,4.0,4.0,0.5,49,False,False
val,LRBN-SRA-BP-short,768,8.783276262302406,2.3025829316779665,8.79717792520947,2.3053724718885635,-0.013901662907062249,-0.1580241187508977,-0.12100171371490825,0.026041666666666668,0.1875,0.21354166666666666,164,0.053385416666666664,0.3776735256127879,0.0,-0.4446982414237788,0.0,0.5153374233128835,1.0,False,short,last,16,2.4260872328869336,-0.2,,0.25,8,False,4.0,4.0,4.0,0.5,50,False,False
val,LRBN-SRA-BP-support,768,8.783954526767923,2.302759461602317,8.79717792520947,2.3053724718885635,-0.013223398441545858,-0.15031409548534436,-0.11334438607101525,0.014322916666666666,0.15625,0.17057291666666666,131,0.042643229166666664,0.3652112020476537,0.0,-0.43002426245087244,0.0,0.4662576687116564,1.0,False,support,last,16,2.4260872328869336,-0.2,0.3,0.25,8,False,4.0,4.0,4.0,0.5,51,False,False
val,LRBN-SRA-BP-support,768,8.783269666384559,2.3025820707075755,8.79717792520947,2.3053724718885635,-0.013908258824910457,-0.1580990964073239,-0.12103905997447129,0.0234375,0.1875,0.2109375,162,0.052734375,0.3776735256127879,0.0,-0.4446982414237788,0.0,0.5153374233128835,1.0,False,support,last,16,2.4260872328869336,-0.2,0.5,0.25,8,False,4.0,4.0,4.0,0.5,52,False,False
val,LRBN-SRA-BP-support,768,8.783276262302406,2.3025829316779665,8.79717792520947,2.3053724718885635,-0.013901662907062249,-0.1580241187508977,-0.12100171371490825,0.026041666666666668,0.1875,0.21354166666666666,164,0.053385416666666664,0.3776735256127879,0.0,-0.4446982414237788,0.0,0.5153374233128835,1.0,False,support,last,16,2.4260872328869336,-0.2,0.7,0.25,8,False,4.0,4.0,4.0,0.5,53,False,False
val,LRBN-SRA-BP-continuous,768,8.78482486805186,2.303097340879537,8.79717792520947,2.3053724718885635,-0.01235305715760994,-0.14042068091140902,-0.09868821749631242,0.20052083333333334,0.7981770833333334,0.9934895833333334,763,0.03642632188830673,0.3306228912892939,-3.007539821319941e-08,-0.37911825460171605,0.9404761904761905,1.0,1.0,False,continuous,last,16,2.4260872328869336,-0.2,0.3,0.25,8,True,4.0,4.0,4.0,0.5,54,False,False
val,LRBN-SRA-BP-continuous,768,8.782070074889571,2.3025528009284764,8.79717792520947,2.3053724718885635,-0.01510785031989744,-0.1717351908892444,-0.12230869337770943,0.203125,0.7955729166666666,1.0,768,0.04661352517008149,0.398976841868127,-5.081132466918236e-08,-0.4573681990734789,1.0,1.0,1.0,False,continuous,last,16,2.4260872328869336,-0.2,0.5,0.25,8,True,4.0,4.0,4.0,0.5,55,False,False
val,LRBN-SRA-BP-continuous,768,8.780350072649858,2.302202532313853,8.79717792520947,2.3053724718885635,-0.016827852559610768,-0.19128694092068302,-0.13750227347703312,0.203125,0.7955729166666666,1.0,768,0.05368573191773857,0.4403542630200706,-7.566443162443941e-08,-0.5046787709470961,1.0,1.0,1.0,False,continuous,last,16,2.4260872328869336,-0.2,0.7,0.25,8,True,4.0,4.0,4.0,0.5,56,False,False
val,LRBN-SRA-BP-continuous,768,8.778585164633018,2.301836384101998,8.79717792520947,2.3053724718885635,-0.01859276057645159,-0.21134914757193465,-0.1533846618863425,0.20442708333333334,0.7955729166666666,1.0,768,0.06180228355320827,0.48156098672002406,-1.3289640779375113e-07,-0.5517289075518809,1.0,1.0,1.0,False,continuous,last,16,2.4260872328869336,-0.2,,0.25,8,True,4.0,4.0,4.0,0.5,57,False,False
