config_id,sample_key,sample_id,split,dataset,backbone,horizon,seed,g_raw,g_l,g_y,repair_ratio,jump_support,trend_support,vol_support,smooth_support,g_l_bin,g_y_bin,gap_group,repair_group,pred_gap_flag,low_gap_flag,high_repair_flag,low_repair_flag,true_jump_flag,oracle_boundary_bin,method,mse_lrbn,mse_method,mae_lrbn,mae_method,delta_mse_vs_lrbn,harm,win,strength,selected,A,A_gt_1,alignment_cosine
ETTh1_PatchTST_96_seed2026,test::test_00056,test_00056,test,ETTh1,PatchTST,96,2026,2.560915337696283,0.28274030117257476,0.0,0.8895940890334126,0.7531538817537008,0.2594616452611021,1.0,1.0,q1_low,q1_low,low,high,False,True,True,False,False,low_gL_low_gY,LRBN-BP-always,12.877263147239526,12.839484837249694,2.5226037617708332,2.510968996398026,-0.03777830998983234,False,True,1.0,True,86.89646677130911,True,0.2539212066948929
ETTh1_PatchTST_96_seed2026,test::test_00057,test_00057,test,ETTh1,PatchTST,96,2026,2.22037558002445,0.2106792708846514,1.3366373947277346,0.9051155228441783,0.6666666666666666,0.0,1.0,1.0,q1_low,q4_high,low,high,False,True,True,False,True,low_gL_high_gY,LRBN-BP-always,24.087909349450907,24.225988553523905,4.041151016770834,4.056265343963815,0.1380792040729979,True,False,1.0,True,-133.24522099751022,False,-0.4353504512518234
ETTh1_PatchTST_96_seed2026,test::test_00058,test_00058,test,ETTh1,PatchTST,96,2026,0.15662323469594347,0.1556288709644079,0.44417974295787727,0.006355106752590989,0.7932891886445503,0.3798675659336513,1.0,1.0,q1_low,q2,low,low,False,True,False,True,False,low_gL_low_gY,LRBN-BP-always,22.78344658354834,22.561334442463195,4.2464937882291665,4.2230543687993425,-0.22211214108514454,False,True,1.0,True,272.5856787534733,True,0.8165800530756857
ETTh1_PatchTST_96_seed2026,test::test_00059,test_00059,test,ETTh1,PatchTST,96,2026,2.9923763076891663,5.0958744012417725,0.8646037505852872,-0.7029518263447234,0.14634467589873018,0.0,0.19623712305771676,0.24279690463847378,q4_high,q3,high,low,True,False,False,True,False,high_gL_low_gY,LRBN-BP-always,8.612264385962257,4.803133167438314,2.4886419271875,1.880603921924342,-3.8091312185239437,False,True,1.0,True,4.266755648485655,True,0.7849893071939987
ETTh1_PatchTST_96_seed2026,test::test_00060,test_00060,test,ETTh1,PatchTST,96,2026,4.3605021337178,0.9103720820936629,0.0,0.7912231560954132,0.6666666666666666,0.0,1.0,1.0,q1_low,q1_low,low,high,False,True,True,False,False,low_gL_low_gY,LRBN-BP-always,2.73548338298807,2.6651431696943395,1.3166138870729165,1.2953475986913379,-0.07034021329373052,False,True,1.0,True,10.460049105004215,True,0.27267295998193264
ETTh1_PatchTST_96_seed2026,test::test_00061,test_00061,test,ETTh1,PatchTST,96,2026,1.2727395326230084,1.059434566178549,1.1033329309863105,0.1675957989684309,0.6479660587161151,0.0,0.9438981761483454,1.0,q2,q3,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,3.5272481807745657,3.4743163647145328,1.5417002906145836,1.5098660473689691,-0.052931816060032943,False,True,1.0,True,2.7103131866561996,True,0.126938120960762
ETTh1_PatchTST_96_seed2026,test::test_00062,test_00062,test,ETTh1,PatchTST,96,2026,0.015472024975221542,1.4735365282888644,0.7556387108073859,-94.23260840388882,0.476757881659311,0.027959180544658437,0.6786389874035399,0.7236754770297347,q2,q3,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,6.998160210862095,6.232605389761113,2.25461622096875,2.114101181964364,-0.7655548211009826,False,True,1.0,True,5.011459575443845,True,0.4137892829636753
ETTh1_PatchTST_96_seed2026,test::test_00063,test_00063,test,ETTh1,PatchTST,96,2026,1.7590263044786263,0.5802629208945494,0.0,0.670122846065463,0.698519577397131,0.09555873219139292,1.0,1.0,q1_low,q1_low,low,mid,False,True,False,False,False,low_gL_low_gY,LRBN-BP-always,6.2964130945975,5.861320389940329,2.271558072636458,2.1702100004522475,-0.43509270465717087,False,True,1.0,True,27.63181649730945,True,0.7037581846348122
ETTh1_PatchTST_96_seed2026,test::test_00064,test_00064,test,ETTh1,PatchTST,96,2026,0.09040049669058707,0.43627225892279353,0.0,-3.8259406635268656,0.6719234346163013,0.015770303848903818,1.0,1.0,q1_low,q1_low,low,low,False,True,False,True,False,low_gL_low_gY,LRBN-BP-always,2.704684326372554,2.5119165962491947,1.3662626059354166,1.2977085763301535,-0.19276773012335946,False,True,1.0,True,26.54364110450759,True,0.701048767472678
ETTh1_PatchTST_96_seed2026,test::test_00065,test_00065,test,ETTh1,PatchTST,96,2026,4.556886341422175,3.8116277221272727,0.23497635597321206,0.16354576346895422,0.25161948796950745,0.0,0.26235499258783657,0.4925034713206857,q3,q1_low,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,5.38073132684707,4.623800389647363,1.705087725729167,1.5525577055537283,-0.7569309371997068,False,True,1.0,True,2.727211962393366,True,0.38915584030556005
ETTh1_PatchTST_96_seed2026,test::test_00066,test_00066,test,ETTh1,PatchTST,96,2026,4.122730830374619,3.825729501833149,1.637847447055186,0.0720401764561247,0.23043834513347905,0.0,0.26138795064470854,0.42992708475572866,q3,q4_high,mid,low,False,False,False,True,True,mid_or_mixed,LRBN-BP-always,6.02958303211971,5.381317723527528,2.001275545625,2.009152395515351,-0.6482653085921823,False,True,1.0,True,2.274288077590473,True,0.33030444494179867
ETTh1_PatchTST_96_seed2026,test::test_00067,test_00067,test,ETTh1,PatchTST,96,2026,0.4996548253751523,1.4446197745852025,0.4187151509372752,-1.8912297249822938,0.5640740784715641,0.0,0.6922222354146922,1.0,q2,q2,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,7.381656929443988,6.910030622881069,2.33993016875,2.247529169692983,-0.4716263065629187,False,True,1.0,True,25.13086051040158,True,0.6465664127685848
ETTh1_PatchTST_96_seed2026,test::test_00068,test_00068,test,ETTh1,PatchTST,96,2026,1.5176059354550813,1.9620875454620768,0.18399811737760993,-0.29288256374086097,0.4151943410145307,0.0,0.5096609156057285,0.7359221074378636,q2,q1_low,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,3.9943549875036646,2.954909779020897,1.674691172916667,1.4281221634210526,-1.0394452084827677,False,True,1.0,True,6.488491254552483,True,0.7064228126621349
ETTh1_PatchTST_96_seed2026,test::test_00069,test_00069,test,ETTh1,PatchTST,96,2026,5.7837664025746385,5.284114448848329,3.5245340626212593,0.08638883947924492,0.20399866753119322,0.0,0.1892464022950214,0.42274960029855824,q4_high,q4_high,high,low,True,False,False,True,True,high_gL_high_gY,LRBN-BP-always,1.7167770066952759,2.128198383583939,1.0682399958333333,1.1603794887938597,0.4114213768886632,True,False,1.0,True,0.3941050182279051,False,0.12392809638566957
ETTh1_PatchTST_96_seed2026,test::test_00070,test_00070,test,ETTh1,PatchTST,96,2026,4.95504753103398,4.22553683172481,0.18348188599897142,0.14722594435557257,0.23201071161361386,0.0,0.23665624791938544,0.45937588692145614,q3,q1_low,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,1.3699179419656644,1.7231633669988409,0.895299915625,1.1030597412390353,0.35324542503317646,True,False,1.0,True,0.6000887255742834,False,0.24093209033403382
ETTh1_PatchTST_96_seed2026,test::test_00071,test_00071,test,ETTh1,PatchTST,96,2026,0.8925180157570368,0.039083757815913514,0.24422868248876087,0.9562096077216209,1.0,1.0,1.0,1.0,q1_low,q1_low,low,high,False,True,True,False,False,low_gL_low_gY,LRBN-BP-always,1.3527762258027947,1.3522167100205371,0.9074647458333334,0.907032956754386,-0.0005595157822575469,False,True,1.0,True,52.68570126891944,True,0.07455462339395559
ETTh1_PatchTST_96_seed2026,test::test_00072,test_00072,test,ETTh1,PatchTST,96,2026,0.6607079157223688,0.39042906314668935,0.1295304056615924,0.40907553408777,0.7333349658116904,0.20000489743507147,1.0,1.0,q1_low,q1_low,low,mid,False,True,False,False,False,low_gL_low_gY,LRBN-BP-always,2.3576598322698845,2.3257414598150246,1.1694817854166666,1.1654573396710528,-0.031918372454859956,False,True,1.0,True,9.55857528913066,True,0.19008275424877666
ETTh1_PatchTST_96_seed2026,test::test_00073,test_00073,test,ETTh1,PatchTST,96,2026,5.969272712261209,0.1183263513346796,1.4538123662113631,0.980177429108062,0.6666666666666666,0.0,1.0,1.0,q1_low,q4_high,low,high,False,True,True,False,True,low_gL_high_gY,LRBN-BP-always,11.90411173619931,11.923855122774143,2.6716677244791662,2.6763703727028507,0.019743386574832655,True,False,1.0,True,-286.0955806343521,False,-0.3438452885176051
ETTh1_PatchTST_96_seed2026,test::test_00074,test_00074,test,ETTh1,PatchTST,96,2026,1.0125874815843847,1.76922517680264,2.0915117188421175,-0.7472302015862902,0.5169483517964703,0.0788107862103539,0.5652187030296437,0.9068155661494133,q2,q4_high,mid,low,False,False,False,True,True,mid_or_mixed,LRBN-BP-always,25.298908495593036,23.905089109105422,4.298872691979167,4.165894794446271,-1.393819386487614,False,True,1.0,True,12.745574138512454,True,0.4364602084174817
ETTh1_PatchTST_96_seed2026,test::test_00075,test_00075,test,ETTh1,PatchTST,96,2026,1.6395048238330034,2.226397431643969,0.15620037382130103,-0.3579686020503854,0.2167614910118745,0.0,0.4491558821482208,0.20112859088740273,q2,q1_low,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,33.479276996189085,28.82874978080592,5.507297995937499,5.0048638709375,-4.650527215383164,False,True,1.0,True,14.744388281164207,True,0.741134653822658
ETTh1_PatchTST_96_seed2026,test::test_00076,test_00076,test,ETTh1,PatchTST,96,2026,10.43235306371001,7.8070538351652585,2.684836367100037,0.2516498397688707,0.2704673131250268,0.0,0.12808924001943522,0.6833126993556452,q4_high,q4_high,high,low,True,False,False,True,True,high_gL_high_gY,LRBN-BP-always,21.542070728908367,16.425412990583496,4.438952606875,3.8254000118750002,-5.1166577383248715,False,True,1.0,True,11.140614192297424,True,0.8525040904403499
ETTh1_PatchTST_96_seed2026,test::test_00077,test_00077,test,ETTh1,PatchTST,96,2026,4.036951748454927,1.017985756094629,0.1446989077914814,0.7478331257445989,0.692499180814614,0.09516752121132126,0.9823300212325208,1.0,q2,q1_low,mid,high,False,False,True,False,False,mid_or_mixed,LRBN-BP-always,3.3352287598108146,3.0336324097952314,1.3979654243677082,1.321557906823849,-0.30159635001558316,False,True,1.0,True,15.84493658840352,True,0.6183318964048476
ETTh1_PatchTST_96_seed2026,test::test_00078,test_00078,test,ETTh1,PatchTST,96,2026,1.9154220448780142,2.893167100544874,1.8102078133518402,-0.5104585424517165,0.4485471980370541,0.0,0.3456415941111623,1.0,q3,q4_high,mid,low,False,False,False,True,True,mid_or_mixed,LRBN-BP-always,3.9266277097982005,3.918056674241255,1.65354199365625,1.6413534696869518,-0.008571035556945716,False,True,1.0,True,1.126365128150464,True,0.07401881452735976
ETTh1_PatchTST_96_seed2026,test::test_00079,test_00079,test,ETTh1,PatchTST,96,2026,2.4703759829773837,2.260086599101811,2.15714165436351,0.0851248150887981,0.48082005679030965,0.0,0.44246017037092894,1.0,q2,q4_high,mid,low,False,False,False,True,True,mid_or_mixed,LRBN-BP-always,8.88539688442208,9.593832005456655,2.7688218913125002,2.905862403058114,0.7084351210345741,True,False,1.0,True,-23.391358162044412,False,-0.6686812562273017
ETTh1_PatchTST_96_seed2026,test::test_00080,test_00080,test,ETTh1,PatchTST,96,2026,5.40555907138852,4.72380671683524,0.16965642694695232,0.126120761872906,0.22183436072882082,0.0,0.21169356556485996,0.45380951662160257,q4_high,q1_low,high,low,True,False,False,True,False,high_gL_low_gY,LRBN-BP-always,11.562266210003244,9.307678372020396,3.140742678320104,2.653483698320104,-2.2545878379828483,False,True,1.0,True,8.084821899986434,True,0.6706379019877747
ETTh1_PatchTST_96_seed2026,test::test_00081,test_00081,test,ETTh1,PatchTST,96,2026,5.349431817497841,4.344811438241135,0.41763931438800606,0.18779960671169071,0.25416122759805654,0.0,0.2301594812112656,0.532324201582904,q3,q2,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,5.872866579915169,4.159663174772851,2.0533971911979165,1.6310843054588817,-1.713203405142318,False,True,1.0,True,5.204360670292785,True,0.6854358361469793
ETTh1_PatchTST_96_seed2026,test::test_00082,test_00082,test,ETTh1,PatchTST,96,2026,7.196549226636715,9.074155394273816,0.8418316215886246,-0.2609035035547296,0.14500609010215568,0.0,0.11020304555853006,0.324815224747937,q4_high,q3,high,low,True,False,False,True,False,high_gL_low_gY,LRBN-BP-always,3.8820889617008234,2.386475151840497,1.6856051285416662,1.2756880075482455,-1.4956138098603264,False,True,1.0,True,4.451390249757216,True,0.7436107035525076
ETTh1_PatchTST_96_seed2026,test::test_00083,test_00083,test,ETTh1,PatchTST,96,2026,2.924261872842963,2.9172461243509127,0.43601077175333397,0.002399493067881564,0.33775350830421874,0.005017321926220669,0.3427886771899998,0.6654545257964358,q3,q2,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,2.06983431753081,2.194621769249918,1.2420283617708334,1.261183844544956,0.12478745171910832,True,False,1.0,True,-0.6737162184927413,False,-0.06393281068678643
ETTh1_PatchTST_96_seed2026,test::test_00084,test_00084,test,ETTh1,PatchTST,96,2026,0.6055998142394224,1.033731808132987,2.4426402608033397,-0.7069524740174873,0.6757690632412036,0.059939839396454954,0.9673673503271555,1.0,q2,q4_high,mid,low,False,False,False,True,True,mid_or_mixed,LRBN-BP-always,1.7867160163498792,1.6470636177354006,1.0982389261458334,1.0612501459813597,-0.13965239861447865,False,True,1.0,True,5.266698748304528,True,0.35641745145199905
ETTh1_PatchTST_96_seed2026,test::test_00085,test_00085,test,ETTh1,PatchTST,96,2026,1.8001432532496173,1.4545753024597217,0.5908917821978596,0.19196736604084652,0.562495033028651,0.0,0.6874850990859529,1.0,q2,q2,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,1.662170971465647,1.4560692859725937,1.0581768428125,0.9740932758059211,-0.2061016854930533,False,True,1.0,True,4.2767332184647495,True,0.4159724406204462
ETTh1_PatchTST_96_seed2026,test::test_00086,test_00086,test,ETTh1,PatchTST,96,2026,2.3870693248676385,0.2877260957022369,0.20970717992027335,0.879464759498365,0.6910770048778474,0.07323101463354198,1.0,1.0,q1_low,q1_low,low,high,False,True,True,False,False,low_gL_low_gY,LRBN-BP-always,2.1583312166557818,2.159203411011754,1.1640736572916668,1.1629525631030704,0.000872194355972411,True,False,1.0,True,0.7178168229294989,False,0.013582162964555139
ETTh1_PatchTST_96_seed2026,test::test_00087,test_00087,test,ETTh1,PatchTST,96,2026,1.5889448763012373,0.14697324549927265,0.35624437172193635,0.907502673507421,1.0,1.0,1.0,1.0,q1_low,q2,low,high,False,True,True,False,False,low_gL_low_gY,LRBN-BP-always,2.7586021027930214,2.728460726732193,1.3256366506250001,1.3159810625767545,-0.03014137606082823,False,True,1.0,True,107.32390235617974,True,0.5439960603386529
ETTh1_PatchTST_96_seed2026,test::test_00088,test_00088,test,ETTh1,PatchTST,96,2026,2.2538350793624944,2.3908770769507233,0.4441656045745106,-0.06080344477713351,0.2436398458255072,0.0,0.41825633022726444,0.3126632072492571,q2,q2,mid,low,False,False,False,True,False,mid_or_mixed,LRBN-BP-always,1.5606758019272393,2.103369185207224,0.9698577552083334,1.0667786993530701,0.5426933832799847,True,False,1.0,True,-0.8044548726046473,False,-0.1765710900929601
