method,sample_id,dataset,backbone,horizon,seed,split,delta_mse_vs_lrbn,selected,strength,g_l,g_y,repair_ratio,jump_support,A,case_type
LRBN-BP-stage3-gated,test_00005,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,2.8759375794624598,0.26967320232773845,0.23700514051719568,0.315820958281212,0.0,top_harm
LRBN-BP-stage3-gated,test_00007,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.344319732855558,0.20932107546797696,-2.4555927338019305,0.3183017938594095,0.0,top_harm
LRBN-BP-stage3-gated,test_00008,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,2.874557200545501,0.8979214449418428,0.31698869288314424,0.47011759382012813,0.0,top_harm
LRBN-BP-stage3-gated,test_00009,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.357264332248596,0.2666541087139504,0.0861608580965757,0.17504344387822354,0.0,top_harm
LRBN-BP-stage3-gated,test_00010,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.8140104570438481,3.2756074844189453,0.40843233064876283,0.8750373127832716,0.0,top_harm
LRBN-BP-stage3-gated,test_00011,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,10.234584941813086,0.0,-1.6009276247800877,0.28578564372038523,0.0,top_harm
LRBN-BP-stage3-gated,test_00012,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,2.9665852559575887,0.21526916130425996,-1.599220373290223,0.3691163963954988,0.0,top_harm
LRBN-BP-stage3-gated,test_00014,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.9108530180189346,3.587977205761447,0.5685578866490041,0.6666666666666666,0.0,top_harm
LRBN-BP-stage3-gated,test_00015,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,1.2936745188364123,0.19228931938576868,-1.483697501963753,0.620866035453833,0.0,top_harm
LRBN-BP-stage3-gated,test_00016,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,3.704318326969882,0.49938950275185784,0.15554747672312075,0.3573100741538981,0.0,top_harm
LRBN-BP-stage3-gated,test_00017,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,4.114230293969535,0.3362278137178377,-0.12778092104386496,0.16665985669311253,0.0,top_harm
LRBN-BP-stage3-gated,test_00018,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,1.114848760730678,1.6936018897288627,0.3741387477459329,0.6323264749441101,0.0,top_harm
LRBN-BP-stage3-gated,test_00020,ETTm1,PatchTST,96,2026,test,-3.8983001270823197,True,1.0,7.445765249012378,0.0,-0.9681288272931743,0.12280669326978448,2.3249386844411815,top_win
LRBN-BP-stage3-gated,test_00066,ETTm1,PatchTST,96,2026,test,-2.465524240250489,True,1.0,15.91541969409528,0.8990124207032865,-0.32466513289434706,0.1794448740748228,3.109313017850817,top_win
LRBN-BP-stage3-gated,test_00028,ETTm1,PatchTST,96,2026,test,-2.094669635024185,True,1.0,12.148441899673829,0.0,0.11657432416797453,0.13032738864530896,5.583797536573605,top_win
LRBN-BP-stage3-gated,test_00000,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,4.393992187488687,0.0,-1.0412913242468496,0.2578523092689124,0.0,top_win
LRBN-BP-stage3-gated,test_00002,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,4.44948938674341,0.8598524378038875,-0.05122284287763068,0.20560396799235012,0.0,top_win
LRBN-BP-stage3-gated,test_00003,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,3.898784664818254,0.38939076145719176,-0.8486443604332976,0.45426235094032036,0.0,top_win
LRBN-BP-stage3-gated,test_00004,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,1.488436381440674,0.4800884537209612,0.493566041162695,0.5572814811822265,0.0,top_win
LRBN-BP-stage3-gated,test_00005,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,2.8759375794624598,0.26967320232773845,0.23700514051719568,0.315820958281212,0.0,top_win
LRBN-BP-stage3-gated,test_00007,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.344319732855558,0.20932107546797696,-2.4555927338019305,0.3183017938594095,0.0,top_win
LRBN-BP-stage3-gated,test_00008,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,2.874557200545501,0.8979214449418428,0.31698869288314424,0.47011759382012813,0.0,top_win
LRBN-BP-stage3-gated,test_00009,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.357264332248596,0.2666541087139504,0.0861608580965757,0.17504344387822354,0.0,top_win
LRBN-BP-stage3-gated,test_00010,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.8140104570438481,3.2756074844189453,0.40843233064876283,0.8750373127832716,0.0,top_win
LRBN-BP-stage3-gated,test_00011,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,10.234584941813086,0.0,-1.6009276247800877,0.28578564372038523,0.0,top_win
LRBN-BP-stage3-gated,test_00012,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,2.9665852559575887,0.21526916130425996,-1.599220373290223,0.3691163963954988,0.0,top_win
LRBN-BP-stage3-gated,test_00014,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.9108530180189346,3.587977205761447,0.5685578866490041,0.6666666666666666,0.0,top_win
LRBN-BP-stage3-gated,test_00015,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,1.2936745188364123,0.19228931938576868,-1.483697501963753,0.620866035453833,0.0,top_win
LRBN-BP-stage3-gated,test_00016,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,3.704318326969882,0.49938950275185784,0.15554747672312075,0.3573100741538981,0.0,top_win
LRBN-BP-stage3-gated,test_00017,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,4.114230293969535,0.3362278137178377,-0.12778092104386496,0.16665985669311253,0.0,top_win
LRBN-BP-stage3-gated,test_00018,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,1.114848760730678,1.6936018897288627,0.3741387477459329,0.6323264749441101,0.0,top_win
LRBN-BP-stage3-gated,test_00019,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.36849761650386786,0.5923553802992051,0.8992867595191152,0.6666666666666666,0.0,top_win
LRBN-BP-stage3-gated,test_00019,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.36849761650386786,0.5923553802992051,0.8992867595191152,0.6666666666666666,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00076,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.2053078899583071,0.5912706951824204,0.8333915335159818,0.6666666666666666,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00084,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.3073002244370123,0.6922579361603666,0.8704259368388522,0.6998815532573207,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00086,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,0.3204901518537786,0.32779818877091504,0.8381919638737065,0.7351772761564944,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00020,ETTm1,PatchTST,96,2026,test,-3.8983001270823197,True,1.0,7.445765249012378,0.0,-0.9681288272931743,0.12280669326978448,2.3249386844411815,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00066,ETTm1,PatchTST,96,2026,test,-2.465524240250489,True,1.0,15.91541969409528,0.8990124207032865,-0.32466513289434706,0.1794448740748228,3.109313017850817,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00028,ETTm1,PatchTST,96,2026,test,-2.094669635024185,True,1.0,12.148441899673829,0.0,0.11657432416797453,0.13032738864530896,5.583797536573605,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00007,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.344319732855558,0.20932107546797696,-2.4555927338019305,0.3183017938594095,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00009,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.357264332248596,0.2666541087139504,0.0861608580965757,0.17504344387822354,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00011,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,10.234584941813086,0.0,-1.6009276247800877,0.28578564372038523,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00022,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,6.739402815224135,1.6658222246930618,0.04527827273736729,0.11507459859071578,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00029,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.93547339635879,1.582484846965996,-0.26311921082476464,0.22174347916664813,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00031,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.918489017742067,0.9898303849395761,-0.6210659310614743,0.20818995841220247,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00035,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,7.260328678183142,1.827098425931612,-3.5322749015905837,0.3974348867938066,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00049,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,5.116878496966877,2.276526154549136,-0.49887086009529913,0.26226937294083047,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00052,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,10.33491025515589,1.1832724570982562,-0.27697371593070286,0.17545940731030726,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00054,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,4.807570629518812,0.3769211425001869,-0.5720684843686172,0.2390569415895051,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00057,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,5.838911542105537,0.6524063587384538,-0.15999927230880817,0.1561678174540101,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00059,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,9.064340429784854,0.0,-0.16598879615211648,0.2732721912263747,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00062,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,5.854989475657207,0.0,0.004530320389114162,0.16726410819799234,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00068,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,4.692795164560563,0.0,-0.3907508296448514,0.17927494799985091,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00070,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,5.028466258379936,0.24184172655839842,-0.04289938447753494,0.2299294963308327,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00074,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,8.378381566878565,1.4369324382973627,-0.11152084984841748,0.10484929148759188,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00078,ETTm1,PatchTST,96,2026,test,0.0,False,0.0,4.544053307957754,0.23301261526183306,-0.24964324135607519,0.17264698049272562,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00006,ETTm1,PatchTST,192,2026,test,0.526138390136671,True,1.0,1013864.0000000008,0.0,-0.3423785239331687,0.1517694405167588,-5.1261326940120515,top_harm
LRBN-BP-stage3-gated,test_00013,ETTm1,PatchTST,192,2026,test,0.12793132718049405,True,1.0,16.44733244674597,0.0,-0.8612139027376411,0.09042444620383217,0.7905176735243318,top_harm
LRBN-BP-stage3-gated,test_00080,ETTm1,PatchTST,192,2026,test,0.017478295248526843,True,1.0,98088.19999999985,0.0,0.20487186035185367,0.3333333333333333,-20.74246061337347,top_harm
LRBN-BP-stage3-gated,test_00055,ETTm1,PatchTST,192,2026,test,0.011880930323085015,True,1.0,680485.3,0.0,-1.7816441854704665,0.1202656240453475,0.6929147760089973,top_harm
LRBN-BP-stage3-gated,test_00000,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,8.400590451942014,0.0,-1.1903122596693305,0.13215813993062273,0.0,top_harm
LRBN-BP-stage3-gated,test_00001,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,9.04201248789191,1.343008239226007,-0.5992268833955416,0.19601549074494407,0.0,top_harm
LRBN-BP-stage3-gated,test_00002,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,5.646098210048995,0.9245328685381752,-0.8857419598873073,0.15661029494035253,0.0,top_harm
LRBN-BP-stage3-gated,test_00003,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.9587872131260737,0.7919844110625106,-0.712012036452139,0.7031772130503736,0.0,top_harm
LRBN-BP-stage3-gated,test_00004,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,2.102178807744563,0.24298965612936108,0.6535191976779403,0.49189871770159144,0.0,top_harm
LRBN-BP-stage3-gated,test_00005,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,1.9049753814955852,0.301240022219217,-1.6670366237823813,0.510677027929931,0.0,top_harm
LRBN-BP-stage3-gated,test_00007,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,10.882281648331162,0.9474055951210018,-0.9217789807419394,0.08850939887835695,0.0,top_harm
LRBN-BP-stage3-gated,test_00008,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,6.71043319063295,0.38709230887617535,-3.4706381350540934,0.21660564023163972,0.0,top_harm
LRBN-BP-stage3-gated,test_00010,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,8.563000627958637,1.2524600656499592,-1.6696864198573764,0.12309375244913646,0.0,top_harm
LRBN-BP-stage3-gated,test_00011,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,10.47005822552822,1.2011720665990813,-1.1829977937753169,0.09273252745875882,0.0,top_harm
LRBN-BP-stage3-gated,test_00012,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.24094688147971863,0.911942617937414,0.5271924295703754,0.6666666666666666,0.0,top_harm
LRBN-BP-stage3-gated,test_00014,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,6.344275124448521,0.699209979834824,0.14868994588500828,0.13918486277672543,0.0,top_harm
LRBN-BP-stage3-gated,test_00015,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.843981380317965,0.185594970116429,-0.4060959137747675,0.14639992308242344,0.0,top_harm
LRBN-BP-stage3-gated,test_00017,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.6813501229749575,0.0,-5.929919977396783,0.1533961813768857,0.0,top_harm
LRBN-BP-stage3-gated,test_00018,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.8886044120603337,0.813780903338015,-0.4011949103013335,0.5700704817530651,0.0,top_harm
LRBN-BP-stage3-gated,test_00019,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.914460540792804,0.9434041004580812,0.2671627319325286,0.3630394420340644,0.0,top_harm
LRBN-BP-stage3-gated,test_00009,ETTm1,PatchTST,192,2026,test,-1.6972868967853896,True,1.0,13.441347699177673,1.1391967799545664,-1.1547060729857455,0.0933539627354509,2.847990345612831,top_win
LRBN-BP-stage3-gated,test_00075,ETTm1,PatchTST,192,2026,test,-0.6137487576410019,True,1.0,11.134679644787301,1.7405911205102784,-1.4108916798904252,0.09549833461220257,3.273328479245571,top_win
LRBN-BP-stage3-gated,test_00016,ETTm1,PatchTST,192,2026,test,-0.1335367149277218,True,1.0,15.19292206270213,2.0090239196535804,-0.5998624279522018,0.08914975784835537,1.225553084484768,top_win
LRBN-BP-stage3-gated,test_00058,ETTm1,PatchTST,192,2026,test,-0.05280736944092279,True,1.0,21.50026922241902,0.0,-0.5100331181727382,0.07541213802594897,1.0534985147848042,top_win
LRBN-BP-stage3-gated,test_00000,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,8.400590451942014,0.0,-1.1903122596693305,0.13215813993062273,0.0,top_win
LRBN-BP-stage3-gated,test_00001,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,9.04201248789191,1.343008239226007,-0.5992268833955416,0.19601549074494407,0.0,top_win
LRBN-BP-stage3-gated,test_00002,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,5.646098210048995,0.9245328685381752,-0.8857419598873073,0.15661029494035253,0.0,top_win
LRBN-BP-stage3-gated,test_00003,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.9587872131260737,0.7919844110625106,-0.712012036452139,0.7031772130503736,0.0,top_win
LRBN-BP-stage3-gated,test_00004,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,2.102178807744563,0.24298965612936108,0.6535191976779403,0.49189871770159144,0.0,top_win
LRBN-BP-stage3-gated,test_00005,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,1.9049753814955852,0.301240022219217,-1.6670366237823813,0.510677027929931,0.0,top_win
LRBN-BP-stage3-gated,test_00007,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,10.882281648331162,0.9474055951210018,-0.9217789807419394,0.08850939887835695,0.0,top_win
LRBN-BP-stage3-gated,test_00008,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,6.71043319063295,0.38709230887617535,-3.4706381350540934,0.21660564023163972,0.0,top_win
LRBN-BP-stage3-gated,test_00010,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,8.563000627958637,1.2524600656499592,-1.6696864198573764,0.12309375244913646,0.0,top_win
LRBN-BP-stage3-gated,test_00011,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,10.47005822552822,1.2011720665990813,-1.1829977937753169,0.09273252745875882,0.0,top_win
LRBN-BP-stage3-gated,test_00012,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.24094688147971863,0.911942617937414,0.5271924295703754,0.6666666666666666,0.0,top_win
LRBN-BP-stage3-gated,test_00014,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,6.344275124448521,0.699209979834824,0.14868994588500828,0.13918486277672543,0.0,top_win
LRBN-BP-stage3-gated,test_00015,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.843981380317965,0.185594970116429,-0.4060959137747675,0.14639992308242344,0.0,top_win
LRBN-BP-stage3-gated,test_00017,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.6813501229749575,0.0,-5.929919977396783,0.1533961813768857,0.0,top_win
LRBN-BP-stage3-gated,test_00018,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.8886044120603337,0.813780903338015,-0.4011949103013335,0.5700704817530651,0.0,top_win
LRBN-BP-stage3-gated,test_00019,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.914460540792804,0.9434041004580812,0.2671627319325286,0.3630394420340644,0.0,top_win
LRBN-BP-stage3-gated,test_00023,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.521452700106416,0.0,0.7378623949561359,0.7483539651829089,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00029,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.1298718673551423,0.63132758472135,0.945322565446635,0.6666666666666666,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00033,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.19932713079128134,0.9617755186971522,0.9485239627864748,0.6666666666666666,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00070,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,0.25475715046506014,0.7053765916665329,0.823893479010949,1.0,0.0,low_gap_high_repair_harm
LRBN-BP-stage3-gated,test_00009,ETTm1,PatchTST,192,2026,test,-1.6972868967853896,True,1.0,13.441347699177673,1.1391967799545664,-1.1547060729857455,0.0933539627354509,2.847990345612831,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00075,ETTm1,PatchTST,192,2026,test,-0.6137487576410019,True,1.0,11.134679644787301,1.7405911205102784,-1.4108916798904252,0.09549833461220257,3.273328479245571,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00016,ETTm1,PatchTST,192,2026,test,-0.1335367149277218,True,1.0,15.19292206270213,2.0090239196535804,-0.5998624279522018,0.08914975784835537,1.225553084484768,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00058,ETTm1,PatchTST,192,2026,test,-0.05280736944092279,True,1.0,21.50026922241902,0.0,-0.5100331181727382,0.07541213802594897,1.0534985147848042,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00000,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,8.400590451942014,0.0,-1.1903122596693305,0.13215813993062273,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00001,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,9.04201248789191,1.343008239226007,-0.5992268833955416,0.19601549074494407,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00002,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,5.646098210048995,0.9245328685381752,-0.8857419598873073,0.15661029494035253,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00007,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,10.882281648331162,0.9474055951210018,-0.9217789807419394,0.08850939887835695,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00008,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,6.71043319063295,0.38709230887617535,-3.4706381350540934,0.21660564023163972,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00010,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,8.563000627958637,1.2524600656499592,-1.6696864198573764,0.12309375244913646,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00011,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,10.47005822552822,1.2011720665990813,-1.1829977937753169,0.09273252745875882,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00014,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,6.344275124448521,0.699209979834824,0.14868994588500828,0.13918486277672543,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00015,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.843981380317965,0.185594970116429,-0.4060959137747675,0.14639992308242344,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00017,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.6813501229749575,0.0,-5.929919977396783,0.1533961813768857,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00019,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.914460540792804,0.9434041004580812,0.2671627319325286,0.3630394420340644,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00028,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,9.64090925979281,1.3186778426153183,-1.179213725399598,0.1257615191338865,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00032,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,8.938957468926104,0.39527663811856756,-4.4086057921794,0.16177392199419446,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00034,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,4.606937858830091,1.3202885512329194,-3.7125796195970873,0.31490975083607475,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00037,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,5.14552042686913,1.319857270124059,-5.112061775808389,0.36138005537166223,0.0,high_gap_low_repair_win
LRBN-BP-stage3-gated,test_00039,ETTm1,PatchTST,192,2026,test,0.0,False,0.0,5.149955703992572,1.6364188889769562,-0.18909536688256368,0.10670508155494902,0.0,high_gap_low_repair_win
LRBN-BP-repair-gate,test_00040,ETTh1,DLinear,96,2026,test,0.7046316487067372,True,1.0,2.2654636436428857,0.7097791937802569,-0.8614624102863402,0.19223173528021364,-27.97683155599279,top_harm
LRBN-BP-repair-gate,test_00003,ETTh1,DLinear,96,2026,test,0.42249011381819557,True,1.0,4.080559156035937,0.8608428816252458,-0.02142446238426099,0.10917015481455873,-3.4415423645244023,top_harm
LRBN-BP-repair-gate,test_00004,ETTh1,DLinear,96,2026,test,0.38703499977216715,True,1.0,1.3659666430186128,1.14201749884295,-0.36234077489043703,0.3336854563962255,-39.84002044031609,top_harm
LRBN-BP-repair-gate,test_00008,ETTh1,DLinear,96,2026,test,0.3367246409773994,True,1.0,3.1747715171851496,0.09559543106682433,-0.10805396703704662,0.14070821612941853,-3.6484652394895405,top_harm
LRBN-BP-repair-gate,test_00029,ETTh1,DLinear,96,2026,test,0.14224980221068506,True,1.0,1.4253204232782406,0.9034814715678624,-35.90829107689192,0.39456677515710176,-53.00471884317843,top_harm
LRBN-BP-repair-gate,test_00018,ETTh1,DLinear,96,2026,test,0.14224111354617186,True,1.0,0.9388372047360889,0.8760235652241155,-1.6659171082316035,0.4214366598847923,-28.253870368440328,top_harm
LRBN-BP-repair-gate,test_00073,ETTh1,DLinear,96,2026,test,0.09745662686713352,True,1.0,1.4234342787352965,1.4538123662113631,-0.1383736310962107,0.327413275513387,-60.213487228360805,top_harm
LRBN-BP-repair-gate,test_00039,ETTh1,DLinear,96,2026,test,0.09385768865404387,True,1.0,1.9631683419641968,1.5637941500349208,-1.0101127751170123,0.21388088973236755,-3.588860865244958,top_harm
LRBN-BP-repair-gate,test_00001,ETTh1,DLinear,96,2026,test,0.088603475872016,True,0.3881460097295414,4.669413455881945,0.14116493239467334,0.18355633699746476,0.09554262654519234,-6.955229569546027,top_harm
LRBN-BP-repair-gate,test_00049,ETTh1,DLinear,96,2026,test,0.056989111131907855,True,1.0,0.9796250531095472,0.0,-2.751334460580544,0.38868805591844396,-4.7606838104642275,top_harm
LRBN-BP-repair-gate,test_00015,ETTh1,DLinear,96,2026,test,0.04866785289639397,True,0.37182103742521605,7.408712060484911,1.0551336353365537,0.18845377544608188,0.06628661766356046,-1.9912957890872747,top_harm
LRBN-BP-repair-gate,test_00072,ETTh1,DLinear,96,2026,test,0.046914716442575166,True,1.0,1.4267600187778053,0.1295304056615924,-3.72066710919687,0.28881330647310427,-4.887530220960276,top_harm
LRBN-BP-repair-gate,test_00006,ETTh1,DLinear,96,2026,test,0.03609709694024721,True,0.28927329628341014,3.050195891364872,0.0,0.2132182101850547,0.16646377147609184,-11.618819408407896,top_harm
LRBN-BP-repair-gate,test_00069,ETTh1,DLinear,96,2026,test,0.031001110236883678,True,1.0,5.55964186869317,3.5245340626212593,-0.2074916727988223,0.08102477107741625,0.7422381333377163,top_harm
LRBN-BP-repair-gate,test_00083,ETTh1,DLinear,96,2026,test,0.030980866150531527,True,1.0,3.4850242055160727,0.43601077175333397,-2.6094794730339137,0.14790055342866795,-0.819780182557687,top_harm
LRBN-BP-repair-gate,test_00070,ETTh1,DLinear,96,2026,test,0.024994519503861445,True,1.0,2.5222611371667076,0.18348188599897142,-0.3380982867066691,0.16491654650481444,0.5036412505941088,top_harm
LRBN-BP-repair-gate,test_00089,ETTh1,DLinear,96,2026,test,0.020252521433535176,True,1.0,5.5615940809411955,0.0,-0.4094447777635848,0.08231815980393041,0.6304319308825242,top_harm
LRBN-BP-repair-gate,test_00011,ETTh1,DLinear,96,2026,test,0.0,False,0.0,0.5722124940787244,4.928012128741679,0.6545072888274719,0.6666666666666666,0.0,top_harm
LRBN-BP-repair-gate,test_00013,ETTh1,DLinear,96,2026,test,0.0,False,0.0,0.5989907508901896,0.2506222965302658,0.5854546120466672,0.5384335865627784,0.0,top_harm
LRBN-BP-repair-gate,test_00014,ETTh1,DLinear,96,2026,test,0.0,False,0.0,0.9130098405722844,0.35970093153484,0.34840397710597326,0.4586213154699726,0.0,top_harm
LRBN-BP-repair-gate,test_00080,ETTh1,DLinear,96,2026,test,-1.0071996485743568,True,1.0,4.989112141112874,0.16965642694695232,-0.8145336083838199,0.09278577108677395,18.73352206165874,top_win
LRBN-BP-repair-gate,test_00076,ETTh1,DLinear,96,2026,test,-0.7999523949814851,True,0.24472450154370626,11.87280884479929,2.684836367100037,0.22658269831607158,0.05001968904243132,72.53756351260125,top_win
LRBN-BP-repair-gate,test_00081,ETTh1,DLinear,96,2026,test,-0.695775923347238,True,1.0,3.645906550016339,0.41763931438800606,-0.9537533760436738,0.12297830110331005,16.155531055511698,top_win
