variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,lrbn_equiv_rate,active_patch_ratio,edit_energy_ratio,mean_delta_norm,mean_accept_score,shrink,residual_cap,gate_quantile,score_threshold,mix_residual,patch_delta_rms,calibration_score,target_variant
H2H6 Learned Patch Teacher Hybrid,232,8.645304887955646,2.267138398918284,9.1261157455358,2.332075092367097,-0.48081085758015407,-5.268515877507907,-2.7845026681559903,0.23706896551724138,0.7629310344827587,0.3793103448275862,1.0,8,8,False,1.0,232,0.23706896551724138,0.25370709274194975,0.0,1.0,0.00019401088585432836,0.12950944710131687,1.3520536573735205,0.5,0.15,0.0,0.15739147480639548,0.5,2.422634426568258,49.30044963973347,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.789209852142452,2.2871456996307513,9.1261157455358,2.332075092367097,-0.33690589339334887,-3.691667982503783,-1.9265842978530907,0.2025862068965517,0.6594827586206896,0.3103448275862069,1.0,8,8,False,0.8620689655172413,200,0.235,0.177773470363461,0.13793103448275862,0.6513409961685823,0.00011329693020558344,0.09857364599695445,1.2785978336732713,0.5,0.15,0.5,0.634340770484882,0.5,2.422634426568258,34.32557339680656,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.933985223742305,2.308918602051166,9.1261157455358,2.332075092367097,-0.19213052179349716,-2.105282542323133,-0.9929564572095855,0.16379310344827586,0.46120689655172414,0.3103448275862069,1.0,8,8,False,0.625,145,0.2620689655172414,0.1013805644002037,0.375,0.3544061302681992,5.415964144179609e-05,0.06127009565729715,1.090468727808961,0.5,0.15,0.75,0.9277335064023025,0.5,2.422634426568258,28.929200216297556,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.41965738881442,2.237464699673322,9.1261157455358,2.332075092367097,-0.7064583567213822,-7.741062853523976,-4.0569187758037435,0.24568965517241378,0.7543103448275862,0.3793103448275862,1.0,8,8,False,1.0,232,0.24568965517241378,0.37277339519554803,0.0,1.0,0.000418626782206448,0.19097946752797682,1.3520536573735205,0.5,0.25,0.0,0.15739147480639548,0.5,2.422634426568258,48.379626801648435,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.608185200099813,2.263873313247912,9.1261157455358,2.332075092367097,-0.5179305454359884,-5.675257243168505,-2.924510409204204,0.21120689655172414,0.6508620689655172,0.3448275862068966,1.0,8,8,False,0.8620689655172413,200,0.245,0.2732938552722082,0.13793103448275862,0.6513409961685823,0.0002847157668883368,0.15541797978979166,1.2785978336732713,0.5,0.25,0.5,0.634340770484882,0.5,2.422634426568258,39.06612206717632,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.822587893186167,2.295649056006585,9.1261157455358,2.332075092367097,-0.3035278523496344,-3.325925952292647,-1.561958117195237,0.17672413793103448,0.4482758620689655,0.3103448275862069,1.0,8,8,False,0.625,145,0.2827586206896552,0.16016104414404986,0.375,0.3544061302681992,0.00014695840403411688,0.10078963441410506,1.090468727808961,0.5,0.25,0.75,0.9277335064023025,0.5,2.422634426568258,30.036143013224592,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.272704739552587,2.2193021719997783,9.1261157455358,2.332075092367097,-0.8534110059832133,-9.351305953636887,-4.835732788058687,0.2629310344827586,0.7370689655172413,0.3793103448275862,1.0,8,8,False,1.0,232,0.2629310344827586,0.45031517451930486,0.0,1.0,0.0006220679769105557,0.23465421919617208,1.3520536573735205,0.5,0.35,0.0,0.15739147480639548,0.5,2.422634426568258,49.872831977397595,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.466003972820866,2.246512669270198,9.1261157455358,2.332075092367097,-0.6601117727149348,-7.233217180206353,-3.6689394355289777,0.21982758620689655,0.6422413793103449,0.3448275862068966,1.0,8,8,False,0.8620689655172413,200,0.255,0.3483179219020064,0.13793103448275862,0.6513409961685823,0.000489982192337668,0.20312052894450283,1.2785978336732713,0.5,0.35,0.5,0.634340770484882,0.5,2.422634426568258,39.05988626806951,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.726004336356748,2.2842643617590537,9.1261157455358,2.332075092367097,-0.40011140917905214,-4.384246484451494,-2.0501368313359545,0.1810344827586207,0.44396551724137934,0.3103448275862069,1.0,8,8,False,0.625,145,0.2896551724137931,0.2111248130015023,0.375,0.3544061302681992,0.00027398178357714736,0.13741704487648052,1.090468727808961,0.5,0.35,0.75,0.9277335064023025,0.5,2.422634426568258,29.753684550031263,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.659451873009624,2.2673784976164515,9.1261157455358,2.332075092367097,-0.4666638725261781,-5.113499379438652,-2.7742071721865873,0.2413793103448276,0.7586206896551724,0.3793103448275862,1.0,8,8,False,1.0,232,0.2413793103448276,0.2462422229443501,0.0,0.9995210727969349,0.00015649357047314125,0.11590775701335987,1.6392270256462829,0.25,0.15,0.0,0.11181072386646021,0.75,1.700067891805621,50.23132820676825,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.757672148697392,2.283153550969806,9.1261157455358,2.332075092367097,-0.36844359683841055,-4.037244395184393,-2.0977686931109023,0.22413793103448276,0.6637931034482759,0.3103448275862069,1.0,8,8,False,0.8879310344827587,206,0.2524271844660194,0.19441481472301617,0.11206896551724138,0.6604406130268199,0.0001274162065844932,0.102237366349248,1.5731234873775606,0.25,0.15,0.5,0.6870173364630181,0.75,1.700067891805621,37.859307328953534,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.926443450360193,2.3076899911550437,9.1261157455358,2.332075092367097,-0.1996722951756098,-2.1879220089279388,-1.0456396188657133,0.17672413793103448,0.4698275862068966,0.3103448275862069,1.0,8,8,False,0.646551724137931,150,0.2733333333333333,0.10536009474717688,0.35344827586206895,0.3510536398467433,5.775993833301756e-05,0.06278213547664793,1.3543818945048496,0.25,0.15,0.75,1.11464022337077,0.75,1.700067891805621,31.1741469565893,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.50351040918029,2.2478663311942997,9.1261157455358,2.332075092367097,-0.6226053363555127,-6.8222379929582315,-3.6108940525682107,0.24568965517241378,0.7543103448275862,0.3793103448275862,1.0,8,8,False,1.0,232,0.24568965517241378,0.32852708569720285,0.0,0.9995210727969349,0.00027979374965535653,0.15606793444193934,1.6392270256462829,0.25,0.25,0.0,0.11181072386646021,0.75,1.700067891805621,49.29845166221418,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.59083081764543,2.262215087206843,9.1261157455358,2.332075092367097,-0.5352849278903705,-5.865419004417863,-2.995615582420357,0.23275862068965517,0.6551724137931034,0.3448275862068966,1.0,8,8,False,0.8879310344827587,206,0.2621359223300971,0.2824511566297367,0.11206896551724138,0.6604406130268199,0.00027360221090707144,0.1504769247004173,1.5731234873775606,0.25,0.25,0.5,0.6870173364630181,0.75,1.700067891805621,42.755270650754554,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.810433289985012,2.2935829864745987,9.1261157455358,2.332075092367097,-0.3156824555507895,-3.459110798143223,-1.6505517276621302,0.1810344827586207,0.46551724137931033,0.3103448275862069,1.0,8,8,False,0.646551724137931,150,0.28,0.16657460364043244,0.35344827586206895,0.3510536398467433,0.00015597194519122143,0.1030567843471219,1.3543818945048496,0.25,0.25,0.75,1.11464022337077,0.75,1.700067891805621,30.678820236339533,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.42213203612766,2.238767787440191,9.1261157455358,2.332075092367097,-0.7039837094081417,-7.713946746523695,-4.001042026142196,0.2543103448275862,0.7456896551724138,0.3793103448275862,1.0,8,8,False,1.0,232,0.2543103448275862,0.37146761025848624,0.0,0.9995210727969349,0.00036195044690289684,0.1777118620759236,1.6392270256462829,0.25,0.35,0.0,0.11181072386646021,0.75,1.700067891805621,49.95846704657974,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.500794075001417,2.2520150689088196,9.1261157455358,2.332075092367097,-0.6253216705343836,-6.85200239932383,-3.4329950770888655,0.23275862068965517,0.6551724137931034,0.3448275862068966,1.0,8,8,False,0.8879310344827587,206,0.2621359223300971,0.3299604003500901,0.11206896551724138,0.6604406130268199,0.00036898004996583077,0.1755658950860365,1.5731234873775606,0.25,0.35,0.5,0.6870173364630181,0.75,1.700067891805621,41.76868725584859,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.720716245390166,2.2832669286368494,9.1261157455358,2.332075092367097,-0.4053995001456351,-4.442191081125872,-2.092907028624705,0.1853448275862069,0.46120689655172414,0.3103448275862069,1.0,8,8,False,0.646551724137931,150,0.2866666666666667,0.21391515386867596,0.35344827586206895,0.3510536398467433,0.00025665634716681924,0.13246283267385206,1.3543818945048496,0.25,0.35,0.75,1.11464022337077,0.75,1.700067891805621,30.471602022322408,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.626106470346773,2.2615453471131,9.1261157455358,2.332075092367097,-0.5000092751890294,-5.478883772493543,-3.024334215583723,0.25,0.75,0.3793103448275862,1.0,8,8,False,1.0,232,0.25,0.2638374270303796,0.0,1.0,0.00020977515747213919,0.1336359436022871,1.6392270256462829,0.5,0.15,0.0,0.11181072386646021,0.75,1.700067891805621,51.41766795164439,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.756751732627695,2.2827979874983115,9.1261157455358,2.332075092367097,-0.36936401290810783,-4.047329913430624,-2.1130153492384762,0.2413793103448276,0.646551724137931,0.3448275862068966,1.0,8,8,False,0.8879310344827587,206,0.27184466019417475,0.19490048612888067,0.11206896551724138,0.6604406130268199,0.00013400766466564306,0.1049333251123139,1.5731234873775606,0.5,0.15,0.5,0.6870173364630181,0.75,1.700067891805621,46.12508387967283,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.92653190889846,2.3077120240605478,9.1261157455358,2.332075092367097,-0.19958383663734292,-2.18695271880894,-1.0446948420237623,0.17672413793103448,0.4698275862068966,0.3103448275862069,1.0,8,8,False,0.646551724137931,150,0.2733333333333333,0.10531341826677282,0.35344827586206895,0.3510536398467433,5.7864550415600285e-05,0.06284931402622697,1.3543818945048496,0.5,0.15,0.75,1.11464022337077,0.75,1.700067891805621,31.1751162467083,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.375678963168983,2.2260469828052476,9.1261157455358,2.332075092367097,-0.7504367823668187,-8.222959279380284,-4.546513508687144,0.2543103448275862,0.7456896551724138,0.3793103448275862,1.0,8,8,False,1.0,232,0.2543103448275862,0.3959792740519997,0.0,1.0,0.0004824052911734126,0.2032281041956839,1.6392270256462829,0.5,0.25,0.0,0.11181072386646021,0.75,1.700067891805621,49.449454513723154,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.54998623127491,2.2543585774128188,9.1261157455358,2.332075092367097,-0.5761295142608911,-6.312976184982269,-3.332504809789137,0.2543103448275862,0.6336206896551724,0.3793103448275862,1.0,8,8,False,0.8879310344827587,206,0.28640776699029125,0.30400341797937713,0.11206896551724138,0.6604406130268199,0.0003632633937133903,0.17267896822152232,1.5731234873775606,0.5,0.25,0.5,0.6870173364630181,0.75,1.700067891805621,51.35943760812117,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.810784611636807,2.2934598636747547,9.1261157455358,2.332075092367097,-0.31533113389899453,-3.4552611685614147,-1.6558312660320127,0.1810344827586207,0.46551724137931033,0.3103448275862069,1.0,8,8,False,0.646551724137931,150,0.28,0.16638922347796525,0.35344827586206895,0.3510536398467433,0.00016061457575531122,0.1046966463626458,1.3543818945048496,0.5,0.25,0.75,1.11464022337077,0.75,1.700067891805621,30.682669865921344,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.199082984543924,2.201657578052528,9.1261157455358,2.332075092367097,-0.927032760991877,-10.158021066405478,-5.592337664520027,0.2672413793103448,0.7327586206896551,0.3793103448275862,1.0,8,8,False,1.0,232,0.2672413793103448,0.4891628027110088,0.0,1.0,0.000764317023990625,0.2565300103586664,1.6392270256462829,0.5,0.35,0.0,0.11181072386646021,0.75,1.700067891805621,49.84197893359452,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.377831190595849,2.230728571423296,9.1261157455358,2.332075092367097,-0.7482845549399524,-8.19937610900947,-4.345765744891014,0.25,0.6379310344827587,0.3448275862068966,1.0,8,8,False,0.8879310344827587,206,0.2815533980582524,0.39484361882545627,0.11206896551724138,0.6604406130268199,0.0006662809068219557,0.23373893854520017,1.5731234873775606,0.5,0.35,0.5,0.6870173364630181,0.75,1.700067891805621,43.52476182202501,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.708555131296553,2.2806942251535802,9.1261157455358,2.332075092367097,-0.417560614239249,-4.575447270499064,-2.2032252375304937,0.1853448275862069,0.46120689655172414,0.3103448275862069,1.0,8,8,False,0.646551724137931,150,0.2866666666666667,0.22033214893555544,0.35344827586206895,0.3510536398467433,0.0003137704770326039,0.14631689488349825,1.3543818945048496,0.5,0.35,0.75,1.11464022337077,0.75,1.700067891805621,30.338345832949216,H2H6 Learned Patch Teacher Hybrid
H6-Safe Sparse Teacher Projector,232,9.110930175390369,2.3299119711549934,9.1261157455358,2.332075092367097,-0.01518557014543338,-0.1663968609670613,-0.09275521229604564,0.13793103448275862,0.28879310344827586,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.32323232323232326,0.008012894868091832,0.5948275862068966,0.3146551724137931,1.8834366288236984e-06,0.010989062861270223,0.5768230585772683,0.05,0.05,0.75,0.6362679574848628,0.0,4.2548526734082985,43.88976801712811,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.119808761065043,2.3311095790452034,9.1261157455358,2.332075092367097,-0.006306984470760032,-0.06910918773884693,-0.041401467770645545,0.11637931034482758,0.16810344827586207,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.4090909090909091,0.003327975374970399,0.7327586206896551,0.1489463601532567,6.696852536376416e-07,0.0063480996651507785,0.4799098674701755,0.05,0.05,0.9,0.7310159556561302,0.0,4.2548526734082985,29.903465344115496,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.122868231856259,2.3314351654072394,9.1261157455358,2.332075092367097,-0.0032475136795417836,-0.035584839887349264,-0.027440238061299145,0.05172413793103448,0.10344827586206896,0.1724137931034483,0.625,5,8,False,0.15517241379310345,36,0.3333333333333333,0.0017135995189936112,0.8577586206896551,0.07327586206896551,2.57587705071917e-07,0.0034427038459750596,0.38221951208803984,0.05,0.05,0.95,0.800900545793887,0.0,4.2548526734082985,4.791455450404909,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.125592254727213,2.3318729512694785,9.1261157455358,2.332075092367097,-0.0005234908085871058,-0.005736184184057488,-0.00866786397288658,0.008620689655172414,0.021551724137931036,0.034482758620689655,0.25,2,8,False,0.03017241379310345,7,0.2857142857142857,0.00027622781189300897,0.9698275862068966,0.02346743295019157,4.208657107174503e-08,0.0010417128833561426,0.27342585822595344,0.05,0.05,0.98,0.9868419270635993,0.0,4.2548526734082985,10.592394605980225,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.10852658530301,2.329528232324059,9.1261157455358,2.332075092367097,-0.017589160232789263,-0.19273435384731327,-0.1092100353223261,0.1336206896551724,0.29310344827586204,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.31313131313131315,0.009281185389390578,0.5862068965517241,0.3146551724137931,2.3470602471783147e-06,0.012632697399272667,0.5768230585772683,0.05,0.1,0.75,0.6362679574848628,0.0,4.2548526734082985,43.04951973964338,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.11834625099673,2.3308502403689695,9.1261157455358,2.332075092367097,-0.007769494539072763,-0.08513473581964846,-0.052521979111413354,0.10775862068965517,0.17672413793103448,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.3787878787878788,0.004099690846215965,0.7155172413793104,0.1489463601532567,9.261940190873038e-07,0.007760619167804193,0.4799098674701755,0.05,0.1,0.9,0.7310159556561302,0.0,4.2548526734082985,28.312564193966292,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.121962801738023,2.3312642010329885,9.1261157455358,2.332075092367097,-0.004152943797778194,-0.045506148607177895,-0.03477123585280989,0.05172413793103448,0.10344827586206896,0.1724137931034483,0.625,5,8,False,0.15517241379310345,36,0.3333333333333333,0.0021913633617963186,0.8448275862068966,0.07327586206896551,3.8894275748834306e-07,0.004501399526650485,0.38221951208803984,0.05,0.1,0.95,0.800900545793887,0.0,4.2548526734082985,4.249959847090656,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.125287159106552,2.331766005063392,9.1261157455358,2.332075092367097,-0.0008285864292479188,-0.009079289058391947,-0.013253745704481807,0.008620689655172414,0.021551724137931036,0.034482758620689655,0.25,2,8,False,0.03017241379310345,7,0.2857142857142857,0.00043721611260593893,0.9698275862068966,0.02346743295019157,7.976889572290717e-08,0.0016487471381402144,0.27342585822595344,0.05,0.1,0.98,0.9868419270635993,0.0,4.2548526734082985,10.584221852084502,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.108411145486762,2.3294965446608127,9.1261157455358,2.332075092367097,-0.017704600049038448,-0.19399929305409874,-0.11056881074143995,0.1336206896551724,0.29310344827586204,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.31313131313131315,0.009342098947613134,0.5862068965517241,0.3146551724137931,2.3585819422981913e-06,0.012943467806938103,0.5768230585772683,0.05,0.15,0.75,0.6362679574848628,0.0,4.2548526734082985,43.04642739368992,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.118230811180482,2.3308185527057237,9.1261157455358,2.332075092367097,-0.007884934355321952,-0.08639967502643393,-0.053880754530508154,0.10775862068965517,0.17672413793103448,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.3787878787878788,0.004160604404438523,0.7155172413793104,0.1489463601532567,9.377157142071804e-07,0.008073136820816897,0.4799098674701755,0.05,0.15,0.9,0.7310159556561302,0.0,4.2548526734082985,28.309471848012826,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.121849638673513,2.331233040966124,9.1261157455358,2.332075092367097,-0.004266106862287151,-0.04674614016044636,-0.03610738779889927,0.05172413793103448,0.10344827586206896,0.1724137931034483,0.625,5,8,False,0.15517241379310345,36,0.3333333333333333,0.0022510755576623425,0.8448275862068966,0.07327586206896551,4.0020118117594123e-07,0.004815898234526427,0.38221951208803984,0.05,0.15,0.95,0.800900545793887,0.0,4.2548526734082985,4.246928489661407,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.125176054690142,2.331735111150513,9.1261157455358,2.332075092367097,-0.0009396908456603887,-0.01029672284277894,-0.014578484896957577,0.008620689655172414,0.021551724137931036,0.034482758620689655,0.25,2,8,False,0.03017241379310345,7,0.2857142857142857,0.0004958420317889299,0.9698275862068966,0.02346743295019157,9.038274750692105e-08,0.001962936516829213,0.27342585822595344,0.05,0.15,0.98,0.9868419270635993,0.0,4.2548526734082985,10.581245640724626,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.108353097342906,2.3294788170431526,9.1261157455358,2.332075092367097,-0.017762648192894363,-0.19463535932162243,-0.11132897569676506,0.1336206896551724,0.29310344827586204,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.31313131313131315,0.009372728925253135,0.5862068965517241,0.3146551724137931,2.3654957034286442e-06,0.013164225769984047,0.5768230585772683,0.05,0.2,0.75,0.6362679574848628,0.0,4.2548526734082985,43.04487242809319,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.118172763036625,2.3308008250880636,9.1261157455358,2.332075092367097,-0.007942982499177865,-0.0870357412939576,-0.05464091948583328,0.10775862068965517,0.17672413793103448,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.3787878787878788,0.0041912343820785245,0.7155172413793104,0.1489463601532567,9.446294753376334e-07,0.008293894783862839,0.4799098674701755,0.05,0.2,0.9,0.7310159556561302,0.0,4.2548526734082985,28.307916882416105,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.121791590529659,2.331215313348464,9.1261157455358,2.332075092367097,-0.004324155006143063,-0.04738220642795057,-0.036867552754224396,0.05172413793103448,0.10344827586206896,0.1724137931034483,0.625,5,8,False,0.15517241379310345,36,0.3333333333333333,0.0022817055353023434,0.8448275862068966,0.07327586206896551,4.0711494230639414e-07,0.005036656197572368,0.38221951208803984,0.05,0.2,0.95,0.800900545793887,0.0,4.2548526734082985,4.245373524064703,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.125118006546284,2.331717383532853,9.1261157455358,2.332075092367097,-0.0009977389895163007,-0.010932789110322078,-0.0153386498522827,0.008620689655172414,0.021551724137931036,0.034482758620689655,0.25,2,8,False,0.03017241379310345,7,0.2857142857142857,0.0005264720094289311,0.9698275862068966,0.02346743295019157,9.729650863737394e-08,0.0021836944798751547,0.27342585822595344,0.05,0.2,0.98,0.9868419270635993,0.0,4.2548526734082985,10.579690675127882,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.108156218738662,2.3295662556410255,9.1261157455358,2.332075092367097,-0.01795952679713983,-0.19679266928259798,-0.10757958538836095,0.15086206896551724,0.27586206896551724,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.35353535353535354,0.009476614886892186,0.5732758620689655,0.3146551724137931,3.2660706337947757e-06,0.01420427117123369,0.5768230585772683,0.1,0.05,0.75,0.6362679574848628,0.0,4.2548526734082985,46.14304681514512,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.118997487716149,2.331020261014054,9.1261157455358,2.332075092367097,-0.007118257819653277,-0.07799876760640663,-0.04523144867729653,0.1206896551724138,0.16379310344827586,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.42424242424242425,0.003756055979893964,0.7155172413793104,0.1489463601532567,1.0565268155570164e-06,0.007817790399056758,0.4799098674701755,0.1,0.05,0.9,0.7310159556561302,0.0,4.2548526734082985,30.657595415065746,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.122568830047275,2.331374222649099,9.1261157455358,2.332075092367097,-0.0035469154885274133,-0.03886555445425296,-0.030053479722278852,0.05172413793103448,0.10344827586206896,0.1724137931034483,0.625,5,8,False,0.15517241379310345,36,0.3333333333333333,0.0018715833941950184,0.8448275862068966,0.07327586206896551,3.7809349348115975e-07,0.004060346076221315,0.38221951208803984,0.1,0.05,0.95,0.800900545793887,0.0,4.2548526734082985,4.266193840271621,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.125613484628326,2.331870828956536,9.1261157455358,2.332075092367097,-0.0005022609074751391,-0.005503556177989838,-0.008758869315730056,0.01293103448275862,0.017241379310344827,0.06896551724137931,0.25,2,8,False,0.03017241379310345,7,0.42857142857142855,0.0002650255347285041,0.9698275862068966,0.02346743295019157,5.444347827014589e-08,0.0011375420030536876,0.27342585822595344,0.1,0.05,0.98,0.9868419270635993,0.0,4.2548526734082985,10.592963302301227,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.096834073206393,2.3279479917060737,9.1261157455358,2.332075092367097,-0.029281672329406896,-0.3208558067176107,-0.17697117287665518,0.14224137931034483,0.28448275862068967,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.3333333333333333,0.015450915552749899,0.5732758620689655,0.3146551724137931,7.533746515294782e-06,0.021978125722540577,0.5768230585772683,0.1,0.1,0.75,0.6362679574848628,0.0,4.2548526734082985,44.28803051980334,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.113897642228334,2.3302142343731833,9.1261157455358,2.332075092367097,-0.012218103307467535,-0.13388065234713964,-0.0797940851915569,0.11637931034482758,0.16810344827586207,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.4090909090909091,0.006447066284150271,0.7155172413793104,0.1489463601532567,2.6787410145505598e-06,0.012696199330301684,0.4799098674701755,0.1,0.1,0.9,0.7310159556561302,0.0,4.2548526734082985,29.745121152231803,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.119769442356732,2.330820329441948,9.1261157455358,2.332075092367097,-0.006346303179071222,-0.06954002501248858,-0.053804567609145086,0.05172413793103448,0.10344827586206896,0.1724137931034483,0.625,5,8,False,0.15517241379310345,36,0.3333333333333333,0.0033487224837736515,0.8448275862068966,0.07327586206896551,1.030350820287661e-06,0.006885407691950245,0.38221951208803984,0.1,0.1,0.95,0.800900545793887,0.0,4.2548526734082985,4.191205197026026,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.125091438695202,2.3316735136611957,9.1261157455358,2.332075092367097,-0.0010243068405998879,-0.011223908046279884,-0.017219801604755697,0.008620689655172414,0.021551724137931036,0.034482758620689655,0.25,2,8,False,0.03017241379310345,7,0.2857142857142857,0.0005404909363157772,0.9698275862068966,0.02346743295019157,1.6834628428697838e-07,0.0020834257667124226,0.27342585822595344,0.1,0.1,0.98,0.9868419270635993,0.0,4.2548526734082985,10.57897898838532,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.092924973110904,2.327332796810899,9.1261157455358,2.332075092367097,-0.03319077242489962,-0.36369002228317787,-0.20335089343325483,0.13793103448275862,0.28879310344827586,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.32323232323232326,0.01751361111136549,0.5732758620689655,0.3146551724137931,9.161328659930264e-06,0.024594768072367032,0.5768230585772683,0.1,0.15,0.75,0.6362679574848628,0.0,4.2548526734082985,43.40745336851379,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.111676824619368,2.329822582632412,9.1261157455358,2.332075092367097,-0.0144389209164338,-0.1582154040471662,-0.09658821589402124,0.11206896551724138,0.1724137931034483,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.3939393939393939,0.007618914153636102,0.7155172413793104,0.1489463601532567,3.5223907759278395e-06,0.014833129497050953,0.4799098674701755,0.1,0.15,0.9,0.7310159556561302,0.0,4.2548526734082985,28.909768895481687,H6-Safe Sparse Teacher Projector
H6-Safe Sparse Teacher Projector,232,9.118434566994488,2.3305728780844865,9.1261157455358,2.332075092367097,-0.00768117854131546,-0.08416700759744142,-0.06441534756260144,0.05172413793103448,0.10344827586206896,0.1724137931034483,0.625,5,8,False,0.15517241379310345,36,0.3333333333333333,0.0040530895794592655,0.8448275862068966,0.07327586206896551,1.4335005973113029e-06,0.008360360251974964,0.38221951208803984,0.1,0.15,0.95,0.800900545793887,0.0,4.2548526734082985,4.155447201570504,H6-Safe Sparse Teacher Projector
