variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,lrbn_equiv_rate,active_patch_ratio,edit_energy_ratio,mean_delta_norm,mean_accept_score,shrink,residual_cap,gate_quantile,score_threshold,mix_residual,patch_delta_rms,calibration_score,target_variant
H6 Denoising Teacher Manifold Projector,232,9.052859576212724,2.3230789262454987,9.1261157455358,2.332075092367097,-0.07325616932307832,-0.8027091841196592,-0.3857579934911708,0.2025862068965517,0.4482758620689655,0.41379310344827586,1.0,8,8,False,0.6508620689655172,151,0.31125827814569534,0.03865472139690995,0.34913793103448276,0.5699233716475096,1.7336789483098597e-05,0.039253786059636,0.7065683994724969,0.1,0.35,0.5,0.5453277693362517,0.0,4.2548526734082985,53.972131932593726,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.092007121168043,2.3271308635634567,9.1261157455358,2.332075092367097,-0.03410862436775858,-0.3737474439447843,-0.21200984473536288,0.1336206896551724,0.29310344827586204,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.31313131313131315,0.017997929517073446,0.5732758620689655,0.3146551724137931,9.447655426208691e-06,0.02611160377457349,0.5768230585772683,0.1,0.35,0.75,0.6362679574848628,0.0,4.2548526734082985,42.60700432571542,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.110837921000632,2.3296295869012997,9.1261157455358,2.332075092367097,-0.01527782453516905,-0.1674077443725277,-0.10486392412127891,0.10775862068965517,0.17672413793103448,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.3787878787878788,0.008061574286710447,0.7155172413793104,0.1489463601532567,3.7641905138446444e-06,0.016370941802331073,0.4799098674701755,0.1,0.35,0.9,0.7310159556561302,0.0,4.2548526734082985,28.111434682198574,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.974120334506209,2.3179982857801407,9.1261157455358,2.332075092367097,-0.15199541102959288,-1.6654994863219137,-0.6036172065242809,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.08020266854312275,0.0,1.0,8.157212054624016e-05,0.08606426263696079,0.8380275031087101,0.25,0.1,0.0,0.21004817415199797,0.0,4.2548526734082985,93.24829361712636,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.031446335252141,2.320901706596171,9.1261157455358,2.332075092367097,-0.09466941028366137,-1.0373461483461213,-0.47911775052119926,0.22413793103448276,0.4267241379310345,0.4482758620689655,1.0,8,8,False,0.6508620689655172,151,0.3443708609271523,0.04995374059467567,0.34913793103448276,0.5699233716475096,3.425073359967421e-05,0.051642397325333496,0.7065683994724969,0.25,0.1,0.5,0.5453277693362517,0.0,4.2548526734082985,62.45024853036534,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.091628452971372,2.3273763334836954,9.1261157455358,2.332075092367097,-0.034487292564428826,-0.37789672504985006,-0.20148402933646703,0.15086206896551724,0.27586206896551724,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.35353535353535354,0.018197739495938222,0.5732758620689655,0.3146551724137931,1.4290105615503282e-05,0.02957111691864504,0.5768230585772683,0.25,0.1,0.75,0.6362679574848628,0.0,4.2548526734082985,45.700309021106484,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.112414743228383,2.330091806810604,9.1261157455358,2.332075092367097,-0.013701002307418138,-0.15012961345692635,-0.08504381160281316,0.1206896551724138,0.16379310344827586,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.42424242424242425,0.007229540282347563,0.7155172413793104,0.1489463601532567,4.555508441784298e-06,0.01615948120116188,0.4799098674701755,0.25,0.1,0.9,0.7310159556561302,0.0,4.2548526734082985,30.481260040141613,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.9112632019452,2.3115675156920146,9.1261157455358,2.332075092367097,-0.21485254359060277,-2.3542605566916395,-0.8793703364984721,0.3706896551724138,0.6293103448275862,0.4827586206896552,1.0,8,8,False,1.0,232,0.3706896551724138,0.11337018152402636,0.0,1.0,0.00014595191529956876,0.12004756751083172,0.8380275031087101,0.25,0.2,0.0,0.21004817415199797,0.0,4.2548526734082985,91.78367047779113,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.9834236662026,2.3154490962007044,9.1261157455358,2.332075092367097,-0.14269207933320008,-1.563557631258889,-0.7129271329862894,0.22413793103448276,0.4267241379310345,0.4482758620689655,1.0,8,8,False,0.6508620689655172,151,0.3443708609271523,0.07529362541255581,0.34913793103448276,0.5699233716475096,8.159621770117014e-05,0.0811206000962447,0.7065683994724969,0.25,0.2,0.5,0.5453277693362517,0.0,4.2548526734082985,61.163840502916166,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.068635306517248,2.3241168846224305,9.1261157455358,2.332075092367097,-0.0574804390185535,-0.6298456052750158,-0.3412500625125233,0.15086206896551724,0.27586206896551724,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.35353535353535354,0.030330419629712776,0.5732758620689655,0.3146551724137931,3.821224591959124e-05,0.04917898708050884,0.5768230585772683,0.25,0.2,0.75,0.6362679574848628,0.0,4.2548526734082985,45.08437973686809,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.102245716254593,2.3284826892059187,9.1261157455358,2.332075092367097,-0.023870029281207784,-0.2615573801672195,-0.15404320201918578,0.1206896551724138,0.16379310344827586,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.42424242424242425,0.012595380568316031,0.7155172413793104,0.1489463601532567,1.3039585644816073e-05,0.027804577029854262,0.4799098674701755,0.25,0.2,0.9,0.7310159556561302,0.0,4.2548526734082985,30.208857064852268,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.889623684666534,2.3087485494646476,9.1261157455358,2.332075092367097,-0.23649206086926908,-2.5913769582181074,-1.0002483573008762,0.3620689655172414,0.6379310344827587,0.4827586206896552,1.0,8,8,False,1.0,232,0.3620689655172414,0.12478859883003403,0.0,1.0,0.0001721781940809119,0.13265806719595205,0.8380275031087101,0.25,0.35,0.0,0.21004817415199797,0.0,4.2548526734082985,89.99482993833362,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.964144923959315,2.312834993302677,9.1261157455358,2.332075092367097,-0.16197082157648535,-1.7748056885892063,-0.8250205597963421,0.21551724137931033,0.4353448275862069,0.4482758620689655,1.0,8,8,False,0.6508620689655172,151,0.33112582781456956,0.08546634420447688,0.34913793103448276,0.5699233716475096,0.00010546219716663305,0.0936831531861639,0.7065683994724969,0.25,0.35,0.5,0.5453277693362517,0.0,4.2548526734082985,59.259677070031486,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.053927719593696,2.3218430896387936,9.1261157455358,2.332075092367097,-0.072188025942105,-0.7910049343644989,-0.4387509955368907,0.14655172413793102,0.2801724137931034,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.3434343434343434,0.038091099449639086,0.5732758620689655,0.3146551724137931,5.626096075781703e-05,0.06079232606517514,0.5768230585772683,0.25,0.35,0.75,0.6362679574848628,0.0,4.2548526734082985,43.9145379442153,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.094475765140283,2.3271596329780815,9.1261157455358,2.332075092367097,-0.03163998039551964,-0.34669711893940625,-0.21077620459248686,0.11637931034482758,0.16810344827586207,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.4090909090909091,0.01669531233333552,0.7155172413793104,0.1489463601532567,2.1393801262666456e-05,0.03642047584984413,0.4799098674701755,0.25,0.35,0.9,0.7310159556561302,0.0,4.2548526734082985,29.22485730416398,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.967650859180779,2.3175410800003093,9.1261157455358,2.332075092367097,-0.15846488635502384,-1.736389178045421,-0.623222311838739,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.08361638466559455,0.0,1.0,0.0001061377661347583,0.0952825092449046,0.8380275031087101,0.5,0.1,0.0,0.21004817415199797,0.0,4.2548526734082985,93.17740392540287,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.030821593174531,2.32094491509277,9.1261157455358,2.332075092367097,-0.09529415236127249,-1.0441917998187233,-0.4772649587069463,0.22413793103448276,0.4267241379310345,0.4482758620689655,1.0,8,8,False,0.6508620689655172,151,0.3443708609271523,0.05028339516408784,0.34913793103448276,0.5699233716475096,3.9209144677117234e-05,0.05487534579044294,0.7065683994724969,0.5,0.1,0.5,0.5453277693362517,0.0,4.2548526734082985,62.433513241810374,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.091206818508802,2.3273769374091744,9.1261157455358,2.332075092367097,-0.03490892702699973,-0.38251681177530006,-0.20145813285147193,0.15086206896551724,0.27586206896551724,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.35353535353535354,0.018420221272321246,0.5732758620689655,0.3146551724137931,1.673685948673617e-05,0.03176086606063368,0.5768230585772683,0.5,0.1,0.75,0.6362679574848628,0.0,4.2548526734082985,45.68901448108954,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.112421448853969,2.330159478002525,9.1261157455358,2.332075092367097,-0.013694296681832394,-0.15005613613354923,-0.08214205291363093,0.1206896551724138,0.16379310344827586,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.42424242424242425,0.007226001957982474,0.7155172413793104,0.1489463601532567,5.229114582068204e-06,0.017196682509845712,0.4799098674701755,0.5,0.1,0.9,0.7310159556561302,0.0,4.2548526734082985,30.481439667195946,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.867501623337898,2.3096546034615844,9.1261157455358,2.332075092367097,-0.25861412219790375,-2.8337808671890943,-0.961396521182172,0.3879310344827586,0.6120689655172413,0.4827586206896552,0.875,7,8,False,1.0,232,0.3879310344827586,0.136461637773859,0.0,1.0,0.00032628848218496095,0.17212852527392164,0.8380275031087101,0.5,0.2,0.0,0.21004817415199797,0.0,4.2548526734082985,94.40759844315573,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.955708242776826,2.3124635250417422,9.1261157455358,2.332075092367097,-0.1704075027589752,-1.867251164939559,-0.8409492175208626,0.22413793103448276,0.4267241379310345,0.4482758620689655,1.0,8,8,False,0.6508620689655172,151,0.3443708609271523,0.08991808613470854,0.34913793103448276,0.5699233716475096,0.00013700293439869703,0.10328479465066709,0.7065683994724969,0.5,0.2,0.5,0.5453277693362517,0.0,4.2548526734082985,60.71895573161217,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.065367396127922,2.3239228198163904,9.1261157455358,2.332075092367097,-0.060748349407879675,-0.6656539434208864,-0.34957161295672384,0.15086206896551724,0.27586206896551724,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.35353535353535354,0.03205478177991431,0.5732758620689655,0.3146551724137931,5.7160422462013216e-05,0.05914223383729015,0.5768230585772683,0.5,0.2,0.75,0.6362679574848628,0.0,4.2548526734082985,44.99684053421617,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.10139213026238,2.3285086558447285,9.1261157455358,2.332075092367097,-0.02472361527342013,-0.27091060354372887,-0.15292974564792783,0.1206896551724138,0.16379310344827586,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.42424242424242425,0.013045788076955424,0.7155172413793104,0.1489463601532567,1.8222033767137242e-05,0.03231896240232384,0.4799098674701755,0.5,0.2,0.9,0.7310159556561302,0.0,4.2548526734082985,30.18599161621658,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.788986000406325,2.303027937822425,9.1261157455358,2.332075092367097,-0.3371297451294764,-3.6941208522911433,-1.2455497044322723,0.3879310344827586,0.6120689655172413,0.4827586206896552,0.875,7,8,False,1.0,232,0.3879310344827586,0.17789158910450606,0.0,1.0,0.0005428885330168465,0.23052406499943712,0.8380275031087101,0.5,0.35,0.0,0.21004817415199797,0.0,4.2548526734082985,93.54725845805368,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,8.895188535984994,2.306756382190155,9.1261157455358,2.332075092367097,-0.23092720955080615,-2.5303997421984095,-1.0856730193312882,0.22844827586206898,0.4224137931034483,0.4827586206896552,0.875,7,8,False,0.6508620689655172,151,0.3509933774834437,0.12185222119360956,0.34913793103448276,0.5699233716475096,0.00029240786620320395,0.1529811971340606,0.7065683994724969,0.5,0.35,0.5,0.5453277693362517,0.0,4.2548526734082985,66.00408301642229,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.039466492386591,2.3206166391904883,9.1261157455358,2.332075092367097,-0.08664925314921061,-0.9494647610255117,-0.4913415166166108,0.15517241379310345,0.27155172413793105,0.41379310344827586,0.75,6,8,False,0.4267241379310345,99,0.36363636363636365,0.045721783853607485,0.5732758620689655,0.3146551724137931,0.00013102807887635748,0.09070831124907805,0.5768230585772683,0.5,0.35,0.75,0.6362679574848628,0.0,4.2548526734082985,45.078881723366266,H6 Denoising Teacher Manifold Projector
H6 Denoising Teacher Manifold Projector,232,9.08926529396071,2.3266317040491247,9.1261157455358,2.332075092367097,-0.03685045157509163,-0.40379119180839107,-0.23341393733192364,0.1206896551724138,0.16379310344827586,0.3448275862068966,0.625,5,8,False,0.28448275862068967,66,0.42424242424242425,0.019444695950498435,0.7155172413793104,0.1489463601532567,4.379041562778317e-05,0.05075031486801711,0.4799098674701755,0.5,0.35,0.9,0.7310159556561302,0.0,4.2548526734082985,29.861143791745626,H6 Denoising Teacher Manifold Projector
H2H6 Learned Patch Teacher Hybrid,232,8.783448695233576,2.291409160555339,9.1261157455358,2.332075092367097,-0.34266705030222533,-3.7547962296486,-1.7437659606451574,0.3017241379310345,0.6982758620689655,0.41379310344827586,1.0,8,8,False,1.0,232,0.3017241379310345,0.18081343160214328,0.0,1.0,0.00011581713090521801,0.10339965150623982,1.0680793036907215,0.25,0.15,0.0,0.18528234386910097,0.25,3.3076181324750884,67.62451411517898,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.880037828789568,2.303203121778963,9.1261157455358,2.332075092367097,-0.2460779167462323,-2.6964145901498586,-1.238037769831205,0.22844827586206898,0.5732758620689655,0.3793103448275862,1.0,8,8,False,0.8017241379310345,186,0.2849462365591398,0.12984672010089623,0.20689655172413793,0.6202107279693486,6.91096458053308e-05,0.07694287171330062,0.9751610611976662,0.25,0.15,0.5,0.5986774673319328,0.25,3.3076181324750884,50.320826789160485,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.966650990627825,2.313377033931407,9.1261157455358,2.332075092367097,-0.15946475490797618,-1.7473453019839946,-0.8017777136212857,0.14224137931034483,0.43103448275862066,0.27586206896551724,1.0,8,8,False,0.5732758620689655,133,0.24812030075187969,0.08414398037125381,0.43103448275862066,0.3472222222222222,3.546584460395995e-05,0.05121316220191688,0.8206100150059255,0.25,0.15,0.75,0.755084332841744,0.25,3.3076181324750884,20.23541331870566,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.699951948076835,2.2821487614861753,9.1261157455358,2.332075092367097,-0.4261637974589664,-4.669717203624764,-2.140854333132145,0.3017241379310345,0.6982758620689655,0.41379310344827586,1.0,8,8,False,1.0,232,0.3017241379310345,0.22487174817419567,0.0,1.0,0.00016367087767372936,0.12555781885014788,1.0680793036907215,0.25,0.25,0.0,0.18528234386910097,0.25,3.3076181324750884,66.70959314120282,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.798659898993598,2.294087899008433,9.1261157455358,2.332075092367097,-0.3274558465422032,-3.5881184867019797,-1.6289009440607953,0.22413793103448276,0.5775862068965517,0.3793103448275862,1.0,8,8,False,0.8017241379310345,186,0.27956989247311825,0.17278701077112602,0.20689655172413793,0.6202107279693486,0.00011537375480550752,0.09974185362601747,0.9751610611976662,0.25,0.25,0.5,0.5986774673319328,0.25,3.3076181324750884,48.653260823642846,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.89766424116139,2.3057019616108376,9.1261157455358,2.332075092367097,-0.22845150437441217,-2.5032720435946065,-1.130886853922088,0.14224137931034483,0.43103448275862066,0.27586206896551724,1.0,8,8,False,0.5732758620689655,133,0.24812030075187969,0.12054587805911741,0.43103448275862066,0.3472222222222222,7.103018879965208e-05,0.0719309034224468,0.8206100150059255,0.25,0.25,0.75,0.755084332841744,0.25,3.3076181324750884,19.479486577095052,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.672844392283656,2.279363674663394,9.1261157455358,2.332075092367097,-0.4532713532521467,-4.966749988648735,-2.2602795960644717,0.3017241379310345,0.6982758620689655,0.41379310344827586,1.0,8,8,False,1.0,232,0.3017241379310345,0.23917545838207396,0.0,1.0,0.00017892147181373531,0.1330996090829066,1.0680793036907215,0.25,0.35,0.0,0.18528234386910097,0.25,3.3076181324750884,66.41256035617886,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.770672061456182,2.2912022406375447,9.1261157455358,2.332075092367097,-0.3554436840796205,-3.8947970155212057,-1.7526387416968603,0.21982758620689655,0.5818965517241379,0.3793103448275862,1.0,8,8,False,0.8017241379310345,186,0.27419354838709675,0.187555214903389,0.20689655172413793,0.6202107279693486,0.00013128479882102383,0.10762587571642054,0.9751610611976662,0.25,0.35,0.5,0.5986774673319328,0.25,3.3076181324750884,47.570720225858096,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.87046510251024,2.302966656056491,9.1261157455358,2.332075092367097,-0.25565064302556206,-2.8013083536715615,-1.248177482837523,0.14224137931034483,0.43103448275862066,0.27586206896551724,1.0,8,8,False,0.5732758620689655,133,0.24812030075187969,0.13489791334176088,0.43103448275862066,0.3472222222222222,8.648484371458938e-05,0.08017892175956742,0.8206100150059255,0.25,0.35,0.75,0.755084332841744,0.25,3.3076181324750884,19.181450267018093,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.742559702023247,2.286529277922932,9.1261157455358,2.332075092367097,-0.383556043512555,-4.202840001014596,-1.953016624461852,0.3146551724137931,0.6853448275862069,0.41379310344827586,1.0,8,8,False,1.0,232,0.3146551724137931,0.202389124889828,0.0,1.0,0.000189744592716372,0.12893911824834375,1.0680793036907215,0.5,0.15,0.0,0.18528234386910097,0.25,3.3076181324750884,69.50405655070955,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.864674500677015,2.3014599585399766,9.1261157455358,2.332075092367097,-0.2614412448587858,-2.864759245467579,-1.3127850726610673,0.22844827586206898,0.5732758620689655,0.3793103448275862,1.0,8,8,False,0.8017241379310345,186,0.2849462365591398,0.13795341163838262,0.2025862068965517,0.6206896551724138,8.802430295422588e-05,0.087197404087551,0.9751610611976662,0.5,0.15,0.5,0.5986774673319328,0.25,3.3076181324750884,50.15248213384277,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.960200610845915,2.3124666700135066,9.1261157455358,2.332075092367097,-0.16591513468988894,-1.8180257530619601,-0.840814360296018,0.14655172413793102,0.4267241379310345,0.27586206896551724,1.0,8,8,False,0.5732758620689655,133,0.2556390977443609,0.087547620442501,0.4267241379310345,0.34770114942528735,4.122702363191659e-05,0.05560845821578433,0.8206100150059255,0.5,0.15,0.75,0.755084332841744,0.25,3.3076181324750884,20.94059493659321,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.566122037531779,2.2654920881365856,9.1261157455358,2.332075092367097,-0.5599937080040236,-6.136167050744847,-2.8550969118845546,0.3103448275862069,0.6896551724137931,0.41379310344827586,1.0,8,8,False,1.0,232,0.3103448275862069,0.2954891167111393,0.0,1.0,0.0003824450702122283,0.18623004458108972,1.0680793036907215,0.5,0.25,0.0,0.18528234386910097,0.25,3.3076181324750884,66.79486743201377,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.728695432507656,2.2854957400051785,9.1261157455358,2.332075092367097,-0.39742031302814546,-4.354758625399567,-1.9973350049764618,0.22844827586206898,0.5732758620689655,0.3793103448275862,1.0,8,8,False,0.8017241379310345,186,0.2849462365591398,0.20970481557429826,0.2025862068965517,0.6206896551724138,0.00020868633261996887,0.13392775463924514,0.9751610611976662,0.5,0.25,0.5,0.5986774673319328,0.25,3.3076181324750884,48.66248275391078,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.867491857410394,2.301685811107046,9.1261157455358,2.332075092367097,-0.2586238881254056,-2.833887877967445,-1.303100454578225,0.14655172413793102,0.4267241379310345,0.27586206896551724,1.0,8,8,False,0.5732758620689655,133,0.2556390977443609,0.13646679091263564,0.4267241379310345,0.34770114942528735,0.00010379259727923312,0.08788741532787399,0.8206100150059255,0.5,0.25,0.75,0.755084332841744,0.25,3.3076181324750884,19.924732811687726,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.456368412202652,2.253173952575678,9.1261157455358,2.332075092367097,-0.6697473333331488,-7.3387994550352635,-3.383301837549441,0.31896551724137934,0.6810344827586207,0.4482758620689655,1.0,8,8,False,1.0,232,0.31896551724137934,0.353402270628425,0.0,1.0,0.0005307180620397382,0.22287254784400867,1.0680793036907215,0.5,0.35,0.0,0.18528234386910097,0.25,3.3076181324750884,72.31637295875785,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.62520695213951,2.2736393772027554,9.1261157455358,2.332075092367097,-0.5009087933962898,-5.4887403010688764,-2.505738992068844,0.23275862068965517,0.5689655172413793,0.3793103448275862,1.0,8,8,False,0.8017241379310345,186,0.2903225806451613,0.2643120713642889,0.2025862068965517,0.6206896551724138,0.00033919967508543475,0.1703246919829757,0.9751610611976662,0.5,0.35,0.5,0.5986774673319328,0.25,3.3076181324750884,48.304363147206985,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.788835400235621,2.292737531915405,9.1261157455358,2.332075092367097,-0.33728034530017886,-3.6957710633419136,-1.6868050437897144,0.15948275862068967,0.41379310344827586,0.27586206896551724,1.0,8,8,False,0.5732758620689655,133,0.2781954887218045,0.17797105555347031,0.4267241379310345,0.34770114942528735,0.00018246786984256997,0.11573254526794953,0.8206100150059255,0.5,0.35,0.75,0.755084332841744,0.25,3.3076181324750884,21.390435833209814,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.69569457416046,2.2755384704470427,9.1261157455358,2.332075092367097,-0.43042117137534236,-4.71636765196905,-2.4243053691825285,0.23706896551724138,0.7629310344827587,0.3793103448275862,1.0,8,8,False,1.0,232,0.23706896551724138,0.22711821566138027,0.0,1.0,0.00013140093036068232,0.10738346545635233,1.3520536573735205,0.25,0.15,0.0,0.15739147480639548,0.5,2.422634426568258,49.85259786527233,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.802754451756162,2.2902793813282423,9.1261157455358,2.332075092367097,-0.3233612937796403,-3.543252161616421,-1.79221119407482,0.1939655172413793,0.6681034482758621,0.27586206896551724,1.0,8,8,False,0.8620689655172413,200,0.225,0.17062645831876133,0.13793103448275862,0.6513409961685823,9.660750843743769e-05,0.09032081662927154,1.2785978336732713,0.25,0.15,0.5,0.634340770484882,0.5,2.422634426568258,27.749851286659442,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.935281114614398,2.3091926998373027,9.1261157455358,2.332075092367097,-0.19083463092140535,-2.0910827347948624,-0.981203071314834,0.15948275862068967,0.46551724137931033,0.3103448275862069,1.0,8,8,False,0.625,145,0.25517241379310346,0.10069676805807465,0.375,0.3544061302681992,5.182906460218651e-05,0.059785869082273534,1.090468727808961,0.25,0.15,0.75,0.9277335064023025,0.5,2.422634426568258,28.16753795486031,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.577693356494194,2.2618743245418784,9.1261157455358,2.332075092367097,-0.5484223890416077,-6.009373579432624,-3.0102275760314825,0.23275862068965517,0.7672413793103449,0.3448275862068966,1.0,8,8,False,1.0,232,0.23275862068965517,0.2893833359308978,0.0,1.0,0.00021012035580703051,0.13767971487529923,1.3520536573735205,0.25,0.25,0.0,0.15739147480639548,0.5,2.422634426568258,42.61131607573979,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.6776878789939,2.275821033385768,9.1261157455358,2.332075092367097,-0.4484278665419,-4.913677171691458,-2.4121889952956628,0.1939655172413793,0.6681034482758621,0.2413793103448276,1.0,8,8,False,0.8620689655172413,200,0.225,0.23661971964901904,0.13793103448275862,0.6513409961685823,0.00018413042486724516,0.12483342485779282,1.2785978336732713,0.25,0.25,0.5,0.634340770484882,0.5,2.422634426568258,21.20701248348096,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.837022837686527,2.2979543825514197,9.1261157455358,2.332075092367097,-0.2890929078492726,-3.1677541200801955,-1.4631051024490753,0.16810344827586207,0.45689655172413796,0.3103448275862069,1.0,8,8,False,0.625,145,0.2689655172413793,0.15254422820626154,0.375,0.3544061302681992,0.00012065820912600676,0.09140782609296108,1.090468727808961,0.25,0.25,0.75,0.9277335064023025,0.5,2.422634426568258,28.642590707506013,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.520611490293682,2.2559648811911974,9.1261157455358,2.332075092367097,-0.6055042552421184,-6.634851797434485,-3.2636260769923995,0.23706896551724138,0.7629310344827587,0.3448275862068966,1.0,8,8,False,1.0,232,0.23706896551724138,0.3195034426084021,0.0,1.0,0.0002503787476365927,0.1510991993420402,1.3520536573735205,0.25,0.35,0.0,0.15739147480639548,0.5,2.422634426568258,42.76169992670345,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.615018351826484,2.269243402333848,9.1261157455358,2.332075092367097,-0.5110973937093183,-5.600382543902,-2.6942395624169233,0.1939655172413793,0.6681034482758621,0.2413793103448276,1.0,8,8,False,0.8620689655172413,200,0.225,0.2696882398175923,0.13793103448275862,0.6513409961685823,0.0002295384764258126,0.1399952907799968,1.2785978336732713,0.25,0.35,0.5,0.634340770484882,0.5,2.422634426568258,20.520307111270412,H2H6 Learned Patch Teacher Hybrid
H2H6 Learned Patch Teacher Hybrid,232,8.775580964082392,2.2915394574579833,9.1261157455358,2.332075092367097,-0.35053478145341055,-3.8410073994599268,-1.7381787948411078,0.16810344827586207,0.45689655172413796,0.3103448275862069,1.0,8,8,False,0.625,145,0.2689655172413793,0.1849649584767412,0.375,0.3544061302681992,0.00016900442994466597,0.10860551491182073,1.090468727808961,0.25,0.35,0.75,0.9277335064023025,0.5,2.422634426568258,27.96933742812628,H2H6 Learned Patch Teacher Hybrid
