variant,dataset,backbone,horizon,seed,n,mse,mae,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,coverage
Sparse-Residual-Simplex-CGA,ETTh1,PatchTST,96,2026,96,5.715709256560697,1.8384327190157468,-1.5260666675670878,-0.80615009320688,0.041666666666666664,0.9583333333333334,1.0
Sparse-Residual-Simplex-CGA,ETTh1,PatchTST,192,2026,96,7.146946213641627,2.079785757621845,-1.316841203941624,-0.701390278613963,0.125,0.875,1.0
Sparse-Residual-Simplex-CGA,ETTm1,DLinear,96,2026,96,2.8164773105599905,1.2683026364046883,-0.04489526104482674,-0.44714899470314773,0.4166666666666667,0.5729166666666666,0.9895833333333334
Sparse-Residual-Simplex-CGA,ETTm1,DLinear,192,2026,96,4.00717738064223,1.533432075633198,0.3123901829705256,-0.3005615986824714,0.4791666666666667,0.5208333333333334,1.0
Sparse-Residual-Simplex-CGA,ETTm1,PatchTST,96,2026,96,2.9729847177118045,1.3176405136835418,-1.3336044693512188,-0.7148227954411412,0.08333333333333333,0.9166666666666666,1.0
Sparse-Residual-Simplex-CGA,ETTm1,PatchTST,192,2026,96,4.174500083578728,1.5756739853038273,-0.961166238217577,-0.5384304871596977,0.10416666666666667,0.8958333333333334,1.0
NoHarm-Selective-CGA,ETTh1,DLinear,96,2026,96,5.222673686426144,1.7524213252122915,-1.3606904650221205,-0.8030749469837143,0.14583333333333334,0.8541666666666666,1.0
NoHarm-Selective-CGA,ETTh1,DLinear,192,2026,96,6.7399083770698995,2.006864656761063,-0.46385223920071617,-0.6234602259559471,0.4166666666666667,0.5833333333333334,1.0
NoHarm-Selective-CGA,ETTh1,PatchTST,96,2026,96,5.714559169062976,1.838373973994283,-1.5458811182844518,-0.8093197195684418,0.052083333333333336,0.9479166666666666,1.0
NoHarm-Selective-CGA,ETTh1,PatchTST,192,2026,96,7.145299747236751,2.07980935798957,-1.3395751801883249,-0.7002634877009339,0.16666666666666666,0.8333333333333334,1.0
NoHarm-Selective-CGA,ETTm1,DLinear,96,2026,96,2.815929856484161,1.2682461984741435,-0.06432408054564248,-0.45157897591189017,0.4166666666666667,0.5729166666666666,0.9895833333333334
NoHarm-Selective-CGA,ETTm1,DLinear,192,2026,96,4.0067948780187,1.533429119590078,0.30281492620570155,-0.30075379228642785,0.4791666666666667,0.5208333333333334,1.0
NoHarm-Selective-CGA,ETTm1,PatchTST,96,2026,96,2.972514032685797,1.3176164669809918,-1.349225402251923,-0.7166347320664622,0.10416666666666667,0.8958333333333334,1.0
NoHarm-Selective-CGA,ETTm1,PatchTST,192,2026,96,4.174003910913843,1.575613112770953,-0.972937794325645,-0.5422729556385513,0.10416666666666667,0.8958333333333334,1.0
LambdaVeto-CGA,ETTh1,DLinear,96,2026,96,5.221407605046914,1.7521390848210012,-1.3846026219596252,-0.8190513439718099,0.13541666666666666,0.8645833333333334,1.0
LambdaVeto-CGA,ETTh1,DLinear,192,2026,96,6.727525468231988,2.0051440148895607,-0.6467252061632063,-0.7086634976126281,0.3854166666666667,0.6145833333333334,1.0
LambdaVeto-CGA,ETTh1,PatchTST,96,2026,96,5.718613762098699,1.8382770556564063,-1.476025968963631,-0.8145490123833641,0.041666666666666664,0.9583333333333334,1.0
LambdaVeto-CGA,ETTh1,PatchTST,192,2026,96,7.15698556472838,2.0816386803743114,-1.1782204774799858,-0.6129231604590839,0.125,0.875,1.0
LambdaVeto-CGA,ETTm1,DLinear,96,2026,96,2.7732828727000487,1.2617364803901976,-1.577840166694676,-0.9625461305848262,0.28125,0.6979166666666666,0.9791666666666666
LambdaVeto-CGA,ETTm1,DLinear,192,2026,96,3.992307158865175,1.5310022830147816,-0.05985874528772339,-0.45853987614088093,0.4583333333333333,0.5208333333333334,0.9791666666666666
LambdaVeto-CGA,ETTm1,PatchTST,96,2026,96,2.984216320635723,1.3200477042141396,-0.9608538910502519,-0.5334392282999274,0.11458333333333333,0.8854166666666666,1.0
LambdaVeto-CGA,ETTm1,PatchTST,192,2026,96,4.187125344674232,1.5779621543516236,-0.661635490389805,-0.3939939568350127,0.125,0.84375,0.96875
