variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,accept_precision,selected_nonharm_rate,mean_expected_harm,mean_accept_score,tau_leave,tau_family_gain,tau_family_harm,tau_candidate_gain,tau_candidate_harm,beta_harm,lambda_existing,lambda_smoothing,lambda_residual,lambda_memory,calibration_score,target_variant,tau_select,tau_harm,lam,residual_cap,top_k_family,top_k_candidate,mix_temp,max_coverage,uncertainty_beta,retrieval_weight,calibration_feasible_safe,calibration_feasible_balanced
Two-stage Cost-Sensitive Router,232,9.108709823972374,2.330359198063446,9.1261157455358,2.332075092367097,-0.017405921563427157,-0.1907265043495458,-0.07357800363759218,0.0,0.07758620689655173,0.0,0.25,2,8,False,0.25,58,0.0,0.00918449674488755,0.3103448275862069,1.0,0.012819341304696762,0.01034353448733153,0.5,,,,,2.5,,,,,1.225583560752703,Two-stage Cost-Sensitive Router,-0.05,0.2,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.10413914094577,2.3299910960511947,9.1261157455358,2.332075092367097,-0.021976604590031035,-0.24081005740804098,-0.0893623157241896,0.0,0.06896551724137931,0.0,0.25,2,8,False,0.2543103448275862,59,0.0,0.011596286504296905,0.2711864406779661,1.0,0.012837698053911953,0.019947440552407297,0.5,,,,,1.5,,,,,1.1272642125060208,Two-stage Cost-Sensitive Router,-0.05,0.2,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.101932571717812,2.3296857519592566,9.1261157455358,2.332075092367097,-0.024183173817990847,-0.2649886815573103,-0.10245555151355693,0.0,0.07758620689655173,0.0,0.25,2,8,False,0.25,58,0.0,0.012760616000883214,0.3103448275862069,1.0,0.012819341304696762,0.01034353448733153,0.5,,,,,2.5,,,,,1.0797989984250254,Two-stage Cost-Sensitive Router,-0.05,0.2,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.115685746506438,2.331085430148765,9.1261157455358,2.332075092367097,-0.010429999029362277,-0.11428738478400154,-0.042436978866065435,0.0,0.06896551724137931,0.0,0.25,2,8,False,0.06896551724137931,16,0.0,0.005503546122811358,1.0,1.0,0.009075822503723118,0.019082102534640644,0.5,,,,,1.5,,,,,1.3756416927597712,Two-stage Cost-Sensitive Router,0.05,0.2,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.116581817380055,2.331158464863595,9.1261157455358,2.332075092367097,-0.009533928155745513,-0.10446863058867306,-0.039305230889511,0.0,0.05603448275862069,0.0,0.25,2,8,False,0.05603448275862069,13,0.0,0.005030720826435538,1.0,1.0,0.006692244177642841,0.011822098893753933,0.5,,,,,2.5,,,,,1.3949169528826162,Two-stage Cost-Sensitive Router,0.05,0.2,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.110300716540376,2.3305764520629566,9.1261157455358,2.332075092367097,-0.015815028995425764,-0.1732941967762289,-0.0642620944162326,0.0,0.06896551724137931,0.0,0.25,2,8,False,0.06896551724137931,16,0.0,0.008345038313512335,1.0,1.0,0.009075822503723118,0.019082102534640644,0.5,,,,,1.5,,,,,1.2598050369535243,Two-stage Cost-Sensitive Router,0.05,0.2,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.111675825292211,2.3306779654976904,9.1261157455358,2.332075092367097,-0.014439920243591906,-0.15822635423871434,-0.05990917136368131,0.0,0.05603448275862069,0.0,0.25,2,8,False,0.05603448275862069,13,0.0,0.007619441463666614,1.0,1.0,0.006692244177642841,0.011822098893753933,0.5,,,,,2.5,,,,,1.2893848164879536,Two-stage Cost-Sensitive Router,0.05,0.2,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.10413914094577,2.3299910960511947,9.1261157455358,2.332075092367097,-0.021976604590031035,-0.24081005740804098,-0.0893623157241896,0.0,0.06896551724137931,0.0,0.25,2,8,False,0.06896551724137931,16,0.0,0.011596286504296905,1.0,1.0,0.009075822503723118,0.019082102534640644,0.5,,,,,1.5,,,,,1.1272642125060208,Two-stage Cost-Sensitive Router,0.05,0.2,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.106084594781615,2.3301227679350585,9.1261157455358,2.332075092367097,-0.02003115075418619,-0.21949262195183986,-0.08371619036012605,0.0,0.05603448275862069,0.0,0.25,2,8,False,0.05603448275862069,13,0.0,0.010569738478239511,1.0,1.0,0.006692244177642841,0.011822098893753933,0.5,,,,,2.5,,,,,1.1691126084833698,Two-stage Cost-Sensitive Router,0.05,0.2,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.116098380799105,2.3311494857667974,9.1261157455358,2.332075092367097,-0.010017364736696842,-0.10976591799878313,-0.039690256945855915,0.0,0.0603448275862069,0.0,0.25,2,8,False,0.0603448275862069,14,0.0,0.005285813421672582,1.0,1.0,0.00759577811677093,0.01811563132379251,0.5,,,,,1.5,,,,,1.3845178135677652,Two-stage Cost-Sensitive Router,0.15,0.2,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.118043546969917,2.331222184323074,9.1261157455358,2.332075092367097,-0.008072198565885005,-0.08845163465067304,-0.036572923537387066,0.0,0.04310344827586207,0.0,0.25,2,8,False,0.04310344827586207,10,0.0,0.004259417186403722,1.0,1.0,0.00487924526699449,0.010144799610463011,0.5,,,,,2.5,,,,,1.4263600216212526,Two-stage Cost-Sensitive Router,0.15,0.2,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.110916899411727,2.3306747537648675,9.1261157455358,2.332075092367097,-0.015198846124076721,-0.16654233335638205,-0.060046891320450525,0.0,0.0603448275862069,0.0,0.25,2,8,False,0.0603448275862069,14,0.0,0.008019900138234563,1.0,1.0,0.00759577811677093,0.01811563132379251,0.5,,,,,1.5,,,,,1.2730596638789269,Two-stage Cost-Sensitive Router,0.15,0.2,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.113910775598677,2.3307774865682016,9.1261157455358,2.332075092367097,-0.012204969937125085,-0.13373674259741627,-0.05564168141834297,0.0,0.04310344827586207,0.0,0.25,2,8,False,0.04310344827586207,10,0.0,0.006440136263425996,1.0,1.0,0.00487924526699449,0.010144799610463011,0.5,,,,,2.5,,,,,1.3374605321340636,Two-stage Cost-Sensitive Router,0.15,0.2,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.104975351258963,2.3301280731595573,9.1261157455358,2.332075092367097,-0.021140394276838777,-0.23164722915128763,-0.08348870092406824,0.0,0.0603448275862069,0.0,0.25,2,8,False,0.0603448275862069,14,0.0,0.011155047534468783,1.0,1.0,0.00759577811677093,0.01811563132379251,0.5,,,,,1.5,,,,,1.1452518201593367,Two-stage Cost-Sensitive Router,0.15,0.2,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.109229386166696,2.3302700244869463,9.1261157455358,2.332075092367097,-0.01688635936910585,-0.1850333682088305,-0.07740179029048913,0.0,0.04310344827586207,0.0,0.25,2,8,False,0.04310344827586207,10,0.0,0.008910341925499114,1.0,1.0,0.00487924526699449,0.010144799610463011,0.5,,,,,2.5,,,,,1.2367597932811873,Two-stage Cost-Sensitive Router,0.15,0.2,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.09824084752464,2.3284016119373896,9.1261157455358,2.332075092367097,-0.02787489801116146,-0.30544098670075004,-0.1575198168351852,0.008620689655172414,0.21120689655172414,0.034482758620689655,0.875,7,8,False,0.2801724137931034,65,0.03076923076923077,0.014708609889723997,0.7538461538461538,0.9692307692307692,0.05062532541115225,0.050837910327320414,0.5,,,,,1.5,,,,,1.0003868155047702,Two-stage Cost-Sensitive Router,-0.05,0.3,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.103495401119705,2.329655221206574,9.1261157455358,2.332075092367097,-0.022620344416097535,-0.2478638779304794,-0.10376471830031503,0.004310344827586207,0.1336206896551724,0.034482758620689655,0.875,7,8,False,0.23275862068965517,54,0.018518518518518517,0.01193596552189545,0.5740740740740741,0.9814814814814815,0.026762930336141234,0.022867036218996953,0.5,,,,,2.5,,,,,1.1134168116316117,Two-stage Cost-Sensitive Router,-0.05,0.3,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.083600215868406,2.3264739664453673,9.1261157455358,2.332075092367097,-0.042515529667395156,-0.4658666491448434,-0.24017776769044266,0.008620689655172414,0.21120689655172414,0.034482758620689655,0.875,7,8,False,0.2801724137931034,65,0.03076923076923077,0.022433959754123826,0.7538461538461538,0.9692307692307692,0.05062532541115225,0.050837910327320414,0.5,,,,,1.5,,,,,0.6854541557726803,Two-stage Cost-Sensitive Router,-0.05,0.3,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.091694867044195,2.3284451216619,9.1261157455358,2.332075092367097,-0.0344208784916059,-0.37716898857793085,-0.1556541082880535,0.004310344827586207,0.1336206896551724,0.034482758620689655,0.875,7,8,False,0.23275862068965517,54,0.018518518518518517,0.018162695109840414,0.5740740740740741,0.9814814814814815,0.026762930336141234,0.022867036218996953,0.5,,,,,2.5,,,,,0.8595771092252609,Two-stage Cost-Sensitive Router,-0.05,0.3,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.066511065335636,2.3241523611007824,9.1261157455358,2.332075092367097,-0.05960468020016653,-0.6531221145645595,-0.3397288216950264,0.008620689655172414,0.21120689655172414,0.034482758620689655,0.875,7,8,False,0.2801724137931034,65,0.03076923076923077,0.03145130749231667,0.7538461538461538,0.9692307692307692,0.05062532541115225,0.050837910327320414,0.5,,,,,1.5,,,,,0.3178517355891072,Two-stage Cost-Sensitive Router,-0.05,0.3,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.078027772946694,2.3270303518975735,9.1261157455358,2.332075092367097,-0.04808797258910868,-0.5269270506451462,-0.21631981167344244,0.004310344827586207,0.1336206896551724,0.034482758620689655,0.875,7,8,False,0.23275862068965517,54,0.018518518518518517,0.025374343214376094,0.5740740740740741,0.9814814814814815,0.026762930336141234,0.022867036218996953,0.5,,,,,2.5,,,,,0.565586085067332,Two-stage Cost-Sensitive Router,-0.05,0.3,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.100692421662734,2.32880104551291,9.1261157455358,2.332075092367097,-0.025423323873068407,-0.27857770550023425,-0.1403919989911218,0.008620689655172414,0.16379310344827586,0.034482758620689655,0.875,7,8,False,0.1724137931034483,40,0.05,0.013414999861141705,0.95,0.95,0.036445478484192176,0.05040831875348452,0.5,,,,,1.5,,,,,1.0531222972769314,Two-stage Cost-Sensitive Router,0.05,0.3,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.110050990791263,2.330467952060212,9.1261157455358,2.332075092367097,-0.016064754744539337,-0.17603058272400793,-0.06891460336135229,0.004310344827586207,0.08189655172413793,0.034482758620689655,0.5,4,8,False,0.08620689655172414,20,0.05,0.008476809867318913,0.95,0.95,0.01425161506780955,0.02392116467202863,0.5,,,,,2.5,,,,,1.254433219929614,Two-stage Cost-Sensitive Router,0.05,0.3,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.087312513058762,2.327081302872181,9.1261157455358,2.332075092367097,-0.03880323247703919,-0.42518891406237747,-0.2141350203450812,0.008620689655172414,0.16379310344827586,0.034482758620689655,0.875,7,8,False,0.1724137931034483,40,0.05,0.020475110213372116,0.95,0.95,0.036445478484192176,0.05040831875348452,0.5,,,,,1.5,,,,,0.7653088816701803,Two-stage Cost-Sensitive Router,0.05,0.3,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.10169942397013,2.3296444996087238,9.1261157455358,2.332075092367097,-0.024416321565671747,-0.26754341298881573,-0.10422446326476942,0.004310344827586207,0.08189655172413793,0.034482758620689655,0.5,4,8,False,0.08620689655172414,20,0.05,0.012883639922475073,0.95,0.95,0.01425161506780955,0.02392116467202863,0.5,,,,,2.5,,,,,1.0747837885616829,Two-stage Cost-Sensitive Router,0.05,0.3,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.071659068259983,2.3250147473871547,9.1261157455358,2.332075092367097,-0.054456677275818495,-0.5967125416175538,-0.30274946860742535,0.008620689655172414,0.16379310344827586,0.034482758620689655,0.875,7,8,False,0.1724137931034483,40,0.05,0.028734886191149066,0.95,0.95,0.036445478484192176,0.05040831875348452,0.5,,,,,1.5,,,,,0.4285897345594647,Two-stage Cost-Sensitive Router,0.05,0.3,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.092065835238476,2.3286724563472148,9.1261157455358,2.332075092367097,-0.034049910297325514,-0.3731040807439986,-0.1459059365810607,0.004310344827586207,0.08189655172413793,0.034482758620689655,0.5,4,8,False,0.08620689655172414,20,0.05,0.017966948153242377,0.95,0.95,0.01425161506780955,0.02392116467202863,0.5,,,,,2.5,,,,,0.8675569561911539,Two-stage Cost-Sensitive Router,0.05,0.3,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.104852254507126,2.329639792552696,9.1261157455358,2.332075092367097,-0.02126349102867561,-0.2329960697219588,-0.10442630307785442,0.004310344827586207,0.1206896551724138,0.034482758620689655,0.875,7,8,False,0.125,29,0.034482758620689655,0.011220001390111058,0.9655172413793104,0.9655172413793104,0.024050225377485253,0.045237300664674976,0.5,,,,,1.5,,,,,1.1426039024758199,Two-stage Cost-Sensitive Router,0.15,0.3,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.113167291598058,2.330641802584141,9.1261157455358,2.332075092367097,-0.012948453937743744,-0.1418835163238846,-0.06145984670482957,0.004310344827586207,0.0603448275862069,0.034482758620689655,0.5,4,8,False,0.06465517241379311,15,0.06666666666666667,0.006832446797440234,0.9333333333333333,0.9333333333333333,0.010395708342777093,0.021455528020996574,0.5,,,,,2.5,,,,,1.3214675477273108,Two-stage Cost-Sensitive Router,0.15,0.3,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.093685733299942,2.32838257722449,9.1261157455358,2.332075092367097,-0.03243001223585986,-0.35535394361162465,-0.15833603038166735,0.004310344827586207,0.1206896551724138,0.034482758620689655,0.875,7,8,False,0.125,29,0.034482758620689655,0.01711218453625343,0.9655172413793104,0.9655172413793104,0.024050225377485253,0.045237300664674976,0.5,,,,,1.5,,,,,0.9024023656633067,Two-stage Cost-Sensitive Router,0.15,0.3,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.106394310738423,2.329891353528907,9.1261157455358,2.332075092367097,-0.019721434797378225,-0.21609888944718356,-0.09363930158054073,0.004310344827586207,0.0603448275862069,0.034482758620689655,0.5,4,8,False,0.06465517241379311,15,0.06666666666666667,0.010406312187550058,0.9333333333333333,0.9333333333333333,0.010395708342777093,0.021455528020996574,0.5,,,,,2.5,,,,,1.1757748668018153,Two-stage Cost-Sensitive Router,0.15,0.3,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.080653874002055,2.326895090414501,9.1261157455358,2.332075092367097,-0.04546187153374776,-0.4981513795304356,-0.22211986000529116,0.004310344827586207,0.1206896551724138,0.034482758620689655,0.875,7,8,False,0.125,29,0.034482758620689655,0.02398864142853172,0.9655172413793104,0.9655172413793104,0.024050225377485253,0.045237300664674976,0.5,,,,,1.5,,,,,0.6220757918989301,Two-stage Cost-Sensitive Router,0.15,0.3,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.098525776345758,2.3290094773594645,9.1261157455358,2.332075092367097,-0.027589969190044,-0.30231886082868253,-0.131454386032467,0.004310344827586207,0.0603448275862069,0.034482758620689655,0.5,4,8,False,0.06465517241379311,15,0.06666666666666667,0.014558262904616552,0.9333333333333333,0.9333333333333333,0.010395708342777093,0.021455528020996574,0.5,,,,,2.5,,,,,1.0065158810789865,Two-stage Cost-Sensitive Router,0.15,0.3,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.107026107364664,2.330197297385615,9.1261157455358,2.332075092367097,-0.019089638171135234,-0.20917593730450929,-0.08052034771849043,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.25,58,0.0,0.010072935179270746,0.5344827586206896,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,1.189365359110076,ListSafe Top-k Selector,-0.1,0.15,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.107026107364664,2.330197297385615,9.1261157455358,2.332075092367097,-0.019089638171135234,-0.20917593730450929,-0.08052034771849043,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.5,116,0.0,0.010072935179270746,0.2672413793103448,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,1.189365359110076,ListSafe Top-k Selector,-0.1,0.15,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.107026107364664,2.330197297385615,9.1261157455358,2.332075092367097,-0.019089638171135234,-0.20917593730450929,-0.08052034771849043,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.5905172413793104,137,0.0,0.010072935179270746,0.22627737226277372,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,1.189365359110076,ListSafe Top-k Selector,-0.1,0.15,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094394984328515,2.328955126870557,9.1261157455358,2.332075092367097,-0.03172076120728737,-0.3475822798767828,-0.13378494943724353,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.25,58,0.0,0.016737937545682157,0.5344827586206896,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,0.9176589692095741,ListSafe Top-k Selector,-0.1,0.15,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094394984328515,2.328955126870557,9.1261157455358,2.332075092367097,-0.03172076120728737,-0.3475822798767828,-0.13378494943724353,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.5,116,0.0,0.016737937545682157,0.2672413793103448,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,0.9176589692095741,ListSafe Top-k Selector,-0.1,0.15,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094394984328515,2.328955126870557,9.1261157455358,2.332075092367097,-0.03172076120728737,-0.3475822798767828,-0.13378494943724353,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.5905172413793104,137,0.0,0.016737937545682157,0.22627737226277372,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,0.9176589692095741,ListSafe Top-k Selector,-0.1,0.15,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083209094657104,2.3278472326411306,9.1261157455358,2.332075092367097,-0.04290665087869713,-0.47015238495819367,-0.18129174835215509,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.25,58,0.0,0.022640340753772095,0.5344827586206896,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,0.6770407999663643,ListSafe Top-k Selector,-0.1,0.15,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083209094657104,2.3278472326411306,9.1261157455358,2.332075092367097,-0.04290665087869713,-0.47015238495819367,-0.18129174835215509,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.5,116,0.0,0.022640340753772095,0.2672413793103448,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,0.6770407999663643,ListSafe Top-k Selector,-0.1,0.15,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083209094657104,2.3278472326411306,9.1261157455358,2.332075092367097,-0.04290665087869713,-0.47015238495819367,-0.18129174835215509,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.5905172413793104,137,0.0,0.022640340753772095,0.22627737226277372,1.0,0.023265904445485423,0.05790113865164318,0.45,,,,,1.8,,,,,0.6770407999663643,ListSafe Top-k Selector,-0.1,0.15,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.107026107364664,2.330197297385615,9.1261157455358,2.332075092367097,-0.019089638171135234,-0.20917593730450929,-0.08052034771849043,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.25,58,0.0,0.010072935179270746,0.5344827586206896,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,1.189365359110076,ListSafe Top-k Selector,0.0,0.15,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.107026107364664,2.330197297385615,9.1261157455358,2.332075092367097,-0.019089638171135234,-0.20917593730450929,-0.08052034771849043,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.40948275862068967,95,0.0,0.010072935179270746,0.3263157894736842,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,1.189365359110076,ListSafe Top-k Selector,0.0,0.15,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.107026107364664,2.330197297385615,9.1261157455358,2.332075092367097,-0.019089638171135234,-0.20917593730450929,-0.08052034771849043,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.40948275862068967,95,0.0,0.010072935179270746,0.3263157894736842,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,1.189365359110076,ListSafe Top-k Selector,0.0,0.15,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094394984328515,2.328955126870557,9.1261157455358,2.332075092367097,-0.03172076120728737,-0.3475822798767828,-0.13378494943724353,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.25,58,0.0,0.016737937545682157,0.5344827586206896,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,0.9176589692095741,ListSafe Top-k Selector,0.0,0.15,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094394984328515,2.328955126870557,9.1261157455358,2.332075092367097,-0.03172076120728737,-0.3475822798767828,-0.13378494943724353,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.40948275862068967,95,0.0,0.016737937545682157,0.3263157894736842,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,0.9176589692095741,ListSafe Top-k Selector,0.0,0.15,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094394984328515,2.328955126870557,9.1261157455358,2.332075092367097,-0.03172076120728737,-0.3475822798767828,-0.13378494943724353,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.40948275862068967,95,0.0,0.016737937545682157,0.3263157894736842,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,0.9176589692095741,ListSafe Top-k Selector,0.0,0.15,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083209094657104,2.3278472326411306,9.1261157455358,2.332075092367097,-0.04290665087869713,-0.47015238495819367,-0.18129174835215509,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.25,58,0.0,0.022640340753772095,0.5344827586206896,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,0.6770407999663643,ListSafe Top-k Selector,0.0,0.15,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083209094657104,2.3278472326411306,9.1261157455358,2.332075092367097,-0.04290665087869713,-0.47015238495819367,-0.18129174835215509,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.40948275862068967,95,0.0,0.022640340753772095,0.3263157894736842,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,0.6770407999663643,ListSafe Top-k Selector,0.0,0.15,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083209094657104,2.3278472326411306,9.1261157455358,2.332075092367097,-0.04290665087869713,-0.47015238495819367,-0.18129174835215509,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.40948275862068967,95,0.0,0.022640340753772095,0.3263157894736842,1.0,0.019858180182840163,0.05789201160089831,0.45,,,,,1.8,,,,,0.6770407999663643,ListSafe Top-k Selector,0.0,0.15,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.106943596132552,2.330194157608245,9.1261157455358,2.332075092367097,-0.019172149403248104,-0.21008005943403216,-0.0806549822063106,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.010116473473982451,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,1.1875904710863188,ListSafe Top-k Selector,0.1,0.15,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.106943596132552,2.330194157608245,9.1261157455358,2.332075092367097,-0.019172149403248104,-0.21008005943403216,-0.0806549822063106,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.010116473473982451,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,1.1875904710863188,ListSafe Top-k Selector,0.1,0.15,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.106943596132552,2.330194157608245,9.1261157455358,2.332075092367097,-0.019172149403248104,-0.21008005943403216,-0.0806549822063106,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.010116473473982451,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,1.1875904710863188,ListSafe Top-k Selector,0.1,0.15,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
