variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,lrbn_equiv_rate,active_patch_ratio,edit_energy_ratio,mean_delta_norm,mean_accept_score,rho,group_lasso,tau_score,tau_harm,beta_harm,residual_cap,temp,shrink,width_coef,center_mode,lowpass_kernel,local_shrink,global_shrink,mask_quantile,patch_len,stride,codebook_size,retrieval_k,calibration_score,target_variant
H3 Any-Quantile Residual Envelope,232,9.112496181150712,2.3308795590074682,9.1261157455358,2.332075092367097,-0.013619564385089121,-0.14923725218833422,-0.05126478810289929,0.46551724137931033,0.5344827586206896,0.6896551724137931,0.625,5,8,False,0.6508620689655172,151,0.44370860927152317,0.007186568335713443,0.25862068965517243,0.5541187739463601,2.2459185421776805e-06,0.013069249244966602,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.25,1.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,144.27654500808512,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.11403063140106,2.3309665121317695,9.1261157455358,2.332075092367097,-0.012085114134741181,-0.13242341493870582,-0.047536215030229666,0.4827586206896552,0.5172413793103449,0.6896551724137931,0.625,5,8,False,0.603448275862069,140,0.45714285714285713,0.006376892543589648,0.16810344827586207,0.5943486590038314,2.229928726713248e-06,0.013209900249901678,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.25,1.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,147.42109739496053,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.11403063140106,2.3309665121317695,9.1261157455358,2.332075092367097,-0.012085114134741181,-0.13242341493870582,-0.047536215030229666,0.4827586206896552,0.5172413793103449,0.6896551724137931,0.625,5,8,False,0.603448275862069,140,0.45714285714285713,0.006376892543589648,0.16810344827586207,0.5943486590038314,2.229928726713248e-06,0.013209900249901678,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.25,1.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,147.42109739496053,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.116187112769923,2.3312559086655225,9.1261157455358,2.332075092367097,-0.009928632765879193,-0.10879363172502836,-0.03512681477295727,0.4525862068965517,0.5474137931034483,0.7241379310344828,0.75,6,8,False,0.19827586206896552,46,0.41304347826086957,0.005238992660463676,0.521551724137931,0.28400383141762453,1.1286109066348123e-06,0.009544846673247433,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.25,2.0,q50,5,0.25,0.25,0.85,16,8,16,9,147.22024348501276,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.116187112769923,2.3312559086655225,9.1261157455358,2.332075092367097,-0.009928632765879193,-0.10879363172502836,-0.03512681477295727,0.4525862068965517,0.5474137931034483,0.7241379310344828,0.75,6,8,False,0.19827586206896552,46,0.41304347826086957,0.005238992660463676,0.521551724137931,0.28400383141762453,1.1286109066348123e-06,0.009544846673247433,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.25,2.0,q50,5,0.25,0.25,0.85,16,8,16,9,147.22024348501276,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.117951788963811,2.3313456555042014,9.1261157455358,2.332075092367097,-0.008163956571990049,-0.08945707890059526,-0.03127844648551185,0.46120689655172414,0.5387931034482759,0.6896551724137931,0.625,5,8,False,0.10344827586206896,24,0.375,0.004307834680721283,0.7629310344827587,0.18582375478927204,7.519406071979814e-07,0.007505363648913867,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.25,2.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,143.6468251220571,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.117951788963811,2.3313456555042014,9.1261157455358,2.332075092367097,-0.008163956571990049,-0.08945707890059526,-0.03127844648551185,0.46120689655172414,0.5387931034482759,0.6896551724137931,0.625,5,8,False,0.10344827586206896,24,0.375,0.004307834680721283,0.7629310344827587,0.18582375478927204,7.519406071979814e-07,0.007505363648913867,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.25,2.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,143.6468251220571,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.11889724236973,2.3313992229088525,9.1261157455358,2.332075092367097,-0.007218503166072305,-0.07909721243336047,-0.028981461941714325,0.4827586206896552,0.5172413793103449,0.6896551724137931,0.625,5,8,False,0.1206896551724138,28,0.42857142857142855,0.0038089519471957035,0.7672413793103449,0.17385057471264367,7.426246579935511e-07,0.007578491875432787,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.25,2.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,147.5514618153577,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.11889724236973,2.3313992229088525,9.1261157455358,2.332075092367097,-0.007218503166072305,-0.07909721243336047,-0.028981461941714325,0.4827586206896552,0.5172413793103449,0.6896551724137931,0.625,5,8,False,0.1206896551724138,28,0.42857142857142855,0.0038089519471957035,0.7672413793103449,0.17385057471264367,7.426246579935511e-07,0.007578491875432787,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.25,2.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,147.5514618153577,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.054705826823554,2.3279214038747833,9.1261157455358,2.332075092367097,-0.07140991871224801,-0.7824787743781391,-0.17811126614652478,0.49137931034482757,0.5086206896551724,0.7241379310344828,0.625,5,8,False,1.0,232,0.49137931034482757,0.037680519447094954,0.0,1.0,0.00015875904204161982,0.11768713829261705,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,0.0,q50,5,0.25,0.25,0.85,16,8,16,9,152.5560711594504,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.056019844179904,2.328583893056384,9.1261157455358,2.332075092367097,-0.07009590135589694,-0.7680803447334911,-0.149703554022319,0.4956896551724138,0.5043103448275862,0.7241379310344828,0.625,5,8,False,1.0,232,0.4956896551724138,0.036987158392458794,0.0,1.0,0.00021556805164145583,0.13967384986723397,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,0.0,q50,5,0.25,0.25,0.85,16,8,16,9,153.36713248969966,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.05825776585792,2.327573567748413,9.1261157455358,2.332075092367097,-0.06785797967788057,-0.7435581740974336,-0.193026571662089,0.4870689655172414,0.5129310344827587,0.7241379310344828,0.5,4,8,False,1.0,232,0.4870689655172414,0.03580628530325434,0.0,1.0,0.00012980492629340154,0.10185678485089153,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,0.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,151.87535671508078,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.05946115433286,2.3279794328028824,9.1261157455358,2.332075092367097,-0.06665459120294107,-0.7303719675318456,-0.17562297029189125,0.4956896551724138,0.5043103448275862,0.7241379310344828,0.5,4,8,False,1.0,232,0.4956896551724138,0.03517129924459369,0.0,1.0,0.00016849067825858597,0.11649581975100816,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,0.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,153.45931664133724,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.067559898424726,2.328128435209777,9.1261157455358,2.332075092367097,-0.0585558471110756,-0.6416294585739329,-0.1692337074957061,0.4956896551724138,0.5043103448275862,0.6896551724137931,0.375,3,8,False,1.0,232,0.4956896551724138,0.030897874911480126,0.0,1.0,0.00012782868136633447,0.10247675786434961,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,0.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,148.50384808718513,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.06893013123219,2.32861998500908,9.1261157455358,2.332075092367097,-0.057185614303611694,-0.6266150445102887,-0.1481559215014283,0.5,0.5,0.6896551724137931,0.375,3,8,False,1.0,232,0.5,0.0301748509271406,0.0,1.0,0.00017001377365244354,0.11786474222023574,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,0.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,149.31641528974447,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.095513842427918,2.329693132870762,9.1261157455358,2.332075092367097,-0.030601903107885315,-0.33532232033458265,-0.10213905606716041,0.46120689655172414,0.5387931034482759,0.7241379310344828,0.75,6,8,False,1.0,232,0.46120689655172414,0.01614755521318095,0.0,0.9779693486590039,1.319401186806348e-05,0.03307574455737221,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,1.0,q50,5,0.25,0.25,0.85,16,8,16,9,148.21818205775273,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.095513842427918,2.329693132870762,9.1261157455358,2.332075092367097,-0.030601903107885315,-0.33532232033458265,-0.10213905606716041,0.46120689655172414,0.5387931034482759,0.7241379310344828,0.75,6,8,False,1.0,232,0.46120689655172414,0.01614755521318095,0.0,0.9779693486590039,1.319401186806348e-05,0.03307574455737221,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,1.0,q50,5,0.25,0.25,0.85,16,8,16,9,148.21818205775273,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.100170884663568,2.3298455464006627,9.1261157455358,2.332075092367097,-0.025944860872234,-0.28429248069196533,-0.09560352341018155,0.47413793103448276,0.5258620689655172,0.6896551724137931,0.625,5,8,False,0.978448275862069,227,0.4713656387665198,0.013690196716057998,0.01293103448275862,0.9204980842911877,8.983674168710724e-06,0.02613849848993321,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,1.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,145.4981050661022,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.100170884663568,2.3298455464006627,9.1261157455358,2.332075092367097,-0.025944860872234,-0.28429248069196533,-0.09560352341018155,0.47413793103448276,0.5258620689655172,0.6896551724137931,0.625,5,8,False,0.978448275862069,227,0.4713656387665198,0.013690196716057998,0.01293103448275862,0.9204980842911877,8.983674168710724e-06,0.02613849848993321,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,1.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,145.4981050661022,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.10320244436101,2.3300163471469735,9.1261157455358,2.332075092367097,-0.022913301174790762,-0.2510739704445661,-0.08827954202821613,0.4956896551724138,0.5043103448275862,0.6896551724137931,0.625,5,8,False,0.9956896551724138,231,0.49783549783549785,0.012090548569211042,0.004310344827586207,0.935823754789272,8.919714906852991e-06,0.02641980049980334,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,1.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,149.45862336558258,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.10320244436101,2.3300163471469735,9.1261157455358,2.332075092367097,-0.022913301174790762,-0.2510739704445661,-0.08827954202821613,0.4956896551724138,0.5043103448275862,0.6896551724137931,0.625,5,8,False,0.9956896551724138,231,0.49783549783549785,0.012090548569211042,0.004310344827586207,0.935823754789272,8.919714906852991e-06,0.02641980049980334,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,1.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,149.45862336558258,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.10698717398357,2.3305302993203716,9.1261157455358,2.332075092367097,-0.019128571552230602,-0.20960255233039993,-0.06624113628062922,0.4525862068965517,0.5474137931034483,0.7241379310344828,0.75,6,8,False,0.8663793103448276,201,0.44776119402985076,0.010093478964363356,0.125,0.7921455938697318,4.514443626539247e-06,0.019089693346494865,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,2.0,q50,5,0.25,0.25,0.85,16,8,16,9,146.97379997529043,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.10698717398357,2.3305302993203716,9.1261157455358,2.332075092367097,-0.019128571552230602,-0.20960255233039993,-0.06624113628062922,0.4525862068965517,0.5474137931034483,0.7241379310344828,0.75,6,8,False,0.8663793103448276,201,0.44776119402985076,0.010093478964363356,0.125,0.7921455938697318,4.514443626539247e-06,0.019089693346494865,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,2.0,q50,5,0.25,0.25,0.85,16,8,16,9,146.97379997529043,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.110233543496689,2.330668437822175,9.1261157455358,2.332075092367097,-0.015882202039114356,-0.17403024972018452,-0.060317720621187544,0.46551724137931033,0.5344827586206896,0.6896551724137931,0.625,5,8,False,0.75,174,0.4425287356321839,0.008380483182021819,0.15517241379310345,0.6245210727969349,3.0077624287919253e-06,0.015010727297827731,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,2.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,144.215934565164,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.110233543496689,2.330668437822175,9.1261157455358,2.332075092367097,-0.015882202039114356,-0.17403024972018452,-0.060317720621187544,0.46551724137931033,0.5344827586206896,0.6896551724137931,0.625,5,8,False,0.75,174,0.4425287356321839,0.008380483182021819,0.15517241379310345,0.6245210727969349,3.0077624287919253e-06,0.015010727297827731,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,2.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,144.215934565164,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.112109189489138,2.330774367024683,9.1261157455358,2.332075092367097,-0.01400655604666414,-0.15347773819510122,-0.055775448273254646,0.4827586206896552,0.5172413793103449,0.6896551724137931,0.625,5,8,False,0.7241379310344828,168,0.47023809523809523,0.007390770316233833,0.125,0.6800766283524904,2.9704986319742073e-06,0.015156983750865594,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.5,2.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,147.3696267385248,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.112109189489138,2.330774367024683,9.1261157455358,2.332075092367097,-0.01400655604666414,-0.15347773819510122,-0.055775448273254646,0.4827586206896552,0.5172413793103449,0.6896551724137931,0.625,5,8,False,0.7241379310344828,168,0.47023809523809523,0.007390770316233833,0.125,0.6800766283524904,2.9704986319742073e-06,0.015156983750865594,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,2.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,147.3696267385248,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.05474889620567,2.328646146671547,9.1261157455358,2.332075092367097,-0.07136684933013174,-0.7820068388551896,-0.14703410246393267,0.5086206896551724,0.49137931034482757,0.7241379310344828,0.625,5,8,False,1.0,232,0.5086206896551724,0.03765779323875202,0.0,1.0,0.0002354134920662715,0.14272961367825865,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,0.0,q50,5,0.25,0.25,0.85,16,8,16,9,155.66067315708568,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.052117226541728,2.3300948073337078,9.1261157455358,2.332075092367097,-0.07399851899407264,-0.81084352835636,-0.08491514837491317,0.5172413793103449,0.4827586206896552,0.7241379310344828,0.5,4,8,False,1.0,232,0.5172413793103449,0.03904643338480847,0.0,1.0,0.00040026911762130037,0.18752192187031422,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,0.0,q50,5,0.25,0.25,0.85,16,8,16,9,157.14190140113388,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.050990769691344,2.3271652583591136,9.1261157455358,2.332075092367097,-0.07512497584445615,-0.8231867517008707,-0.2105349867592192,0.49137931034482757,0.5086206896551724,0.7241379310344828,0.5,4,8,False,1.0,232,0.49137931034482757,0.03964082531274535,0.0,1.0,0.00020029169225168247,0.12761287232284538,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,0.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,152.45655400615811,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.04997961079448,2.3285054356875445,9.1261157455358,2.332075092367097,-0.07613613474132172,-0.8342665903085544,-0.15306782684354395,0.5043103448275862,0.4956896551724138,0.7241379310344828,0.5,4,8,False,1.0,232,0.5043103448275862,0.04017437853846707,0.0,1.0,0.0003232680745967638,0.16057083671334832,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,0.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,154.75705377767537,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.0629954200345,2.3280618463920177,9.1261157455358,2.332075092367097,-0.06312032550129992,-0.6916450239304942,-0.17208905369325136,0.5086206896551724,0.49137931034482757,0.7241379310344828,0.375,3,8,False,1.0,232,0.5086206896551724,0.033306390701026777,0.0,1.0,0.0001957008032927196,0.1277766067169719,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,0.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,155.88157704814216,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.063592861156572,2.3294534360011556,9.1261157455358,2.332075092367097,-0.0625228843792284,-0.6850985244330616,-0.11241732152110176,0.5172413793103449,0.4827586206896552,0.7241379310344828,0.375,3,8,False,1.0,232,0.5172413793103449,0.03299114189211238,0.0,1.0,0.000320568243130388,0.16181984139423347,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,0.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,157.44930514983807,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.083295823933861,2.328845351895004,9.1261157455358,2.332075092367097,-0.042819921601939474,-0.46920204333333465,-0.13849212955512796,0.4698275862068966,0.5301724137931034,0.7241379310344828,0.75,6,8,False,1.0,232,0.4698275862068966,0.02259457674425588,0.0,1.0,2.967872397398046e-05,0.0496000587605129,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,1.0,q50,5,0.25,0.25,0.85,16,8,16,9,149.44261582675279,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.083320873000075,2.328847595300659,9.1261157455358,2.332075092367097,-0.04279487253572709,-0.46892756658019835,-0.13839593172458875,0.4698275862068966,0.5301724137931034,0.7241379310344828,0.75,6,8,False,1.0,232,0.4698275862068966,0.022581359227087844,0.0,1.0,2.9686526703142835e-05,0.04961361683605832,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,1.0,q50,5,0.25,0.25,0.85,16,8,16,9,149.44328682902096,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.089139856074366,2.328980975448601,9.1261157455358,2.332075092367097,-0.036975889461434576,-0.4051656855108932,-0.13267655554298252,0.47844827586206895,0.521551724137931,0.6896551724137931,0.625,5,8,False,1.0,232,0.47844827586206895,0.019510885141033628,0.0,0.9813218390804598,2.0213266879599127e-05,0.03920774773489982,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,1.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,145.9784732774995,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.089139856074366,2.328980975448601,9.1261157455358,2.332075092367097,-0.036975889461434576,-0.4051656855108932,-0.13267655554298252,0.47844827586206895,0.521551724137931,0.6896551724137931,0.625,5,8,False,1.0,232,0.47844827586206895,0.019510885141033628,0.0,0.9813218390804598,2.0213266879599127e-05,0.03920774773489982,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,1.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,145.9784732774995,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.093625438387278,2.329226129111062,9.1261157455358,2.332075092367097,-0.032490307148522676,-0.3560146289927835,-0.12216430136162304,0.4956896551724138,0.5043103448275862,0.6896551724137931,0.625,5,8,False,1.0,232,0.4956896551724138,0.01714400005530348,0.0,0.9995210727969349,2.0066475443049135e-05,0.039622558782975936,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,1.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,149.20207916245158,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.093631184415653,2.329225720686067,9.1261157455358,2.332075092367097,-0.03248456112014894,-0.3559516665175223,-0.12218181473393008,0.4956896551724138,0.5043103448275862,0.6896551724137931,0.625,5,8,False,1.0,232,0.4956896551724138,0.01714096807686429,0.0,0.9995210727969349,2.0069358540419228e-05,0.03962970074970502,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,1.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,149.20223308428,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.098515929176749,2.3298877653265397,9.1261157455358,2.332075092367097,-0.027599816359053904,-0.30242676181605627,-0.09379316465139942,0.46120689655172414,0.5387931034482759,0.7241379310344828,0.75,6,8,False,1.0,232,0.46120689655172414,0.014563458911698869,0.0,0.9305555555555556,1.0157498159713307e-05,0.028634540019742298,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,2.0,q50,5,0.25,0.25,0.85,16,8,16,9,148.29860050531573,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.098515929176749,2.3298877653265397,9.1261157455358,2.332075092367097,-0.027599816359053904,-0.30242676181605627,-0.09379316465139942,0.46120689655172414,0.5387931034482759,0.7241379310344828,0.75,6,8,False,1.0,232,0.46120689655172414,0.014563458911698869,0.0,0.9305555555555556,1.0157498159713307e-05,0.028634540019742298,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,2.0,q50,5,0.25,0.25,0.85,16,8,16,9,148.29860050531573,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.102961009134429,2.3300483027594905,9.1261157455358,2.332075092367097,-0.023154736401372927,-0.2537195124588067,-0.08690927687317998,0.4698275862068966,0.5301724137931034,0.6896551724137931,0.625,5,8,False,0.8620689655172413,200,0.455,0.012217945503901609,0.125,0.8936781609195402,6.767465464781827e-06,0.022516090946741597,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,2.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,144.7969835017345,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.102961009134429,2.3300483027594905,9.1261157455358,2.332075092367097,-0.023154736401372927,-0.2537195124588067,-0.08690927687317998,0.4698275862068966,0.5301724137931034,0.6896551724137931,0.625,5,8,False,0.8620689655172413,200,0.455,0.012217945503901609,0.125,0.8936781609195402,6.767465464781827e-06,0.022516090946741597,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,2.0,trimmed_mean,5,0.25,0.25,0.85,16,8,16,9,144.7969835017345,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.105751586894026,2.330203084540293,9.1261157455358,2.332075092367097,-0.020364158641774852,-0.2231415772851833,-0.08027219298829907,0.49137931034482757,0.5086206896551724,0.6896551724137931,0.625,5,8,False,0.9051724137931034,210,0.49047619047619045,0.010745455107114044,0.09482758620689655,0.8663793103448276,6.6836219219419625e-06,0.02273547562629838,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.2,0.35,0.75,2.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,148.75104649363934,H3 Any-Quantile Residual Envelope
H3 Any-Quantile Residual Envelope,232,9.105751586894026,2.330203084540293,9.1261157455358,2.332075092367097,-0.020364158641774852,-0.2231415772851833,-0.08027219298829907,0.49137931034482757,0.5086206896551724,0.6896551724137931,0.625,5,8,False,0.9051724137931034,210,0.49047619047619045,0.010745455107114044,0.09482758620689655,0.8663793103448276,6.6836219219419625e-06,0.02273547562629838,0.25136184660449873,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.75,2.0,mid_iqr,5,0.25,0.25,0.85,16,8,16,9,148.75104649363934,H3 Any-Quantile Residual Envelope
H5 Local-Global Decoupled Sparse Editor,232,9.10466003643237,2.330538897284066,9.1261157455358,2.332075092367097,-0.02145570910343078,-0.23510231163148418,-0.0658724533130173,0.47413793103448276,0.5258620689655172,0.7241379310344828,0.75,6,8,False,0.9612068965517241,223,0.4798206278026906,0.011321428153150535,0.03879310344827586,0.8764367816091954,7.55902679302134e-06,0.026169833789970443,0.15000897988505746,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,1.0,q50,3,0.1,0.1,0.8,16,8,16,9,150.79077208515332,H5 Local-Global Decoupled Sparse Editor
H5 Local-Global Decoupled Sparse Editor,232,9.085279474524985,2.3298115713903127,9.1261157455358,2.332075092367097,-0.040836271010818034,-0.4474660644759549,-0.09706038088082979,0.4827586206896552,0.5172413793103449,0.7241379310344828,0.625,5,8,False,1.0,232,0.4827586206896552,0.021547873624816916,0.0,0.9971264367816092,4.6516365637383895e-05,0.06394231608139168,0.15000897988505746,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,1.0,q50,3,0.1,0.25,0.8,16,8,16,9,151.82333910608986,H5 Local-Global Decoupled Sparse Editor
H5 Local-Global Decoupled Sparse Editor,232,9.06818414790201,2.3303582806273515,9.1261157455358,2.332075092367097,-0.057931597633791715,-0.6347892048010746,-0.07361734354108493,0.4956896551724138,0.5043103448275862,0.7241379310344828,0.625,5,8,False,1.0,232,0.4956896551724138,0.030568480270051976,0.0,1.0,0.00017889760344428406,0.12330705678870843,0.15000897988505746,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,1.0,q50,3,0.1,0.5,0.8,16,8,16,9,153.69298397330425,H5 Local-Global Decoupled Sparse Editor
H5 Local-Global Decoupled Sparse Editor,232,9.099363011182206,2.329891975791099,9.1261157455358,2.332075092367097,-0.02675273435359365,-0.293144806292502,-0.09361261881241871,0.4482758620689655,0.5517241379310345,0.6206896551724138,0.75,6,8,False,0.9612068965517241,223,0.452914798206278,0.014116483329656164,0.03879310344827586,0.8922413793103449,8.303559730523312e-06,0.02752598301696066,0.15000897988505746,0.5,0.0,0.0,0.35,1.5,0.35,0.35,0.5,1.0,q50,3,0.25,0.1,0.8,16,8,16,9,130.47646414209368,H5 Local-Global Decoupled Sparse Editor
