variant,dataset,backbone,horizon,seed,n,mse,mae,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,coverage
oracle_stage15_cga_full,ETTm1,PatchTST,96,2026,96,2.043750700772733,1.077465029379348,-32.1727037089931,-18.812221206253607,0.0,1.0,0.0
oracle_stage15_cga_full,ETTm1,PatchTST,192,2026,96,2.941572519165476,1.3160155014921242,-30.212023910989245,-16.928902383128605,0.0,1.0,0.0
H1 Residual Atom Simplex Editor,ETTh1,DLinear,96,2026,96,5.260319273679717,1.7626159291331243,-0.6496878350335287,-0.22600290342889132,0.010416666666666666,0.041666666666666664,0.8541666666666666
H1 Residual Atom Simplex Editor,ETTh1,DLinear,192,2026,96,6.735450360796719,2.0136003140020926,-0.5296890044805876,-0.2899218858755424,0.020833333333333332,0.052083333333333336,1.0
H1 Residual Atom Simplex Editor,ETTh1,PatchTST,96,2026,96,5.6980523107118835,1.8345913466419885,-1.830271942412472,-1.0134138721120118,0.0,0.2604166666666667,0.9895833333333334
H1 Residual Atom Simplex Editor,ETTh1,PatchTST,192,2026,96,7.04436453829171,2.05972957371682,-2.733262069770317,-1.6589654332716794,0.010416666666666666,0.78125,1.0
H1 Residual Atom Simplex Editor,ETTm1,DLinear,96,2026,96,2.78224819886065,1.2668387664211735,-1.259666074235234,-0.5620525082872964,0.0,0.0625,0.7604166666666666
H1 Residual Atom Simplex Editor,ETTm1,DLinear,192,2026,96,3.9790237727264426,1.5322473921121205,-0.39238413246206977,-0.37758638696056407,0.020833333333333332,0.08333333333333333,0.9270833333333334
H1 Residual Atom Simplex Editor,ETTm1,PatchTST,96,2026,96,2.960319116741639,1.3142886982670163,-1.7539460820434327,-0.9673845386519423,0.0,0.0625,0.8854166666666666
H1 Residual Atom Simplex Editor,ETTm1,PatchTST,192,2026,96,4.142867584546337,1.5693879341258488,-1.7116383289854427,-0.9352260921282409,0.0,0.4583333333333333,0.96875
H3 Any-Quantile Residual Envelope,ETTh1,DLinear,96,2026,96,5.292294509518007,1.7663313120202357,-0.04577968977350261,-0.015691290353597488,0.4895833333333333,0.5104166666666666,0.0
H3 Any-Quantile Residual Envelope,ETTh1,DLinear,192,2026,96,6.766332188993206,2.019323681839793,-0.0736207557806218,-0.006510402787011779,0.3958333333333333,0.6041666666666666,0.0
H3 Any-Quantile Residual Envelope,ETTh1,PatchTST,96,2026,96,5.795224238646632,1.8524056115377725,-0.15613116530672522,-0.052233465354189657,0.4791666666666667,0.5208333333333334,0.0
H3 Any-Quantile Residual Envelope,ETTh1,PatchTST,192,2026,96,7.23132532096828,2.0937267938342505,-0.15175662280383537,-0.03578061077289174,0.4166666666666667,0.5833333333333334,0.96875
H3 Any-Quantile Residual Envelope,ETTm1,DLinear,96,2026,96,2.8179206584854732,1.2739307935663344,0.006328298262121707,-0.00537818161208211,0.4375,0.5625,0.0
H3 Any-Quantile Residual Envelope,ETTm1,DLinear,192,2026,96,3.9950465243600095,1.5380451146247693,0.008716282364735494,-0.000634786734276126,0.46875,0.53125,0.0
H3 Any-Quantile Residual Envelope,ETTm1,PatchTST,96,2026,96,3.0096041327659333,1.3265779935981845,-0.1182919061371658,-0.04137714684586468,0.4270833333333333,0.5729166666666666,0.0
H3 Any-Quantile Residual Envelope,ETTm1,PatchTST,192,2026,96,4.213249888194517,1.5840226949230043,-0.04183808595619445,-0.011433300809500025,0.5,0.5,0.0
H5 Local-Global Decoupled Sparse Editor,ETTh1,DLinear,96,2026,96,5.285788862479376,1.7662821093216918,-0.1686501904536406,-0.018476440420990194,0.5,0.5,1.0
H5 Local-Global Decoupled Sparse Editor,ETTh1,DLinear,192,2026,96,6.745765935309524,2.019733767656895,-0.37734679298794066,0.01379635241625247,0.4479166666666667,0.5520833333333334,1.0
H5 Local-Global Decoupled Sparse Editor,ETTh1,PatchTST,96,2026,96,5.7597012564433925,1.8489619279471967,-0.7681440613643208,-0.23803968378076287,0.4166666666666667,0.5833333333333334,1.0
H5 Local-Global Decoupled Sparse Editor,ETTh1,PatchTST,192,2026,96,7.16699769040395,2.0880419669137287,-1.0399756723546805,-0.307200589937384,0.40625,0.59375,1.0
H5 Local-Global Decoupled Sparse Editor,ETTm1,DLinear,96,2026,96,2.8169581094945273,1.2741024532127452,-0.027831992859004027,0.008095895140177879,0.5104166666666666,0.4895833333333333,0.9479166666666666
H5 Local-Global Decoupled Sparse Editor,ETTm1,DLinear,192,2026,96,3.997859361104044,1.5379370935235162,0.07913052897321098,-0.007658014715049352,0.5208333333333334,0.4791666666666667,0.9583333333333334
H5 Local-Global Decoupled Sparse Editor,ETTm1,PatchTST,96,2026,96,2.990054162230558,1.3231522476719615,-0.7671096102699693,-0.29950960803642274,0.3020833333333333,0.6979166666666666,1.0
H5 Local-Global Decoupled Sparse Editor,ETTm1,PatchTST,192,2026,96,4.197206378964219,1.5813141555093964,-0.4224658037658746,-0.1824049497468727,0.3854166666666667,0.6145833333333334,1.0
H2 Prototype Codebook Local Editor,ETTh1,DLinear,96,2026,96,5.294718415187439,1.7666085156934137,0.0,0.0,0.0,0.0,0.0
H2 Prototype Codebook Local Editor,ETTh1,DLinear,192,2026,96,6.7713172839613245,2.0194551565052357,0.0,0.0,0.0,0.0,0.0
H2 Prototype Codebook Local Editor,ETTh1,PatchTST,96,2026,96,5.80248956784595,1.8532212230132326,-0.03095937824654972,-0.008226610492354939,0.041666666666666664,0.052083333333333336,0.09375
H2 Prototype Codebook Local Editor,ETTh1,PatchTST,192,2026,96,7.2356075535582365,2.093638660560992,-0.09262867844091131,-0.039988501624444575,0.03125,0.125,0.15625
H2 Prototype Codebook Local Editor,ETTm1,DLinear,96,2026,96,2.8177423433450954,1.2739993115635848,0.0,0.0,0.0,0.0,0.0
H2 Prototype Codebook Local Editor,ETTm1,DLinear,192,2026,96,3.994698335172625,1.5380548779931642,0.0,0.0,0.0,0.0,0.0
H2 Prototype Codebook Local Editor,ETTm1,PatchTST,96,2026,96,3.0128118016325693,1.3270905726943258,-0.011836894048876629,-0.0027539370424242383,0.03125,0.041666666666666664,0.07291666666666667
H2 Prototype Codebook Local Editor,ETTm1,PatchTST,192,2026,96,4.214821272061109,1.5841334641972118,-0.004557448262893925,-0.004441190830334064,0.041666666666666664,0.041666666666666664,0.08333333333333333
H4 Retrieval-Conditioned Residual Adapter,ETTh1,DLinear,96,2026,96,5.295709972261604,1.7656397460415043,0.01872728622259692,-0.054837822744523604,0.052083333333333336,0.07291666666666667,0.125
H4 Retrieval-Conditioned Residual Adapter,ETTh1,DLinear,192,2026,96,6.764941483205379,2.017782057599486,-0.09415894247979344,-0.08284902450421834,0.020833333333333332,0.10416666666666667,0.125
H4 Retrieval-Conditioned Residual Adapter,ETTh1,PatchTST,96,2026,96,5.827805383405223,1.856430446570258,0.40519785393192465,0.16492916225291532,0.07291666666666667,0.03125,0.10416666666666667
H4 Retrieval-Conditioned Residual Adapter,ETTh1,PatchTST,192,2026,96,7.2479046324787815,2.095553128001967,0.07716616174265928,0.05141704514158348,0.041666666666666664,0.0,0.041666666666666664
H4 Retrieval-Conditioned Residual Adapter,ETTm1,DLinear,96,2026,96,2.8314845107978974,1.2737882099610518,0.4877013484390407,-0.01656999332416668,0.08333333333333333,0.09375,0.17708333333333334
H4 Retrieval-Conditioned Residual Adapter,ETTm1,DLinear,192,2026,96,4.0685388386869965,1.5512755740038415,1.8484625654801665,0.8595724452933882,0.21875,0.0625,0.28125
H4 Retrieval-Conditioned Residual Adapter,ETTm1,PatchTST,96,2026,96,3.0013131766249805,1.3242788634373108,-0.3934493095053697,-0.214618286091149,0.020833333333333332,0.16666666666666666,0.1875
H4 Retrieval-Conditioned Residual Adapter,ETTm1,PatchTST,192,2026,96,4.217604898123013,1.5851686188280094,0.06148329257309371,0.0609010719565587,0.10416666666666667,0.041666666666666664,0.14583333333333334
