variant,mse_delta_pct_vs_lrbn,harm_rate,max_config_harm,oracle_gain_fraction,lrbn_equiv_rate,active_patch_ratio,edit_energy_ratio,q4_boundary_delta_pct,known_harmed_config_delta_pct,bootstrap_high_delta_raw,safe_gate_pass,tradeoff_gate_pass,mechanism_gate_pass,compact_gate_pass
H1 Residual Atom Simplex Editor,-1.406308439571461,0.0078125,0.020833333333333332,0.03782967757250403,0.7669270833333334,0.2377025462962963,0.0004473000233835362,-3.368323398137649,-0.39238413246206977,-0.05575948042654688,False,False,False,False
H3 Any-Quantile Residual Envelope,-0.08240260299525427,0.4518229166666667,0.5,0.002216628880784585,0.71484375,0.20442708333333334,3.509070338897539e-06,-0.09300748941670728,0.008716282364735494,-0.002303857905797738,False,False,False,False
H5 Local-Global Decoupled Sparse Editor,-0.4927533682254704,0.4361979166666667,0.5208333333333334,0.013255058789532047,0.01171875,0.9437210648148148,8.145502490313248e-05,-0.7617306191121452,0.07913052897321098,-0.015154018774794714,False,False,False,False
H2 Prototype Codebook Local Editor,-0.023125009431891226,0.018229166666666668,0.041666666666666664,0.0006220624338545488,0.9765625,0.0078125,6.690736135770403e-07,-0.0245695101836565,0.0,-0.0004320980252612428,False,False,False,False
H4 Retrieval-Conditioned Residual Adapter,0.2606222964457361,0.07682291666666667,0.21875,-0.007010736169479265,0.8515625,0.1484375,6.538499177270274e-05,-0.14688068623522588,1.8484625654801665,0.022178052199420033,False,False,False,False
