split,method,dataset,backbone,horizon,seed,n,coverage,mean_strength,lrbn_mse,method_mse,method_mae,delta_mse_vs_lrbn,delta_pct_vs_lrbn,harm_rate_vs_lrbn,win_rate_vs_lrbn
val,LRBN-BP-safe-controller,ETTh1,PatchTST,192,2026,96,0.8229166666666666,0.22266866512512615,11.609037853274186,11.592586516190233,2.7249913062303306,-0.016451337083953525,-0.1417114603097154,0.1875,0.6354166666666666
val,LRBN-BP-safe-controller,ETTm1,DLinear,96,2026,96,0.4375,0.13110718281851233,5.436033967295309,5.423124395038207,1.7236292031368106,-0.01290957225710164,-0.23748144899427034,0.03125,0.40625
val,LRBN-BP-safe-controller,ETTm1,DLinear,192,2026,96,0.9166666666666666,0.34781869785424235,8.33279445849474,8.323029460564086,2.2115819627896323,-0.009764997930654865,-0.11718755295806779,0.14583333333333334,0.7708333333333334
val,LRBN-BP-safe-controller,ETTm1,PatchTST,96,2026,96,0.8229166666666666,0.3242424094020484,5.742462045489039,5.728974861316886,1.7750039657721668,-0.01348718417215239,-0.2348676237096019,0.19791666666666666,0.625
val,LRBN-BP-safe-controller,ETTm1,PatchTST,192,2026,96,0.8645833333333334,0.396774541571588,8.575089807437628,8.563887622428734,2.2368816749642595,-0.011202185008895457,-0.13063635772204366,0.13541666666666666,0.7291666666666666
test,LRBN-BP-safe-controller,ETTh1,DLinear,96,2026,96,0.7604166666666666,0.1611437607145818,5.294718415187439,5.279128349559142,1.7632057393563603,-0.015590065628296998,-0.29444560364407113,0.0625,0.6979166666666666
test,LRBN-BP-safe-controller,ETTh1,DLinear,192,2026,96,0.375,0.10887224002514484,6.7713172839613245,6.767626927631791,2.01855683215855,-0.003690356329533462,-0.05449982875303593,0.020833333333333332,0.3541666666666667
test,LRBN-BP-safe-controller,ETTh1,PatchTST,96,2026,96,0.75,0.2347429238681552,5.8042865388731295,5.783772595306959,1.8488234653755005,-0.02051394356617099,-0.35342747801024715,0.13541666666666666,0.6145833333333334
test,LRBN-BP-safe-controller,ETTh1,PatchTST,192,2026,96,0.8229166666666666,0.23266791613966445,7.242316015180876,7.23414674034591,2.0925924108826073,-0.008169274834966071,-0.11279920410214303,0.13541666666666666,0.6875
test,LRBN-BP-safe-controller,ETTm1,DLinear,96,2026,96,0.4583333333333333,0.18527828806136626,2.8177423433450954,2.8080880947861657,1.2715398420838342,-0.009654248558930106,-0.34262353857401573,0.020833333333333332,0.4375
test,LRBN-BP-safe-controller,ETTm1,DLinear,192,2026,96,0.8645833333333334,0.27874136223016044,3.994698335172625,3.9903270376421305,1.5365820246665478,-0.004371297530494002,-0.10942747493754669,0.09375,0.7708333333333334
test,LRBN-BP-safe-controller,ETTm1,PatchTST,96,2026,96,0.8854166666666666,0.3368250674821726,3.013168467192729,3.0009108645937306,1.3235676572478503,-0.012257602598998258,-0.40680110295121064,0.13541666666666666,0.75
test,LRBN-BP-safe-controller,ETTm1,PatchTST,192,2026,96,0.8854166666666666,0.3406060932703767,4.215013369115137,4.209793244110402,1.5825282954207047,-0.005220125004734066,-0.12384598897360745,0.13541666666666666,0.75
val,LRBN-BP-stage3-gated,ETTh1,DLinear,96,2026,96,0.020833333333333332,0.020833333333333332,9.535620690105475,9.502536692034504,2.505941992468476,-0.033083998070970476,-0.34695169943793197,0.010416666666666666,0.010416666666666666
val,LRBN-BP-stage3-gated,ETTh1,DLinear,192,2026,96,0.020833333333333332,0.020833333333333332,10.618143575280191,10.599328566839823,2.6312605647604665,-0.018815008440369246,-0.17719677916628906,0.0,0.020833333333333332
val,LRBN-BP-stage3-gated,ETTh1,PatchTST,96,2026,96,0.041666666666666664,0.041666666666666664,10.528241004299185,10.358187562085263,2.5835269196379294,-0.1700534422139223,-1.6152122845873258,0.010416666666666666,0.03125
val,LRBN-BP-stage3-gated,ETTh1,PatchTST,192,2026,96,0.052083333333333336,0.052083333333333336,11.609037853274186,11.742734705555428,2.7320871063398164,0.13369685228124395,1.1516617815865584,0.020833333333333332,0.03125
val,LRBN-BP-stage3-gated,ETTm1,DLinear,96,2026,96,0.08333333333333333,0.08333333333333333,5.436033967295309,5.348539219597561,1.7024436070631166,-0.08749474769774766,-1.6095327597875055,0.020833333333333332,0.0625
val,LRBN-BP-stage3-gated,ETTm1,DLinear,192,2026,96,0.041666666666666664,0.041666666666666664,8.33279445849474,8.190548339764327,2.187935798936405,-0.14224611873041504,-1.707063809964699,0.010416666666666666,0.03125
val,LRBN-BP-stage3-gated,ETTm1,PatchTST,96,2026,96,0.08333333333333333,0.08333333333333333,5.742462045489039,5.618800362996574,1.7473850044862482,-0.12366168249246412,-2.153461029390003,0.010416666666666666,0.07291666666666667
val,LRBN-BP-stage3-gated,ETTm1,PatchTST,192,2026,96,0.0625,0.0625,8.575089807437628,8.196790038019602,2.1912503444222886,-0.37829976941802784,-4.41161290985834,0.010416666666666666,0.052083333333333336
test,LRBN-BP-stage3-gated,ETTh1,DLinear,96,2026,96,0.020833333333333332,0.020833333333333332,5.294718415187439,5.210923122308993,1.7544064278721188,-0.08379529287844543,-1.5826203803364463,0.0,0.020833333333333332
test,LRBN-BP-stage3-gated,ETTh1,DLinear,192,2026,96,0.020833333333333332,0.020833333333333332,6.7713172839613245,6.782387705150174,2.0223935055495965,0.011070421188848656,0.16348991943889402,0.010416666666666666,0.010416666666666666
test,LRBN-BP-stage3-gated,ETTh1,PatchTST,96,2026,96,0.010416666666666666,0.010416666666666666,5.8042865388731295,5.791592250918036,1.850398580512979,-0.0126942879550944,-0.21870539726467908,0.0,0.010416666666666666
test,LRBN-BP-stage3-gated,ETTh1,PatchTST,192,2026,96,0.010416666666666666,0.010416666666666666,7.242316015180876,7.2266759395250135,2.0926453114122263,-0.015640075655862045,-0.21595406222930918,0.0,0.010416666666666666
test,LRBN-BP-stage3-gated,ETTm1,DLinear,96,2026,96,0.0625,0.0625,2.8177423433450954,2.7677215326301265,1.2565745793920755,-0.050020810714968666,-1.7752088176403515,0.020833333333333332,0.041666666666666664
test,LRBN-BP-stage3-gated,ETTm1,DLinear,192,2026,96,0.0625,0.0625,3.994698335172625,4.000221789896035,1.5371498819503158,0.005523454723409694,0.13826963255146796,0.03125,0.03125
test,LRBN-BP-stage3-gated,ETTm1,PatchTST,96,2026,96,0.07291666666666667,0.07291666666666667,3.013168467192729,2.937407385721764,1.305371085329148,-0.0757610814709639,-2.5143327379273774,0.041666666666666664,0.03125
test,LRBN-BP-stage3-gated,ETTm1,PatchTST,192,2026,96,0.08333333333333333,0.08333333333333333,4.215013369115137,4.196118048324446,1.5758883087900015,-0.0188953207906902,-0.4482861403077511,0.041666666666666664,0.041666666666666664
