split,method,dataset,backbone,horizon,seed,n,coverage,mean_strength,lrbn_mse,method_mse,method_mae,delta_mse_vs_lrbn,delta_pct_vs_lrbn,harm_rate_vs_lrbn,win_rate_vs_lrbn
test,LRBN-BP-repair-gate,ETTh1,DLinear,192,2026,96,0.2916666666666667,0.2680633299535741,6.7713172839613245,6.755954816889267,2.010496062089295,-0.015362467072056825,-0.22687560492487052,0.10416666666666667,0.1875
test,LRBN-BP-repair-gate,ETTh1,PatchTST,96,2026,96,0.6979166666666666,0.5729489079468432,5.8042865388731295,5.681690599944278,1.8286684970111233,-0.12259593892885344,-2.112162070162661,0.22916666666666666,0.46875
test,LRBN-BP-repair-gate,ETTh1,PatchTST,192,2026,96,0.71875,0.6399819570307393,7.242316015180876,7.138327051952349,2.0757882664306058,-0.10398896322852624,-1.4358523277217712,0.28125,0.4375
test,LRBN-BP-repair-gate,ETTm1,DLinear,96,2026,96,0.3020833333333333,0.279084390391063,2.8177423433450954,2.71672834446182,1.2509652124998463,-0.10101399888327596,-3.5849267326856906,0.0625,0.23958333333333334
test,LRBN-BP-repair-gate,ETTm1,DLinear,192,2026,96,0.6666666666666666,0.5062519646907205,3.994698335172625,3.9414500864512156,1.5224197991780466,-0.053248248721409354,-1.3329729586654977,0.28125,0.3854166666666667
test,LRBN-BP-repair-gate,ETTm1,PatchTST,96,2026,96,0.78125,0.6941376372800766,3.013168467192729,2.8789040551228666,1.294058149860288,-0.13426441206986153,-4.455921170227825,0.2708333333333333,0.5104166666666666
test,LRBN-BP-repair-gate,ETTm1,PatchTST,192,2026,96,0.8229166666666666,0.7432001369460016,4.215013369115137,4.139546121773236,1.5626371930441287,-0.07546724734190031,-1.790439093641582,0.34375,0.4791666666666667
val,LRBN-BP-safe-controller,ETTh1,DLinear,96,2026,96,0.9166666666666666,0.23282829857916487,9.535620690105475,9.504436004525678,2.505616393474542,-0.03118468557979831,-0.32703362015492177,0.13541666666666666,0.78125
val,LRBN-BP-safe-controller,ETTh1,DLinear,192,2026,96,0.6354166666666666,0.15902421847021553,10.618143575280191,10.606962527068909,2.632365762208772,-0.011181048211283675,-0.10530134690194606,0.0625,0.5729166666666666
val,LRBN-BP-safe-controller,ETTh1,PatchTST,96,2026,96,0.6875,0.1967939354468996,10.528241004299185,10.507003148024253,2.6095048664559797,-0.021237856274930883,-0.20172274025724168,0.125,0.5625
