feature,bin,n,mean_feature,mean_delta_mse_vs_lrbn,harm_rate_vs_lrbn,mean_win_size,mean_loss_size,win_loss_ratio,true_boundary_jump
norm_ratio,"(-inf, 0.25]",410,0.11563665554664028,-0.051215337188651344,0.48048780487804876,0.3181933322321434,0.23744614983806847,1.3400651855104426,0.9425680689736969
norm_ratio,"(0.25, 0.5]",188,0.3601866905972946,-0.5061604070404635,0.3191489361702128,0.9629112567485825,0.46824140567018985,2.056441879175459,0.8042316026639983
norm_ratio,"(0.5, 1.0]",140,0.6837896467029306,-0.40163981730539167,0.42142857142857143,1.3198362974186832,0.8589350113247206,1.5365962088530545,0.8036587931734469
norm_ratio,"(1.0, inf]",30,1.2068223065042776,-0.6583276675501307,0.3,1.3291166922822284,0.9068467234914304,1.46564644630193,0.9416380706486909
