config_id,sample_key,sample_id,split,dataset,backbone,horizon,seed,raw_gap,post_lrbn_gap,repair_ratio,conflict_cosine,norm_ratio,tail_volatility,anchor_disagreement,true_boundary_jump,mse_lrbn,mse_bp,delta_mse_vs_lrbn,harm_vs_lrbn,effective_strength
ETTh1_DLinear_96_seed2026,test::test_00039,test_00039,test,ETTh1,DLinear,96,2026,0.9766448709511546,1.9631683419641968,-1.010114800589791,-0.6973299877906992,0.21733927854332225,0.6292389570443315,0.42103777963427647,1.5637941500349208,6.862529209342103,7.173873553861416,0.3113443445193127,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00040,test_00040,test,ETTh1,DLinear,96,2026,1.2170333226508667,2.2654636436428857,-0.8614639140690608,-0.6936651193365649,0.24554923860612474,0.5945510994094428,0.25655206673546177,0.7097791937802569,8.622459299509297,10.475227397016958,1.8527680975076617,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00041,test_00041,test,ETTh1,DLinear,96,2026,7.67152911616383,5.501336033375028,0.28288924755611045,0.7337600177230087,0.34134527412015087,0.43494005555811593,0.44749466241636315,0.16324065602303037,4.707931821797694,2.4584469390782098,-2.2494848827194844,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00042,test_00042,test,ETTh1,DLinear,96,2026,5.929782634913268,4.434768377999432,0.2521195733319317,0.7403757211952864,0.3961821342302018,0.682896363883198,0.054961977129157735,0.0,0.9237043824685811,1.1283226302005755,0.20461824773199444,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00043,test_00043,test,ETTh1,DLinear,96,2026,0.7180479663059041,2.0957794619814023,-1.9187178330347354,-0.7105900210167866,0.16566752694270234,0.5054053726619635,0.26427623031225994,2.0874328945957377,1.5946497000012048,1.3685999541420673,-0.2260497458591375,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00044,test_00044,test,ETTh1,DLinear,96,2026,0.31885298900602393,1.731883123312195,-4.43160356068023,-0.7186577421246393,0.15447652676966112,0.5847127247613091,0.07228623255506209,1.0825830757461326,3.6970756151076656,3.040224097062168,-0.6568515180454977,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00045,test_00045,test,ETTh1,DLinear,96,2026,0.008072623489483437,0.9768035847840283,-120.0018163611852,-0.7151166696491992,0.12363817381305445,0.8177143413909594,0.08038669089279428,0.0856043442761782,4.319598602718859,3.776507656880931,-0.5430909458379278,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00046,test_00046,test,ETTh1,DLinear,96,2026,0.5199636737670368,1.6730302753436816,-2.217590588722613,-0.7075755728975961,0.1709430473419756,0.6169494450947495,0.11021965231347323,0.6840105025707426,3.4543496886963627,3.037463656226334,-0.41688603247002876,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00047,test_00047,test,ETTh1,DLinear,96,2026,1.330451190887081,3.3054498555442127,-1.4844577566615693,-0.701719360048182,0.1877501813626922,0.3335506052680619,0.4986750557175274,3.162939246211639,3.314611355321349,2.7482144894817275,-0.5663968658396215,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00048,test_00048,test,ETTh1,DLinear,96,2026,3.7521412512689887,4.222867255973917,-0.1254552958802495,-0.6525212789461758,0.6964082158957811,0.8130440982114563,0.7384183973792982,1.2114965254244072,2.1534622800051753,1.9729437841966135,-0.18051849580856172,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00049,test_00049,test,ETTh1,DLinear,96,2026,0.26113941907048294,0.9796250531095472,-2.7513486620316465,-0.6970380477634748,0.15652203784950444,0.8769798171994373,0.09095608409179591,0.0,1.3911686677491908,1.5707392950377768,0.17957062728858597,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00050,test_00050,test,ETTh1,DLinear,96,2026,3.775654295236712,2.4885452685093905,0.3408969507766544,0.7281599801272627,0.26967037249560394,0.679091966453261,0.6595571814412858,0.1030786748451659,2.708863961326314,2.087003025766125,-0.6218609355601892,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00051,test_00051,test,ETTh1,DLinear,96,2026,2.121035440083712,0.7318202606133225,0.654970285190549,0.7033129335744233,0.056132540196839456,0.45276513624029674,0.020540332994478976,0.30921086628387623,2.0362792522744466,1.9279000385838732,-0.10837921369057346,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00052,test_00052,test,ETTh1,DLinear,96,2026,2.5711603206432234,0.8523079574613919,0.668512327841597,0.7126513804790161,0.059154576444593626,0.41305246175171,0.18165564171144807,1.1911322303067293,2.552759412380767,2.4579603418471696,-0.09479907053359726,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00053,test_00053,test,ETTh1,DLinear,96,2026,7.832320194336249,4.584494731938196,0.4146696514387014,0.7255334321725782,0.18005485663374207,0.25964298567243876,0.3521503694641835,1.6253083013472502,2.900719551460346,3.722014511437068,0.8212949599767221,1,1.0
