scope,count,win_rate,harm_rate,mean_win,median_win,mean_loss,median_loss,p95_loss,top1_gain_share,top5_gain_share,gini_positive_gain,total_gain
overall,768,0.5768229166666666,0.4231770833333333,0.7355440434720207,0.36323354641781336,0.4114158831935147,0.2075714499063468,1.3857169568375245,0.08928929682088527,0.2927464901115391,0.6159715538033796,192.13584922021295
low_gap,173,0.4913294797687861,0.5086705202312138,0.14028841692126645,0.07098813295556816,0.1302833553068907,0.09503887310666426,0.3358577887318377,0.08859535368813401,0.29553261729301855,0.6100908942255181,0.4595801713012686
high_gap,194,0.6649484536082474,0.33505154639175255,1.339919898301132,0.9042850993948397,0.7356643984648344,0.5229945776979477,2.5284103626490437,0.07704516423943113,0.2146128845764874,0.5206419194602396,125.03148098063178
high_repair,116,0.5,0.5,0.10444472597751915,0.053557453496292484,0.10898901745736234,0.05831658163010678,0.32539227628109796,0.11256842691793512,0.2831822989516287,0.5852276419313638,-0.263568905830905
low_gap_high_repair,90,0.5,0.5,0.07836554780215699,0.042745378877601325,0.1027242091510995,0.05983026555336801,0.22379527314110362,0.16249726881681956,0.360632983330039,0.565867003411902,-1.0961397607024148
high_gap_low_repair,163,0.6380368098159509,0.3619631901840491,1.4006991164333595,0.9505711041123043,0.7362766364234947,0.5252149933458818,2.201798021151894,0.09141884671664789,0.2239175753413378,0.511986894791618,102.23238656008317
