split,method,dataset,backbone,horizon,seed,n,coverage,mean_boundary_gap,raw_mse,lrbn_mse,method_mse,method_mae,delta_vs_lrbn,delta_pct_vs_lrbn,win_rate_vs_lrbn,harm_rate_vs_lrbn
test,naive_smoothing,ETTm1,DLinear,96,2026,96,0.0,7380.780743458218,4.785306744021491,2.8177423433450954,4.290674375315132,1.561654943701172,1.4729320319700367,52.27348164822233,0.40625,0.59375
test,naive_smoothing,ETTm1,DLinear,192,2026,96,0.0,14837.015957787415,6.45562024879166,3.994698335172625,6.120344518209042,1.8985899175634764,2.1256461830364177,53.21168206868848,0.3020833333333333,0.6979166666666666
test,naive_smoothing,ETTm1,PatchTST,96,2026,96,0.0,7085.865710337518,3.065950966984565,3.013168467192729,2.8862199324888755,1.2939320457237413,-0.1269485347038525,-4.2131243461742,0.7916666666666666,0.20833333333333334
test,naive_smoothing,ETTm1,PatchTST,192,2026,96,0.0,18676.213959594555,4.224036328058323,4.215013369115137,4.051993554994934,1.5496703724875218,-0.16301981412020206,-3.867598971997227,0.8958333333333334,0.10416666666666667
test,ema_smoothing,ETTh1,DLinear,96,2026,96,0.0,3.2527853564844604,8.828207131934626,5.294718415187439,8.311265959865645,2.179377865338542,3.016547544678206,56.97276611213594,0.2708333333333333,0.7291666666666666
test,ema_smoothing,ETTh1,DLinear,192,2026,96,0.0,2.773809753257266,10.958442018326318,6.7713172839613245,10.465019070684464,2.471118453578559,3.6937017867231403,54.54923505086951,0.23958333333333334,0.7604166666666666
test,ema_smoothing,ETTh1,PatchTST,96,2026,96,0.0,3.4502061927577365,5.8298080218054125,5.8042865388731295,5.513273753784141,1.806396864448785,-0.2910127850889897,-5.013756344360485,0.7708333333333334,0.22916666666666666
test,ema_smoothing,ETTh1,PatchTST,192,2026,96,0.0,2.965997389121108,7.270392972436926,7.242316015180876,6.9001795037813265,2.0369544625336373,-0.3421365113995501,-4.724131206232533,0.8333333333333334,0.16666666666666666
test,ema_smoothing,ETTm1,DLinear,96,2026,96,0.0,7380.780743458218,4.785306744021491,2.8177423433450954,4.271442174730066,1.5585954141503908,1.4536998313849712,51.59094228963854,0.3958333333333333,0.6041666666666666
test,ema_smoothing,ETTm1,DLinear,192,2026,96,0.0,14837.015957787415,6.45562024879166,3.994698335172625,6.087110409166958,1.891547504238824,2.0924120739943337,52.37972665753096,0.3125,0.6875
test,ema_smoothing,ETTm1,PatchTST,96,2026,96,0.0,7085.865710337518,3.065950966984565,3.013168467192729,2.8802861790939924,1.2925680926182725,-0.13288228809873584,-4.410051714816109,0.7916666666666666,0.20833333333333334
test,ema_smoothing,ETTm1,PatchTST,192,2026,96,0.0,18676.213959594555,4.224036328058323,4.215013369115137,4.055319269096505,1.5492091294059247,-0.1596941000186313,-3.788697345775837,0.875,0.125
test,median_smoothing,ETTh1,DLinear,96,2026,96,0.0,3.2527853564844604,8.828207131934626,5.294718415187439,8.569271152950448,2.217263611343316,3.2745527377630075,61.84564456129857,0.25,0.75
test,median_smoothing,ETTh1,DLinear,192,2026,96,0.0,2.773809753257266,10.958442018326318,6.7713172839613245,10.47413371884405,2.473235191701389,3.702816434882724,54.68384177159893,0.23958333333333334,0.7604166666666666
test,median_smoothing,ETTh1,PatchTST,96,2026,96,0.0,3.4502061927577365,5.8298080218054125,5.8042865388731295,5.475714045298147,1.7969381194813367,-0.32857249357498236,-5.660859277162541,0.7604166666666666,0.23958333333333334
test,median_smoothing,ETTh1,PatchTST,192,2026,96,0.0,2.965997389121108,7.270392972436926,7.242316015180876,6.921358179808851,2.0373402068891058,-0.3209578353720259,-4.431701602858582,0.84375,0.15625
test,median_smoothing,ETTm1,DLinear,96,2026,96,0.0,7380.780743458218,4.785306744021491,2.8177423433450954,4.417695204734165,1.5903633037076823,1.5999528613890692,56.78137532658649,0.375,0.625
test,median_smoothing,ETTm1,DLinear,192,2026,96,0.0,14837.015957787415,6.45562024879166,3.994698335172625,6.217099734435248,1.9154055658165146,2.2224013992626226,55.63377274652726,0.3020833333333333,0.6979166666666666
test,median_smoothing,ETTm1,PatchTST,96,2026,96,0.0,7085.865710337518,3.065950966984565,3.013168467192729,2.9007448894047876,1.2997341355045575,-0.112423577787941,-3.7310750672887236,0.75,0.25
test,median_smoothing,ETTm1,PatchTST,192,2026,96,0.0,18676.213959594555,4.224036328058323,4.215013369115137,4.063417271206958,1.5524170860291884,-0.15159609790817843,-3.596574536615201,0.8854166666666666,0.11458333333333333
