split,method,dataset,backbone,horizon,seed,n,coverage,mean_boundary_gap,raw_mse,lrbn_mse,method_mse,method_mae,delta_vs_lrbn,delta_pct_vs_lrbn,win_rate_vs_lrbn,harm_rate_vs_lrbn
val,HalluGuard-LRBN-BP-always,ETTh1,PatchTST,96,2026,96,1.0,3.9794606129365704,10.584955679701597,10.528241004299185,10.321501137053382,2.5605469297960073,-0.20673986724580298,-1.9636695908178223,0.53125,0.46875
val,HalluGuard-LRBN-BP-always,ETTh1,PatchTST,192,2026,96,1.0,3.8731496737948348,11.66805422291551,11.609037853274186,11.406722352737567,2.6844304653515736,-0.20231550053661862,-1.7427413272262187,0.5520833333333334,0.4479166666666667
val,HalluGuard-LRBN-BP-always,ETTm1,DLinear,96,2026,96,1.0,4548.0471950276005,6.1284908718965925,5.436033967295309,5.149683238938606,1.6593776319218294,-0.2863507283567027,-5.267640517934658,0.5520833333333334,0.4479166666666667
val,HalluGuard-LRBN-BP-always,ETTm1,DLinear,192,2026,96,1.0,4.292044084564384,8.762769084396433,8.33279445849474,7.743102054473117,2.1167088765123654,-0.5896924040216242,-7.076766458733348,0.4791666666666667,0.5208333333333334
val,HalluGuard-LRBN-BP-always,ETTm1,PatchTST,96,2026,96,1.0,5485.11958454418,5.853425533887335,5.742462045489039,5.534217732562349,1.7314133017698052,-0.2082443129266911,-3.6263942349890734,0.5416666666666666,0.4583333333333333
val,HalluGuard-LRBN-BP-always,ETTm1,PatchTST,192,2026,96,1.0,5.6322349377094625,8.580086083009865,8.575089807437628,7.7495830567357915,2.113886002357583,-0.8255067507018375,-9.62680004847472,0.5729166666666666,0.4270833333333333
val,HalluGuard-BP-global,ETTh1,DLinear,96,2026,96,1.0,3.72022580998699,10.256048040432235,9.535620690105475,9.485264764613126,2.447370368531958,-0.05035592549234829,-0.5280823039845968,0.46875,0.53125
val,HalluGuard-BP-global,ETTh1,DLinear,192,2026,96,1.0,3.2847191714813064,11.535659465455899,10.618143575280191,10.844352073216541,2.647895419583998,0.22620849793634715,2.1303959220323585,0.375,0.625
val,HalluGuard-BP-global,ETTh1,PatchTST,96,2026,96,1.0,3.9794606129365704,10.584955679701597,10.528241004299185,10.199391863850318,2.5500911142524445,-0.32884914044886665,-3.1234955583010713,0.5520833333333334,0.4479166666666667
val,HalluGuard-BP-global,ETTh1,PatchTST,192,2026,96,1.0,3.8731496737948348,11.66805422291551,11.609037853274186,11.340080627545523,2.678781070079522,-0.2689572257286643,-2.316791700538107,0.59375,0.40625
val,HalluGuard-BP-global,ETTm1,DLinear,96,2026,96,1.0,4548.0471950276005,6.1284908718965925,5.436033967295309,5.9427099092312545,1.844984613090963,0.5066759419359463,9.320691225481296,0.3229166666666667,0.6770833333333334
val,HalluGuard-BP-global,ETTm1,DLinear,192,2026,96,1.0,4.292044084564384,8.762769084396433,8.33279445849474,8.001260201129599,2.1498433401749804,-0.33153425736514225,-3.978668364120006,0.46875,0.53125
val,HalluGuard-BP-global,ETTm1,PatchTST,96,2026,96,1.0,5485.11958454418,5.853425533887335,5.742462045489039,5.536566303281585,1.7303642024738444,-0.20589574220745446,-3.585495911298959,0.5104166666666666,0.4895833333333333
val,HalluGuard-BP-global,ETTm1,PatchTST,192,2026,96,1.0,5.6322349377094625,8.580086083009865,8.575089807437628,8.03720410338561,2.149981936699179,-0.5378857040520203,-6.272653878892506,0.59375,0.40625
val,matched_sparse_smoothing,ETTh1,DLinear,96,2026,96,0.0,3.72022580998699,10.256048040432235,9.535620690105475,10.145690388403413,2.5709375167100696,0.6100696982979382,6.397797453197669,0.3958333333333333,0.6041666666666666
val,matched_sparse_smoothing,ETTh1,DLinear,192,2026,96,0.0,3.2847191714813064,11.535659465455899,10.618143575280191,11.415955596093411,2.7232832596245657,0.7978120208132204,7.513667661447124,0.3125,0.6875
val,matched_sparse_smoothing,ETTh1,PatchTST,96,2026,96,0.0,3.9794606129365704,10.584955679701597,10.528241004299185,10.357965582626386,2.6049700924045136,-0.17027542167279716,-1.6173207038244517,0.5520833333333334,0.4479166666666667
val,matched_sparse_smoothing,ETTh1,PatchTST,192,2026,96,0.0,3.8731496737948348,11.66805422291551,11.609037853274186,11.422990255371689,2.720347243196614,-0.18604759790249492,-1.6026099672830691,0.6145833333333334,0.3854166666666667
val,matched_sparse_smoothing,ETTm1,DLinear,96,2026,96,0.0,4548.0471950276005,6.1284908718965925,5.436033967295309,6.0046703288788095,1.848481796267361,0.5686363615835006,10.460500503832847,0.2604166666666667,0.7395833333333334
val,matched_sparse_smoothing,ETTm1,DLinear,192,2026,96,0.0,4.292044084564384,8.762769084396433,8.33279445849474,8.680559876146594,2.248722897894965,0.3477654176518532,4.173454883193281,0.4270833333333333,0.5729166666666666
val,matched_sparse_smoothing,ETTm1,PatchTST,96,2026,96,0.0,5485.11958454418,5.853425533887335,5.742462045489039,5.709831705011427,1.7691294194227432,-0.03263034047761274,-0.5682291003807554,0.4895833333333333,0.5104166666666666
val,matched_sparse_smoothing,ETTm1,PatchTST,192,2026,96,0.0,5.6322349377094625,8.580086083009865,8.575089807437628,8.445978542971988,2.2157958070203994,-0.1291112644656425,-1.5056549518943807,0.5625,0.4375
val,naive_smoothing,ETTh1,DLinear,96,2026,96,0.0,3.72022580998699,10.256048040432235,9.535620690105475,9.817119502749492,2.536503321961806,0.2814988126440177,2.952076445751489,0.46875,0.53125
val,naive_smoothing,ETTh1,DLinear,192,2026,96,0.0,3.2847191714813064,11.535659465455899,10.618143575280191,11.040433420482719,2.6834662938151044,0.42228984520252605,3.9770590952258655,0.4375,0.5625
val,naive_smoothing,ETTh1,PatchTST,96,2026,96,0.0,3.9794606129365704,10.584955679701597,10.528241004299185,9.889156684107332,2.553746324153646,-0.6390843201918528,-6.070190826025585,0.8020833333333334,0.19791666666666666
val,naive_smoothing,ETTh1,PatchTST,192,2026,96,0.0,3.8731496737948348,11.66805422291551,11.609037853274186,10.871021536625536,2.657906555392795,-0.7380163166486492,-6.357256521519364,0.84375,0.15625
val,naive_smoothing,ETTm1,DLinear,96,2026,96,0.0,4548.0471950276005,6.1284908718965925,5.436033967295309,5.63410061290718,1.7811193170572917,0.1980666456118713,3.6435873366343294,0.3645833333333333,0.6354166666666666
val,naive_smoothing,ETTm1,DLinear,192,2026,96,0.0,4.292044084564384,8.762769084396433,8.33279445849474,8.431786571061279,2.2134130312282987,0.0989921125665381,1.1879821702169078,0.5,0.5
val,naive_smoothing,ETTm1,PatchTST,96,2026,96,0.0,5485.11958454418,5.853425533887335,5.742462045489039,5.480594101411568,1.7254536651692707,-0.26186794407747166,-4.560203298638423,0.6770833333333334,0.3229166666666667
val,naive_smoothing,ETTm1,PatchTST,192,2026,96,0.0,5.6322349377094625,8.580086083009865,8.575089807437628,8.19878241222292,2.182958960763889,-0.37630739521470913,-4.388378468636896,0.8854166666666666,0.11458333333333333
val,ema_smoothing,ETTh1,DLinear,96,2026,96,0.0,3.72022580998699,10.256048040432235,9.535620690105475,9.814409355198991,2.537253762760417,0.27878866509351585,2.923655143817046,0.4583333333333333,0.5416666666666666
val,ema_smoothing,ETTh1,DLinear,192,2026,96,0.0,3.2847191714813064,11.535659465455899,10.618143575280191,11.070416366685356,2.687910728830295,0.4522727914051627,4.259433749155029,0.4375,0.5625
val,ema_smoothing,ETTh1,PatchTST,96,2026,96,0.0,3.9794606129365704,10.584955679701597,10.528241004299185,9.935950265650215,2.5619725598958336,-0.5922907386489689,-5.625733091069399,0.7916666666666666,0.20833333333333334
val,ema_smoothing,ETTh1,PatchTST,192,2026,96,0.0,3.8731496737948348,11.66805422291551,11.609037853274186,10.900059069588972,2.662479668739149,-0.7089787836852114,-6.107127843282405,0.84375,0.15625
val,ema_smoothing,ETTm1,DLinear,96,2026,96,0.0,4548.0471950276005,6.1284908718965925,5.436033967295309,5.6621852316800245,1.7874495915364583,0.22615126438471636,4.160225365207097,0.3854166666666667,0.6145833333333334
val,ema_smoothing,ETTm1,DLinear,192,2026,96,0.0,4.292044084564384,8.762769084396433,8.33279445849474,8.434670358184244,2.213660563563368,0.10187589968950377,1.2225898535561286,0.5,0.5
val,ema_smoothing,ETTm1,PatchTST,96,2026,96,0.0,5485.11958454418,5.853425533887335,5.742462045489039,5.479293429531313,1.7262738258897568,-0.2631686159577263,-4.582853372207682,0.7291666666666666,0.2708333333333333
val,ema_smoothing,ETTm1,PatchTST,192,2026,96,0.0,5.6322349377094625,8.580086083009865,8.575089807437628,8.192275805660037,2.1837470650716146,-0.3828140017775925,-4.464256467601432,0.8854166666666666,0.11458333333333333
val,median_smoothing,ETTh1,DLinear,96,2026,96,0.0,3.72022580998699,10.256048040432235,9.535620690105475,9.92873708152444,2.5473791687717013,0.3931163914189654,4.1226093589756285,0.4270833333333333,0.5729166666666666
val,median_smoothing,ETTh1,DLinear,192,2026,96,0.0,3.2847191714813064,11.535659465455899,10.618143575280191,11.111886103397538,2.69246401125217,0.4937425281173457,4.649989182683647,0.34375,0.65625
val,median_smoothing,ETTh1,PatchTST,96,2026,96,0.0,3.9794606129365704,10.584955679701597,10.528241004299185,9.989686810691616,2.5632074970703123,-0.538554193607568,-5.115329264177351,0.75,0.25
val,median_smoothing,ETTh1,PatchTST,192,2026,96,0.0,3.8731496737948348,11.66805422291551,11.609037853274186,10.931102482867225,2.6649136279405385,-0.6779353704069605,-5.839720555582359,0.8333333333333334,0.16666666666666666
val,median_smoothing,ETTm1,DLinear,96,2026,96,0.0,4548.0471950276005,6.1284908718965925,5.436033967295309,5.70211460591159,1.7976549002604163,0.2660806386162817,4.894756723884005,0.3645833333333333,0.6354166666666666
val,median_smoothing,ETTm1,DLinear,192,2026,96,0.0,4.292044084564384,8.762769084396433,8.33279445849474,8.492332895807102,2.222683191134983,0.1595384373123608,1.9145850520561476,0.4895833333333333,0.5104166666666666
val,median_smoothing,ETTm1,PatchTST,96,2026,96,0.0,5485.11958454418,5.853425533887335,5.742462045489039,5.522749324624217,1.7360391654947918,-0.2197127208648221,-3.8261066201526757,0.65625,0.34375
val,median_smoothing,ETTm1,PatchTST,192,2026,96,0.0,5.6322349377094625,8.580086083009865,8.575089807437628,8.20597317213447,2.1846159982096354,-0.36911663530315764,-4.304522088533126,0.84375,0.15625
test,raw_no_correction,ETTh1,DLinear,96,2026,96,0.0,3.2527853564844604,8.828207131934626,5.294718415187439,8.828207131934626,2.2619401772315544,3.5334887167471876,66.73610252696484,0.23958333333333334,0.7604166666666666
