split,method,config_id,sample_key,dataset,backbone,horizon,seed,boundary_gap,selected,raw_mse,lrbn_mse,method_mse,delta_vs_lrbn,case_type
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00009,ETTh1,DLinear,96,2026,3.6706540050634002,False,9.308576377791278,5.326338337256666,5.326338337256666,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00010,ETTh1,DLinear,96,2026,6.269410073744523,False,5.2952502190555615,3.034062990717281,3.034062990717281,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00011,ETTh1,DLinear,96,2026,0.4509562825216495,False,3.1583913186694175,3.113883218296768,3.113883218296768,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00012,ETTh1,DLinear,96,2026,4.682977278983625,False,3.8252299269926233,2.3636962626575833,2.3636962626575833,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00013,ETTh1,DLinear,96,2026,0.8003013666004172,False,6.334921895523576,2.6808462044379557,2.6808462044379557,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00014,ETTh1,DLinear,96,2026,1.36669860762415,False,5.496824145530806,2.5350477675340946,2.5350477675340946,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00015,ETTh1,DLinear,96,2026,5.170998270224551,False,2.606365873389873,1.8348968596586224,1.8348968596586224,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00016,ETTh1,DLinear,96,2026,0.7860921798677347,False,2.3059166291474336,2.6103093799258112,2.6103093799258112,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00017,ETTh1,DLinear,96,2026,1.8316061513022792,False,5.1114979590230165,2.507930433523993,2.507930433523993,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00018,ETTh1,DLinear,96,2026,1.0497267005271487,False,18.971753870695768,12.54953829119926,12.54953829119926,0.0,bp_better_than_lrbn_top50
