variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,lrbn_equiv_rate,active_patch_ratio,edit_energy_ratio,mean_delta_norm,mean_accept_score,shrink,residual_cap,gate_quantile,score_threshold,width_coef,energy_only_accept,calibration_score,target_variant
UTRE Uncertainty Teacher Residual Envelope,232,8.693541418812952,2.269410433754246,9.1261157455358,2.332075092367097,-0.432574326722851,-4.739960990089938,-2.68707721073157,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.2282543605192304,0.5,0.5114942528735632,0.00018338073995893532,0.09143772397761876,0.35142563619040723,0.25,0.2,0.5,0.26343318819999695,0.5,False,-1.0158230590554553,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.693541418812952,2.269410433754246,9.1261157455358,2.332075092367097,-0.432574326722851,-4.739960990089938,-2.68707721073157,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.2282543605192304,0.5,0.5114942528735632,0.00018338073995893532,0.09143772397761876,0.35142563619040723,0.25,0.2,0.5,0.26343318819999695,1.0,False,-1.0158230590554553,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.693541418812952,2.269410433754246,9.1261157455358,2.332075092367097,-0.432574326722851,-4.739960990089938,-2.68707721073157,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.2282543605192304,0.5,0.5114942528735632,0.00018338073995893532,0.09143772397761876,0.35142563619040723,0.25,0.2,0.5,0.26343318819999695,2.0,False,-1.0158230590554553,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.915883959802814,2.3017606457995043,9.1261157455358,2.332075092367097,-0.21023178573298976,-2.303628305453634,-1.2998915230827328,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.11093196902562394,0.75,0.2557471264367816,8.843108800012606e-05,0.047821462003229405,0.35142563619040723,0.25,0.2,0.75,0.42984645813703537,0.5,False,-2.303628305453634,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.915883959802814,2.3017606457995043,9.1261157455358,2.332075092367097,-0.21023178573298976,-2.303628305453634,-1.2998915230827328,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.11093196902562394,0.75,0.2557471264367816,8.843108800012606e-05,0.047821462003229405,0.35142563619040723,0.25,0.2,0.75,0.42984645813703537,1.0,False,-2.303628305453634,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.915883959802814,2.3017606457995043,9.1261157455358,2.332075092367097,-0.21023178573298976,-2.303628305453634,-1.2998915230827328,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.11093196902562394,0.75,0.2557471264367816,8.843108800012606e-05,0.047821462003229405,0.35142563619040723,0.25,0.2,0.75,0.42984645813703537,2.0,False,-2.303628305453634,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.040105569397905,2.319003591566916,9.1261157455358,2.332075092367097,-0.08601017613789629,-0.9424620335954261,-0.5605094272870362,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.045384565240461375,0.896551724137931,0.10919540229885058,3.262079069057576e-05,0.02002923478125819,0.35142563619040723,0.25,0.2,0.9,0.5949990212917329,0.5,False,4.094674247802241,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.040105569397905,2.319003591566916,9.1261157455358,2.332075092367097,-0.08601017613789629,-0.9424620335954261,-0.5605094272870362,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.045384565240461375,0.896551724137931,0.10919540229885058,3.262079069057576e-05,0.02002923478125819,0.35142563619040723,0.25,0.2,0.9,0.5949990212917329,1.0,False,4.094674247802241,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.040105569397905,2.319003591566916,9.1261157455358,2.332075092367097,-0.08601017613789629,-0.9424620335954261,-0.5605094272870362,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.045384565240461375,0.896551724137931,0.10919540229885058,3.262079069057576e-05,0.02002923478125819,0.35142563619040723,0.25,0.2,0.9,0.5949990212917329,2.0,False,4.094674247802241,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.437220555841977,2.2310666457510906,9.1261157455358,2.332075092367097,-0.6888951896938242,-7.548613321893792,-4.331269027891994,0.34051724137931033,0.6594827586206896,0.5862068965517241,1.0,8,8,False,1.0,232,0.34051724137931033,0.3635059255125029,0.0,1.0,0.0004913907081961007,0.20238491473556855,0.35142563619040723,0.25,0.35,0.0,0.03669367730617523,0.5,False,96.67552460914068,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.437220555841977,2.2310666457510906,9.1261157455358,2.332075092367097,-0.6888951896938242,-7.548613321893792,-4.331269027891994,0.34051724137931033,0.6594827586206896,0.5862068965517241,1.0,8,8,False,1.0,232,0.34051724137931033,0.3635059255125029,0.0,1.0,0.0004913907081961007,0.20238491473556855,0.35142563619040723,0.25,0.35,0.0,0.03669367730617523,1.0,False,96.67552460914068,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.437220555841977,2.2310666457510906,9.1261157455358,2.332075092367097,-0.6888951896938242,-7.548613321893792,-4.331269027891994,0.34051724137931033,0.6594827586206896,0.5862068965517241,1.0,8,8,False,1.0,232,0.34051724137931033,0.3635059255125029,0.0,1.0,0.0004913907081961007,0.20238491473556855,0.35142563619040723,0.25,0.35,0.0,0.03669367730617523,2.0,False,96.67552460914068,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.524161350253461,2.243684815150363,9.1261157455358,2.332075092367097,-0.6019543952823396,-6.5959539787472075,-3.790198571521831,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.3176303055195908,0.5,0.5114942528735632,0.0003888899723816644,0.13706237138443697,0.35142563619040723,0.25,0.35,0.5,0.26343318819999695,0.5,False,-2.871816047712725,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.524161350253461,2.243684815150363,9.1261157455358,2.332075092367097,-0.6019543952823396,-6.5959539787472075,-3.790198571521831,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.3176303055195908,0.5,0.5114942528735632,0.0003888899723816644,0.13706237138443697,0.35142563619040723,0.25,0.35,0.5,0.26343318819999695,1.0,False,-2.871816047712725,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.524161350253461,2.243684815150363,9.1261157455358,2.332075092367097,-0.6019543952823396,-6.5959539787472075,-3.790198571521831,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.3176303055195908,0.5,0.5114942528735632,0.0003888899723816644,0.13706237138443697,0.35142563619040723,0.25,0.35,0.5,0.26343318819999695,2.0,False,-2.871816047712725,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.817713066565537,2.2861957512987345,9.1261157455358,2.332075092367097,-0.30840267897026463,-3.379342178332446,-1.9673183347223393,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.16273331985297554,0.75,0.2557471264367816,0.00020837172837515075,0.07615910178327227,0.35142563619040723,0.25,0.35,0.75,0.42984645813703537,0.5,False,-3.379342178332446,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.817713066565537,2.2861957512987345,9.1261157455358,2.332075092367097,-0.30840267897026463,-3.379342178332446,-1.9673183347223393,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.16273331985297554,0.75,0.2557471264367816,0.00020837172837515075,0.07615910178327227,0.35142563619040723,0.25,0.35,0.75,0.42984645813703537,1.0,False,-3.379342178332446,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.817713066565537,2.2861957512987345,9.1261157455358,2.332075092367097,-0.30840267897026463,-3.379342178332446,-1.9673183347223393,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.16273331985297554,0.75,0.2557471264367816,0.00020837172837515075,0.07615910178327227,0.35142563619040723,0.25,0.35,0.75,0.42984645813703537,2.0,False,-3.379342178332446,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.98281600210893,2.3098784435943682,9.1261157455358,2.332075092367097,-0.14329974342687138,-1.57021614962474,-0.9517981968161742,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.0756142685264508,0.896551724137931,0.10919540229885058,8.743844849795642e-05,0.03332099808577429,0.35142563619040723,0.25,0.35,0.9,0.5949990212917329,0.5,False,2.8623260660531393,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.98281600210893,2.3098784435943682,9.1261157455358,2.332075092367097,-0.14329974342687138,-1.57021614962474,-0.9517981968161742,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.0756142685264508,0.896551724137931,0.10919540229885058,8.743844849795642e-05,0.03332099808577429,0.35142563619040723,0.25,0.35,0.9,0.5949990212917329,1.0,False,2.8623260660531393,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.98281600210893,2.3098784435943682,9.1261157455358,2.332075092367097,-0.14329974342687138,-1.57021614962474,-0.9517981968161742,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.0756142685264508,0.896551724137931,0.10919540229885058,8.743844849795642e-05,0.03332099808577429,0.35142563619040723,0.25,0.35,0.9,0.5949990212917329,2.0,False,2.8623260660531393,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.82648498031452,2.288805261854582,9.1261157455358,2.332075092367097,-0.29963076522128157,-3.2832233695866493,-1.8554218287651014,0.31896551724137934,0.6810344827586207,0.5172413793103449,1.0,8,8,False,1.0,232,0.31896551724137934,0.15810468740852907,0.0,1.0,0.00010620339172179211,0.09490516566627391,0.35142563619040723,0.5,0.1,0.0,0.03669367730617523,0.5,False,86.71677663041336,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.82648498031452,2.288805261854582,9.1261157455358,2.332075092367097,-0.29963076522128157,-3.2832233695866493,-1.8554218287651014,0.31896551724137934,0.6810344827586207,0.5172413793103449,1.0,8,8,False,1.0,232,0.31896551724137934,0.15810468740852907,0.0,1.0,0.00010620339172179211,0.09490516566627391,0.35142563619040723,0.5,0.1,0.0,0.03669367730617523,1.0,False,86.71677663041336,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.82648498031452,2.288805261854582,9.1261157455358,2.332075092367097,-0.29963076522128157,-3.2832233695866493,-1.8554218287651014,0.31896551724137934,0.6810344827586207,0.5172413793103449,1.0,8,8,False,1.0,232,0.31896551724137934,0.15810468740852907,0.0,1.0,0.00010620339172179211,0.09490516566627391,0.35142563619040723,0.5,0.1,0.0,0.03669367730617523,2.0,False,86.71677663041336,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.887421385424334,2.297902227181543,9.1261157455358,2.332075092367097,-0.23869436011146766,-2.6155087937239587,-1.4653415385665807,0.10775862068965517,0.3922413793103448,0.1724137931034483,1.0,8,8,False,0.5,116,0.21551724137931033,0.12595067520430323,0.5,0.5114942528735632,5.379979825597141e-05,0.04922922764071271,0.35142563619040723,0.5,0.1,0.5,0.26343318819999695,0.5,False,-1.21895706958603,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.887421385424334,2.297902227181543,9.1261157455358,2.332075092367097,-0.23869436011146766,-2.6155087937239587,-1.4653415385665807,0.10775862068965517,0.3922413793103448,0.1724137931034483,1.0,8,8,False,0.5,116,0.21551724137931033,0.12595067520430323,0.5,0.5114942528735632,5.379979825597141e-05,0.04922922764071271,0.35142563619040723,0.5,0.1,0.5,0.26343318819999695,1.0,False,-1.21895706958603,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.887421385424334,2.297902227181543,9.1261157455358,2.332075092367097,-0.23869436011146766,-2.6155087937239587,-1.4653415385665807,0.10775862068965517,0.3922413793103448,0.1724137931034483,1.0,8,8,False,0.5,116,0.21551724137931033,0.12595067520430323,0.5,0.5114942528735632,5.379979825597141e-05,0.04922922764071271,0.35142563619040723,0.5,0.1,0.5,0.26343318819999695,2.0,False,-1.21895706958603,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.012220140231616,2.3159285164491292,9.1261157455358,2.332075092367097,-0.11389560530418617,-1.2480184161054173,-0.6923694653563651,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.06009873205284784,0.75,0.2557471264367816,2.3966727937207603e-05,0.024769678457143028,0.35142563619040723,0.5,0.1,0.75,0.42984645813703537,0.5,False,-0.849993057162374,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.012220140231616,2.3159285164491292,9.1261157455358,2.332075092367097,-0.11389560530418617,-1.2480184161054173,-0.6923694653563651,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.06009873205284784,0.75,0.2557471264367816,2.3966727937207603e-05,0.024769678457143028,0.35142563619040723,0.5,0.1,0.75,0.42984645813703537,1.0,False,-0.849993057162374,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.012220140231616,2.3159285164491292,9.1261157455358,2.332075092367097,-0.11389560530418617,-1.2480184161054173,-0.6923694653563651,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.06009873205284784,0.75,0.2557471264367816,2.3966727937207603e-05,0.024769678457143028,0.35142563619040723,0.5,0.1,0.75,0.42984645813703537,2.0,False,-0.849993057162374,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.08202136984421,2.325483740498174,9.1261157455358,2.332075092367097,-0.044094375691593364,-0.48316695594008724,-0.282638919399842,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.023267061645171984,0.896551724137931,0.10919540229885058,8.694182702506853e-06,0.010266174228323712,0.35142563619040723,0.5,0.1,0.9,0.5949990212917329,0.5,False,4.996319397363369,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.08202136984421,2.325483740498174,9.1261157455358,2.332075092367097,-0.044094375691593364,-0.48316695594008724,-0.282638919399842,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.023267061645171984,0.896551724137931,0.10919540229885058,8.694182702506853e-06,0.010266174228323712,0.35142563619040723,0.5,0.1,0.9,0.5949990212917329,1.0,False,4.996319397363369,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.08202136984421,2.325483740498174,9.1261157455358,2.332075092367097,-0.044094375691593364,-0.48316695594008724,-0.282638919399842,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.023267061645171984,0.896551724137931,0.10919540229885058,8.694182702506853e-06,0.010266174228323712,0.35142563619040723,0.5,0.1,0.9,0.5949990212917329,2.0,False,4.996319397363369,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.584183793654535,2.253299850192724,9.1261157455358,2.332075092367097,-0.5419319518812666,-5.93825419705569,-3.3779033142807022,0.3448275862068966,0.6551724137931034,0.5862068965517241,1.0,8,8,False,1.0,232,0.3448275862068966,0.28595855898043154,0.0,1.0,0.0003698622397808807,0.1777435728393203,0.35142563619040723,0.5,0.2,0.0,0.03669367730617523,0.5,False,99.0617458029443,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.584183793654535,2.253299850192724,9.1261157455358,2.332075092367097,-0.5419319518812666,-5.93825419705569,-3.3779033142807022,0.3448275862068966,0.6551724137931034,0.5862068965517241,1.0,8,8,False,1.0,232,0.3448275862068966,0.28595855898043154,0.0,1.0,0.0003698622397808807,0.1777435728393203,0.35142563619040723,0.5,0.2,0.0,0.03669367730617523,1.0,False,99.0617458029443,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.584183793654535,2.253299850192724,9.1261157455358,2.332075092367097,-0.5419319518812666,-5.93825419705569,-3.3779033142807022,0.3448275862068966,0.6551724137931034,0.5862068965517241,1.0,8,8,False,1.0,232,0.3448275862068966,0.28595855898043154,0.0,1.0,0.0003698622397808807,0.1777435728393203,0.35142563619040723,0.5,0.2,0.0,0.03669367730617523,2.0,False,99.0617458029443,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.679771765785338,2.267557246318373,9.1261157455358,2.332075092367097,-0.446343979750464,-4.890842848226151,-2.7665423803563445,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.23552012538835818,0.5,0.5114942528735632,0.00020613544160602356,0.09654823909835414,0.35142563619040723,0.5,0.2,0.5,0.26343318819999695,0.5,False,-1.1667049171916681,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.679771765785338,2.267557246318373,9.1261157455358,2.332075092367097,-0.446343979750464,-4.890842848226151,-2.7665423803563445,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.23552012538835818,0.5,0.5114942528735632,0.00020613544160602356,0.09654823909835414,0.35142563619040723,0.5,0.2,0.5,0.26343318819999695,1.0,False,-1.1667049171916681,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.679771765785338,2.267557246318373,9.1261157455358,2.332075092367097,-0.446343979750464,-4.890842848226151,-2.7665423803563445,0.1206896551724138,0.3793103448275862,0.1724137931034483,1.0,8,8,False,0.5,116,0.2413793103448276,0.23552012538835818,0.5,0.5114942528735632,0.00020613544160602356,0.09654823909835414,0.35142563619040723,0.5,0.2,0.5,0.26343318819999695,2.0,False,-1.1667049171916681,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.911636055666204,2.3013242995819074,9.1261157455358,2.332075092367097,-0.21447968986959742,-2.35017498807744,-1.318602164826389,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.11317343964084517,0.75,0.2557471264367816,9.392397235560111e-05,0.04904869843270563,0.35142563619040723,0.5,0.2,0.75,0.42984645813703537,0.5,False,-2.35017498807744,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.911636055666204,2.3013242995819074,9.1261157455358,2.332075092367097,-0.21447968986959742,-2.35017498807744,-1.318602164826389,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.11317343964084517,0.75,0.2557471264367816,9.392397235560111e-05,0.04904869843270563,0.35142563619040723,0.5,0.2,0.75,0.42984645813703537,1.0,False,-2.35017498807744,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.911636055666204,2.3013242995819074,9.1261157455358,2.332075092367097,-0.21447968986959742,-2.35017498807744,-1.318602164826389,0.06465517241379311,0.1853448275862069,0.13793103448275862,1.0,8,8,False,0.25,58,0.25862068965517243,0.11317343964084517,0.75,0.2557471264367816,9.392397235560111e-05,0.04904869843270563,0.35142563619040723,0.5,0.2,0.75,0.42984645813703537,2.0,False,-2.35017498807744,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.041792030360801,2.3192815718271107,9.1261157455358,2.332075092367097,-0.08432371517500044,-0.9239825291921128,-0.54858955987313,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.04449467870571779,0.896551724137931,0.10919540229885058,3.4079612584430735e-05,0.020371991720886627,0.35142563619040723,0.5,0.2,0.9,0.5949990212917329,0.5,False,4.130951482900427,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.041792030360801,2.3192815718271107,9.1261157455358,2.332075092367097,-0.08432371517500044,-0.9239825291921128,-0.54858955987313,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.04449467870571779,0.896551724137931,0.10919540229885058,3.4079612584430735e-05,0.020371991720886627,0.35142563619040723,0.5,0.2,0.9,0.5949990212917329,1.0,False,4.130951482900427,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,9.041792030360801,2.3192815718271107,9.1261157455358,2.332075092367097,-0.08432371517500044,-0.9239825291921128,-0.54858955987313,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.04449467870571779,0.896551724137931,0.10919540229885058,3.4079612584430735e-05,0.020371991720886627,0.35142563619040723,0.5,0.2,0.9,0.5949990212917329,2.0,False,4.130951482900427,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.311879785755837,2.212593349383497,9.1261157455358,2.332075092367097,-0.8142359597799657,-8.922042866770099,-5.123408884316132,0.35344827586206895,0.646551724137931,0.5862068965517241,1.0,8,8,False,1.0,232,0.35344827586206895,0.42964387119167435,0.0,1.0,0.0008929590368468652,0.2762693009318978,0.35142563619040723,0.5,0.35,0.0,0.03669367730617523,0.5,False,97.62968127116093,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.311879785755837,2.212593349383497,9.1261157455358,2.332075092367097,-0.8142359597799657,-8.922042866770099,-5.123408884316132,0.35344827586206895,0.646551724137931,0.5862068965517241,1.0,8,8,False,1.0,232,0.35344827586206895,0.42964387119167435,0.0,1.0,0.0008929590368468652,0.2762693009318978,0.35142563619040723,0.5,0.35,0.0,0.03669367730617523,1.0,False,97.62968127116093,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.311879785755837,2.212593349383497,9.1261157455358,2.332075092367097,-0.8142359597799657,-8.922042866770099,-5.123408884316132,0.35344827586206895,0.646551724137931,0.5862068965517241,1.0,8,8,False,1.0,232,0.35344827586206895,0.42964387119167435,0.0,1.0,0.0008929590368468652,0.2762693009318978,0.35142563619040723,0.5,0.35,0.0,0.03669367730617523,2.0,False,97.62968127116093,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.425787182855233,2.2291636640031762,9.1261157455358,2.332075092367097,-0.700328562680569,-7.673895241310698,-4.4128693908469785,0.12931034482758622,0.3706896551724138,0.1724137931034483,1.0,8,8,False,0.5,116,0.25862068965517243,0.36953891702043234,0.5,0.5114942528735632,0.0005821251528246841,0.16265936150093785,0.35142563619040723,0.5,0.35,0.5,0.26343318819999695,0.5,False,-2.3980331723451798,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.425787182855233,2.2291636640031762,9.1261157455358,2.332075092367097,-0.700328562680569,-7.673895241310698,-4.4128693908469785,0.12931034482758622,0.3706896551724138,0.1724137931034483,1.0,8,8,False,0.5,116,0.25862068965517243,0.36953891702043234,0.5,0.5114942528735632,0.0005821251528246841,0.16265936150093785,0.35142563619040723,0.5,0.35,0.5,0.26343318819999695,1.0,False,-2.3980331723451798,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.425787182855233,2.2291636640031762,9.1261157455358,2.332075092367097,-0.700328562680569,-7.673895241310698,-4.4128693908469785,0.12931034482758622,0.3706896551724138,0.1724137931034483,1.0,8,8,False,0.5,116,0.25862068965517243,0.36953891702043234,0.5,0.5114942528735632,0.0005821251528246841,0.16265936150093785,0.35142563619040723,0.5,0.35,0.5,0.26343318819999695,2.0,False,-2.3980331723451798,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.786950944950496,2.2822408634641067,9.1261157455358,2.332075092367097,-0.3391648005853057,-3.716420103257745,-2.136904975847814,0.06896551724137931,0.1810344827586207,0.13793103448275862,1.0,8,8,False,0.25,58,0.27586206896551724,0.17896541677525707,0.75,0.2557471264367816,0.0002768051334826011,0.08438770509063526,0.35142563619040723,0.5,0.35,0.75,0.42984645813703537,0.5,False,-3.716420103257745,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.786950944950496,2.2822408634641067,9.1261157455358,2.332075092367097,-0.3391648005853057,-3.716420103257745,-2.136904975847814,0.06896551724137931,0.1810344827586207,0.13793103448275862,1.0,8,8,False,0.25,58,0.27586206896551724,0.17896541677525707,0.75,0.2557471264367816,0.0002768051334826011,0.08438770509063526,0.35142563619040723,0.5,0.35,0.75,0.42984645813703537,1.0,False,-3.716420103257745,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.786950944950496,2.2822408634641067,9.1261157455358,2.332075092367097,-0.3391648005853057,-3.716420103257745,-2.136904975847814,0.06896551724137931,0.1810344827586207,0.13793103448275862,1.0,8,8,False,0.25,58,0.27586206896551724,0.17896541677525707,0.75,0.2557471264367816,0.0002768051334826011,0.08438770509063526,0.35142563619040723,0.5,0.35,0.75,0.42984645813703537,2.0,False,-3.716420103257745,UTRE Uncertainty Teacher Residual Envelope
UTRE Uncertainty Teacher Residual Envelope,232,8.987652757848029,2.310582497071678,9.1261157455358,2.332075092367097,-0.13846298768777357,-1.5172170877164468,-0.9216081966487127,0.021551724137931036,0.08189655172413793,0.034482758620689655,0.875,7,8,False,0.10344827586206896,24,0.20833333333333334,0.07306208149172919,0.896551724137931,0.10919540229885058,0.00010116314392658615,0.03522143302140618,0.35142563619040723,0.5,0.35,0.9,0.5949990212917329,0.5,False,2.9663688686558642,UTRE Uncertainty Teacher Residual Envelope
