variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,accept_precision,mean_expected_harm,observed_selected_harm,expected_observed_harm_gap_pp,mean_accept_score,k_max,tau_leave,tau_utility,beta_harm,base_floor,delta_cap,lam,temporal_q,local_lam,risk_tau,deadzone,agreement_tau,margin,calibration_score,target_variant
Residual-Prior Convex Mixer,232,9.078346518799162,2.326655966738698,9.1261157455358,2.332075092367097,-0.04776922673663966,-0.5234343724783753,-0.23237354675664487,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.025206152163199616,0.6810344827586207,0.0014602945643405524,0.31896551724137934,31.75052226770388,0.9974656256124623,2,0.55,0.03,2.5,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,142.81693278676357,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.05889642459978,2.3240838696805466,9.1261157455358,2.332075092367097,-0.06721932093602288,-0.7365600298817826,-0.34266575199226573,0.28879310344827586,0.7112068965517241,0.5862068965517241,0.75,6,8,False,1.0,232,0.28879310344827586,0.03546928739628854,0.7112068965517241,0.0014602945643405524,0.28879310344827586,28.73328088839353,0.9974656256124623,2,0.55,0.0,2.5,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.4510854861606,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.05889642459978,2.3240838696805466,9.1261157455358,2.332075092367097,-0.06721932093602288,-0.7365600298817826,-0.34266575199226573,0.28879310344827586,0.7112068965517241,0.5862068965517241,0.75,6,8,False,1.0,232,0.28879310344827586,0.03546928739628854,0.7112068965517241,0.0014602945643405524,0.28879310344827586,28.73328088839353,0.9974656256124623,2,0.55,0.03,2.5,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.4510854861606,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.043394885113912,2.3220173137308255,9.1261157455358,2.332075092367097,-0.08272086042188972,-0.906419145206557,-0.43128022018085277,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.04364890824715126,0.7155172413793104,0.0014602945643405524,0.28448275862068967,28.30224640563491,0.9974656256124623,2,0.55,0.0,2.5,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.08756188324097,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.043394885113912,2.3220173137308255,9.1261157455358,2.332075092367097,-0.08272086042188972,-0.906419145206557,-0.43128022018085277,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.04364890824715126,0.7155172413793104,0.0014602945643405524,0.28448275862068967,28.30224640563491,0.9974656256124623,2,0.55,0.03,2.5,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.08756188324097,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.098207657192933,2.328898788646831,9.1261157455358,2.332075092367097,-0.027908088342868207,-0.305804671893829,-0.13620074743914173,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.01472612326828379,0.6810344827586207,0.0014602945643405524,0.31896551724137934,31.75052226770388,0.9974656256124623,2,0.55,0.0,2.5,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.3489633541956,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.098207657192933,2.328898788646831,9.1261157455358,2.332075092367097,-0.027908088342868207,-0.305804671893829,-0.13620074743914173,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.01472612326828379,0.6810344827586207,0.0014602945643405524,0.31896551724137934,31.75052226770388,0.9974656256124623,2,0.55,0.03,2.5,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.3489633541956,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.086501654261614,2.327342036405963,9.1261157455358,2.332075092367097,-0.03961409127418786,-0.4340739514525358,-0.20295469714204895,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.020902972073822152,0.7155172413793104,0.0014602945643405524,0.28448275862068967,28.30224640563491,0.9974656256124623,2,0.55,0.0,2.5,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.24228516219486,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.086501654261614,2.327342036405963,9.1261157455358,2.332075092367097,-0.03961409127418786,-0.4340739514525358,-0.20295469714204895,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.020902972073822152,0.7155172413793104,0.0014602945643405524,0.28448275862068967,28.30224640563491,0.9974656256124623,2,0.55,0.03,2.5,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.24228516219486,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.077055244372453,2.3260655188114616,9.1261157455358,2.332075092367097,-0.04906050116334834,-0.5375835950096126,-0.2576921107530268,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.0258875125683724,0.7198275862068966,0.0014602945643405524,0.2801724137931034,27.871211922876288,0.9974656256124623,2,0.55,0.0,2.5,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.0409634417323,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.077055244372453,2.3260655188114616,9.1261157455358,2.332075092367097,-0.04906050116334834,-0.5375835950096126,-0.2576921107530268,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.0258875125683724,0.7198275862068966,0.0014602945643405524,0.2801724137931034,27.871211922876288,0.9974656256124623,2,0.55,0.03,2.5,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.0409634417323,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.111957905580867,2.3304594053235337,9.1261157455358,2.332075092367097,-0.014157839954935024,-0.1551354413442011,-0.06928108970090918,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.007470597549627054,0.6810344827586207,0.0014602945643405524,0.31896551724137934,31.75052226770388,0.9974656256124623,2,0.55,0.0,2.5,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.71729835630492,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.111957905580867,2.3304594053235337,9.1261157455358,2.332075092367097,-0.014157839954935024,-0.1551354413442011,-0.06928108970090918,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.007470597549627054,0.6810344827586207,0.0014602945643405524,0.31896551724137934,31.75052226770388,0.9974656256124623,2,0.55,0.03,2.5,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.71729835630492,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.1059076829856,2.3296545702505553,9.1261157455358,2.332075092367097,-0.020208062550199666,-0.22143114432820912,-0.10379263146735691,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.01066308865270152,0.7198275862068966,0.0014602945643405524,0.2801724137931034,27.871211922876288,0.9974656256124623,2,0.55,0.0,2.5,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.81384860988382,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.1059076829856,2.3296545702505553,9.1261157455358,2.332075092367097,-0.020208062550199666,-0.22143114432820912,-0.10379263146735691,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.01066308865270152,0.7198275862068966,0.0014602945643405524,0.2801724137931034,27.871211922876288,0.9974656256124623,2,0.55,0.03,2.5,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.81384860988382,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.10098834893242,2.328991287107283,9.1261157455358,2.332075092367097,-0.02512739660338269,-0.27533506342102554,-0.13223438887898564,0.27586206896551724,0.7241379310344828,0.5862068965517241,0.75,6,8,False,1.0,232,0.27586206896551724,0.013258849378948175,0.7241379310344828,0.0014602945643405524,0.27586206896551724,27.44017744011767,0.9974656256124623,2,0.55,0.0,2.5,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,127.73379600693465,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.10098834893242,2.328991287107283,9.1261157455358,2.332075092367097,-0.02512739660338269,-0.27533506342102554,-0.13223438887898564,0.27586206896551724,0.7241379310344828,0.5862068965517241,0.75,6,8,False,1.0,232,0.27586206896551724,0.013258849378948175,0.7241379310344828,0.0014602945643405524,0.27586206896551724,27.44017744011767,0.9974656256124623,2,0.55,0.03,2.5,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,127.73379600693465,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.078345766477167,2.3266569210638077,9.1261157455358,2.332075092367097,-0.04776997905863473,-0.5234426160949925,-0.23233262504238983,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.025206549137234555,0.6810344827586207,0.0014586384912356734,0.31896551724137934,31.750687875014368,0.9963904837345174,2,0.55,0.0,4.0,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,142.8169126339259,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.078345766477167,2.3266569210638077,9.1261157455358,2.332075092367097,-0.04776997905863473,-0.5234426160949925,-0.23233262504238983,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.025206549137234555,0.6810344827586207,0.0014586384912356734,0.31896551724137934,31.750687875014368,0.9963904837345174,2,0.55,0.03,4.0,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,142.8169126339259,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.058904099824362,2.3240860348617423,9.1261157455358,2.332075092367097,-0.06721164571143964,-0.7364759281150758,-0.34257290844732713,0.28879310344827586,0.7112068965517241,0.5862068965517241,0.75,6,8,False,1.0,232,0.28879310344827586,0.035465237448404754,0.7112068965517241,0.0014586384912356734,0.28879310344827586,28.73344649570402,0.9963904837345174,2,0.55,0.0,4.0,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.4512910863638,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.058904099824362,2.3240860348617423,9.1261157455358,2.332075092367097,-0.06721164571143964,-0.7364759281150758,-0.34257290844732713,0.28879310344827586,0.7112068965517241,0.5862068965517241,0.75,6,8,False,1.0,232,0.28879310344827586,0.035465237448404754,0.7112068965517241,0.0014586384912356734,0.28879310344827586,28.73344649570402,0.9963904837345174,2,0.55,0.03,4.0,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.4512910863638,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.043408311371273,2.3220204147964645,9.1261157455358,2.332075092367097,-0.08270743416452785,-0.9062720261285104,-0.4311472456623307,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.04364182368017864,0.7155172413793104,0.0014586384912356734,0.28448275862068967,28.3024120129454,0.9963904837345174,2,0.55,0.0,4.0,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.0879215393282,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.043408311371273,2.3220204147964645,9.1261157455358,2.332075092367097,-0.08270743416452785,-0.9062720261285104,-0.4311472456623307,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.04364182368017864,0.7155172413793104,0.0014586384912356734,0.28448275862068967,28.3024120129454,0.9963904837345174,2,0.55,0.03,4.0,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.0879215393282,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.098207707499482,2.3288993637450033,9.1261157455358,2.332075092367097,-0.027908038036320117,-0.3058041206565928,-0.1361760870767198,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.01472609672327579,0.6810344827586207,0.0014586384912356734,0.31896551724137934,31.750687875014368,0.9963904837345174,2,0.55,0.0,4.0,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.34896470178307,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.098207707499482,2.3288993637450033,9.1261157455358,2.332075092367097,-0.027908038036320117,-0.3058041206565928,-0.1361760870767198,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.01472609672327579,0.6810344827586207,0.0014586384912356734,0.31896551724137934,31.750687875014368,0.9963904837345174,2,0.55,0.03,4.0,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.34896470178307,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.086507402325742,2.327343455474766,9.1261157455358,2.332075092367097,-0.03960834321005981,-0.4340109666703813,-0.20289384709474687,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.020899939021186524,0.7155172413793104,0.0014586384912356734,0.28448275862068967,28.3024120129454,0.9963904837345174,2,0.55,0.0,4.0,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.24243913855608,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.086507402325742,2.327343455474766,9.1261157455358,2.332075092367097,-0.03960834321005981,-0.4340109666703813,-0.20289384709474687,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.020899939021186524,0.7155172413793104,0.0014586384912356734,0.28448275862068967,28.3024120129454,0.9963904837345174,2,0.55,0.03,4.0,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.24243913855608,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.077065100382544,2.3260675594256415,9.1261157455358,2.332075092367097,-0.04905064515325762,-0.5374755971455089,-0.2576046086748226,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.025882311896160592,0.7198275862068966,0.0014586384912356734,0.2801724137931034,27.871377530186773,0.9963904837345174,2,0.55,0.0,4.0,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.04122745976275,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.077065100382544,2.3260675594256415,9.1261157455358,2.332075092367097,-0.04905064515325762,-0.5374755971455089,-0.2576046086748226,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.025882311896160592,0.7198275862068966,0.0014586384912356734,0.2801724137931034,27.871377530186773,0.9963904837345174,2,0.55,0.03,4.0,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.04122745976275,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.111958090802418,2.330459714630887,9.1261157455358,2.332075092367097,-0.014157654733383925,-0.15513341176716022,-0.06926782651941071,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.0074704998146851295,0.6810344827586207,0.0014586384912356734,0.31896551724137934,31.750687875014368,0.9963904837345174,2,0.55,0.0,4.0,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.71730331793023,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.111958090802418,2.330459714630887,9.1261157455358,2.332075092367097,-0.014157654733383925,-0.15513341176716022,-0.06926782651941071,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.0074704998146851295,0.6810344827586207,0.0014586384912356734,0.31896551724137934,31.750687875014368,0.9963904837345174,2,0.55,0.03,4.0,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.71730331793023,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.105911011091504,2.329655311337007,9.1261157455358,2.332075092367097,-0.020204734444299342,-0.22139467639385435,-0.10376085348340568,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.010661332527483056,0.7198275862068966,0.0014586384912356734,0.2801724137931034,27.871377530186773,0.9963904837345174,2,0.55,0.0,4.0,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.81393776157475,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.105911011091504,2.329655311337007,9.1261157455358,2.332075092367097,-0.020204734444299342,-0.22139467639385435,-0.10376085348340568,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.010661332527483056,0.7198275862068966,0.0014586384912356734,0.2801724137931034,27.871377530186773,0.9963904837345174,2,0.55,0.03,4.0,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.81393776157475,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.100994004891806,2.328992381710392,9.1261157455358,2.332075092367097,-0.02512174064399535,-0.2752730878824976,-0.13218745200684412,0.27586206896551724,0.7241379310344828,0.5862068965517241,0.75,6,8,False,1.0,232,0.27586206896551724,0.013255864926766602,0.7241379310344828,0.0014586384912356734,0.27586206896551724,27.440343047428158,0.9963904837345174,2,0.55,0.0,4.0,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,127.73394751603863,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.100994004891806,2.328992381710392,9.1261157455358,2.332075092367097,-0.02512174064399535,-0.2752730878824976,-0.13218745200684412,0.27586206896551724,0.7241379310344828,0.5862068965517241,0.75,6,8,False,1.0,232,0.27586206896551724,0.013255864926766602,0.7241379310344828,0.0014586384912356734,0.27586206896551724,27.440343047428158,0.9963904837345174,2,0.55,0.03,4.0,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,127.73394751603863,Residual-Prior Convex Mixer
Time-Step Gated Hybrid Editor,232,9.137694450793983,2.333306900050645,9.1261157455358,2.332075092367097,0.011578705258183608,0.12687440712286707,0.05282024075028702,0.34913793103448276,0.6508620689655172,0.6551724137931034,0.5,4,8,False,0.5,116,0.31896551724137934,-0.006109678270482846,0.6810344827586207,0.26250448994252873,0.31896551724137934,5.646102729885061,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.3,0.65,0.0,0.08,0.0,0.35,0.05,136.25154406558218,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.137467570825011,2.333145877949155,9.1261157455358,2.332075092367097,0.011351825289208974,0.12438835527945988,0.04591557025633993,0.3620689655172414,0.6379310344827587,0.6551724137931034,0.5,4,8,False,0.5,116,0.33620689655172414,-0.005989961636753662,0.6637931034482759,0.26250448994252873,0.33620689655172414,7.370240660919541,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.3,0.65,0.0,0.08,0.0,0.35,0.05,139.09029410093382,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.134724316865212,2.3324832655542647,9.1261157455358,2.332075092367097,0.008608571329409597,0.0943289736840035,0.01750257471353118,0.33620689655172414,0.6637931034482759,0.6551724137931034,0.5,4,8,False,0.5,116,0.3103448275862069,-0.004542442355894833,0.6896551724137931,0.26250448994252873,0.3103448275862069,4.784033764367818,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.3,0.65,0.2,0.08,0.0,0.35,0.05,133.32715396849878,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.132785687393094,2.3318751229383063,9.1261157455358,2.332075092367097,0.006669941857291594,0.07308631663199286,-0.00857474223655515,0.35344827586206895,0.646551724137931,0.6551724137931034,0.5,4,8,False,0.5,116,0.3448275862068966,-0.0035194953081715487,0.6551724137931034,0.26250448994252873,0.3448275862068966,8.232309626436784,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.3,0.65,0.2,0.08,0.0,0.35,0.05,137.06832634829092,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.132675531623947,2.331880157064091,9.1261157455358,2.332075092367097,0.00655978608814723,0.07187927771097671,-0.00835887758538823,0.34051724137931033,0.6594827586206896,0.6551724137931034,0.5,4,8,False,0.5,116,0.31896551724137934,-0.0034613699570115843,0.6810344827586207,0.26250448994252873,0.31896551724137934,5.646102729885061,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.3,0.65,0.35,0.08,0.0,0.35,0.05,134.22054796262822,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.129715396510509,2.3309614783209054,9.1261157455358,2.332075092367097,0.003599650974707159,0.039443406933828994,-0.04775206617752041,0.3577586206896552,0.6422413793103449,0.6551724137931034,0.5,4,8,False,0.5,116,0.3448275862068966,-0.0018994100679734203,0.6551724137931034,0.26250448994252873,0.3448275862068966,8.232309626436784,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.3,0.65,0.35,0.08,0.0,0.35,0.05,137.9343567434558,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.147152545370108,2.3344586754640586,9.1261157455358,2.332075092367097,0.021036799834307514,0.2305120863884182,0.1022086764933954,0.35344827586206895,0.646551724137931,0.6551724137931034,0.5,4,8,False,0.5,116,0.3275862068965517,-0.011100384366147032,0.6724137931034483,0.26250448994252873,0.3275862068965517,6.508171695402298,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.45,0.65,0.0,0.08,0.0,0.35,0.05,137.45317878978662,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.151235268919164,2.334746913458346,9.1261157455358,2.332075092367097,0.02511952338336188,0.2752487921066112,0.11456839827056568,0.3706896551724138,0.6293103448275862,0.6551724137931034,0.5,4,8,False,0.5,116,0.35344827586206895,-0.013254694955788826,0.646551724137931,0.26250448994252873,0.35344827586206895,9.094378591954023,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.45,0.65,0.0,0.08,0.0,0.35,0.05,141.35564826146995,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.144182411441337,2.333635040967678,9.1261157455358,2.332075092367097,0.01806666590553364,0.19796665294955462,0.0668910104566205,0.34051724137931033,0.6594827586206896,0.6551724137931034,0.5,4,8,False,0.5,116,0.31896551724137934,-0.009533148451559092,0.6810344827586207,0.26250448994252873,0.31896551724137934,5.646102729885061,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.45,0.65,0.2,0.08,0.0,0.35,0.05,134.52878869270322,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.146553385487245,2.333476158447497,9.1261157455358,2.332075092367097,0.020437639951444504,0.22394675345912468,0.06007808577767061,0.3577586206896552,0.6422413793103449,0.6551724137931034,0.5,4,8,False,0.5,116,0.35344827586206895,-0.010784228627206714,0.646551724137931,0.26250448994252873,0.35344827586206895,9.094378591954023,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.45,0.65,0.2,0.08,0.0,0.35,0.05,138.3854046467581,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.142133626200074,2.333031932477504,9.1261157455358,2.332075092367097,0.016017880664271223,0.1755169569765473,0.0410295581577011,0.34051724137931033,0.6594827586206896,0.6551724137931034,0.5,4,8,False,0.5,116,0.31896551724137934,-0.008452076052675816,0.6810344827586207,0.26250448994252873,0.31896551724137934,5.646102729885061,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.45,0.65,0.35,0.08,0.0,0.35,0.05,134.47390682476373,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.143483094604662,2.3325625138300965,9.1261157455358,2.332075092367097,0.01736734906886017,0.1903038437609803,0.020900761836724388,0.3620689655172414,0.6379310344827587,0.6551724137931034,0.5,4,8,False,0.5,116,0.3620689655172414,-0.00916414338700864,0.6379310344827587,0.26250448994252873,0.3620689655172414,9.956447557471265,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.45,0.65,0.35,0.08,0.0,0.35,0.05,139.25143504192295,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.159056467910922,2.3359053922713104,9.1261157455358,2.332075092367097,0.03294072237512043,0.36095008279004115,0.1642442775674514,0.3620689655172414,0.6379310344827587,0.6551724137931034,0.5,4,8,False,0.5,116,0.3448275862068966,-0.017381668435426892,0.6551724137931034,0.26250448994252873,0.3448275862068966,8.232309626436784,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.6,0.65,0.0,0.08,0.0,0.35,0.05,139.66860703240457,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.17039749064635,2.337052106057118,9.1261157455358,2.332075092367097,0.04428174511054775,0.48522006839205645,0.21341566937399004,0.3793103448275862,0.6206896551724138,0.6551724137931034,0.5,4,8,False,0.5,116,0.3620689655172414,-0.023365929941929906,0.6379310344827587,0.26250448994252873,0.3620689655172414,9.956447557471265,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.6,0.65,0.0,0.08,0.0,0.35,0.05,143.76550831147756,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.156086333982147,2.3350817577749297,9.1261157455358,2.332075092367097,0.029970588446346546,0.32840464935113867,0.1289266115306765,0.3448275862068966,0.6551724137931034,0.6551724137931034,0.5,4,8,False,0.5,116,0.33620689655172414,-0.015814432520838945,0.6637931034482759,0.26250448994252873,0.33620689655172414,7.370240660919541,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.6,0.65,0.2,0.08,0.0,0.35,0.05,135.79594107325215,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.165715607214432,2.3357813510462693,9.1261157455358,2.332075092367097,0.03959986167863043,0.43391802974458943,0.15892535688109496,0.36637931034482757,0.6336206896551724,0.6551724137931034,0.5,4,8,False,0.5,116,0.3620689655172414,-0.020895463613347823,0.6379310344827587,0.26250448994252873,0.3620689655172414,9.956447557471265,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.6,0.65,0.2,0.08,0.0,0.35,0.05,140.7952646967657,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.154037548740884,2.334478649284756,9.1261157455358,2.332075092367097,0.027921803205084136,0.30595495337813133,0.10306515923175712,0.34913793103448276,0.6508620689655172,0.6551724137931034,0.5,4,8,False,0.5,116,0.33620689655172414,-0.014733360121955672,0.6637931034482759,0.26250448994252873,0.33620689655172414,7.370240660919541,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.2,0.6,0.65,0.35,0.08,0.0,0.35,0.05,136.68933506738165,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.162645316331847,2.334867706428868,9.1261157455358,2.332075092367097,0.03652957079604603,0.4002751200464255,0.11974803294011066,0.36637931034482757,0.6336206896551724,0.6551724137931034,0.5,4,8,False,0.5,116,0.3620689655172414,-0.019275378373149715,0.6379310344827587,0.26250448994252873,0.3620689655172414,9.956447557471265,0.7374955100574712,2,0.55,0.0,2.0,0.75,0.35,0.6,0.65,0.35,0.08,0.0,0.35,0.05,140.7130192298616,Time-Step Gated Hybrid Editor
