selector,split,level,n,positive_rate,mean_score,roc_auc,pr_auc
candidate_gain_global,inner_calib,candidate,5104,0.5113636363636364,0.50260209280228,0.7976960797868908,0.7899501450239382
candidate_harm_global,inner_calib,candidate,5104,0.27644984326018807,0.44961696961616904,0.7581460740462688,0.4758020214002885
candidate_gain_global,test,candidate,16896,0.484375,0.5079286201579517,0.7822096627206931,0.7327071718620256
candidate_harm_global,test,candidate,16896,0.2962831439393939,0.43858159858340884,0.7455305609719136,0.5016605310663698
