config_id,sample_key,sample_id,split,dataset,backbone,horizon,seed,variant,mse_lrbn,mse_variant,mse_delta_vs_lrbn,selected_candidate,selected_family,lambda,reason
ETTm1_DLinear_96_seed2026,test::test_00094,test_00094,test,ETTm1,DLinear,96,2026,Balanced-CGA,0.902050069382477,0.902050069382477,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_96_seed2026,test::test_00095,test_00095,test,ETTm1,DLinear,96,2026,Balanced-CGA,3.751363913022479,3.751363913022479,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00024,test_00024,test,ETTm1,DLinear,192,2026,Balanced-CGA,0.9869211854939692,0.9869211854939692,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00001,test_00001,test,ETTm1,DLinear,192,2026,Balanced-CGA,2.8512287827171523,2.8512287827171523,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00002,test_00002,test,ETTm1,DLinear,192,2026,Balanced-CGA,2.292513744985713,2.292513744985713,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00003,test_00003,test,ETTm1,DLinear,192,2026,Balanced-CGA,3.321392413104412,3.321392413104412,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00004,test_00004,test,ETTm1,DLinear,192,2026,Balanced-CGA,9.406694114568301,9.406694114568301,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00005,test_00005,test,ETTm1,DLinear,192,2026,Balanced-CGA,1.6038720134717261,1.6038720134717261,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00006,test_00006,test,ETTm1,DLinear,192,2026,Balanced-CGA,4.582844951022698,4.582844951022698,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00023,test_00023,test,ETTm1,DLinear,192,2026,Balanced-CGA,1.3654015442438094,1.3654015442438094,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00044,test_00044,test,ETTm1,DLinear,192,2026,Balanced-CGA,0.8380954390379136,0.8380954390379136,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00025,test_00025,test,ETTm1,DLinear,192,2026,Balanced-CGA,1.9989583501256452,1.9989583501256452,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00026,test_00026,test,ETTm1,DLinear,192,2026,Balanced-CGA,2.706632945467419,2.706632945467419,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00073,test_00073,test,ETTm1,DLinear,192,2026,Balanced-CGA,8.773092986049408,8.773092986049408,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00072,test_00072,test,ETTm1,DLinear,192,2026,Balanced-CGA,1.6133060384028728,1.6133060384028728,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTh1_PatchTST_192_seed2026,test::test_00076,test_00076,test,ETTh1,PatchTST,192,2026,Balanced-CGA,26.66821980740653,26.66821980740653,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTh1_PatchTST_192_seed2026,test::test_00077,test_00077,test,ETTh1,PatchTST,192,2026,Balanced-CGA,28.34821383628231,28.34821383628231,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00071,test_00071,test,ETTm1,DLinear,192,2026,Balanced-CGA,2.0035728224561997,2.0035728224561997,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00069,test_00069,test,ETTm1,DLinear,192,2026,Balanced-CGA,0.9019192135193328,0.9019192135193328,0.0,keep_lrbn,default,0.0,no_candidate_eligible
ETTm1_DLinear_192_seed2026,test::test_00068,test_00068,test,ETTm1,DLinear,192,2026,Balanced-CGA,2.49404693499585,2.49404693499585,0.0,keep_lrbn,default,0.0,no_candidate_eligible
