dataset,backbone,horizon,seq_len,epochs,batch_size,learning_rate,max_train_windows,max_eval_windows,device,n_val,n_test,prediction_path,adapter_mode,test_threshold_leakage,mse,mae,variant,method,model_label,mse_delta_pct_vs_raw,mae_delta_pct_vs_raw,status,blocker_reason,tail_len,learned_params
ETTh1,DLinear,96,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_96_future_center_selector.jsonl,learnable_reversible_boundary_normalization,False,4.603326224831226,1.628880828967098,future_center_selector,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_selector,-22.289060215632606,-11.762253754419707,completed,,48,"{""gamma"": 0.35180041193962097}"
ETTh1,DLinear,96,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_96_future_center_horizon_selector.jsonl,learnable_reversible_boundary_normalization,False,4.599943957179564,1.6261063460677174,future_center_horizon_selector,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_horizon_selector,-22.346157884790856,-11.912549659242579,completed,,48,"{""gamma"": 0.3517450988292694}"
ETTh1,DLinear,96,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_96_future_center_horizon_conservative.jsonl,learnable_reversible_boundary_normalization,False,4.625371535375299,1.635565916570215,future_center_horizon_conservative,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_horizon_conservative,-21.916902841476276,-11.400117339610672,completed,,48,"{""gamma"": 0.3517971634864807}"
ETTh1,DLinear,192,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_192_unified_revin_rdn_hybrid.jsonl,learnable_reversible_boundary_normalization,False,6.446435897616261,1.9537541178901978,unified_revin_rdn_hybrid,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-unified_revin_rdn_hybrid,-14.233589957439364,-6.74365751285236,completed,,48,"{""beta"": 0.7012221217155457, ""gamma"": 0.3517766296863556}"
ETTh1,DLinear,192,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_192_future_center_selector.jsonl,learnable_reversible_boundary_normalization,False,6.466939897830024,1.9561774007938493,future_center_selector,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_selector,-13.960795111143502,-6.6279896822196065,completed,,48,"{""gamma"": 0.35178086161613464}"
ETTh1,DLinear,192,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_192_future_center_horizon_selector.jsonl,learnable_reversible_boundary_normalization,False,6.452533273255546,1.9542967834158393,future_center_horizon_selector,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_horizon_selector,-14.152467608971453,-6.717755071162388,completed,,48,"{""gamma"": 0.3518054485321045}"
ETTh1,DLinear,192,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_192_future_center_horizon_conservative.jsonl,learnable_reversible_boundary_normalization,False,6.45259007563941,1.9549591887917916,future_center_horizon_conservative,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_horizon_conservative,-14.151711883385524,-6.686137222202027,completed,,48,"{""gamma"": 0.35179293155670166}"
ETTh1,DLinear,336,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_336_unified_revin_rdn_hybrid.jsonl,learnable_reversible_boundary_normalization,False,7.583783649046425,2.1642727695366437,unified_revin_rdn_hybrid,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-unified_revin_rdn_hybrid,-20.628727168947457,-10.829053287214707,completed,,48,"{""beta"": 0.7011657357215881, ""gamma"": 0.351807564496994}"
ETTh1,DLinear,336,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_336_future_center_selector.jsonl,learnable_reversible_boundary_normalization,False,7.589574303735828,2.1640235385059534,future_center_selector,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_selector,-20.568122640325278,-10.839321940625533,completed,,48,"{""gamma"": 0.3517831861972809}"
ETTh1,DLinear,336,96,2,256,0.001,1024,128,cpu,128,128,baseline_predictions\halluguard_lrbn_future_center_horizon_l1\ETTh1_DLinear_336_future_center_horizon_selector.jsonl,learnable_reversible_boundary_normalization,False,7.571286759677908,2.159566101325759,future_center_horizon_selector,HalluGuard-LRBN,DLinear+HalluGuard-LRBN-future_center_horizon_selector,-20.759518613101164,-11.022974342885243,completed,,48,"{""gamma"": 0.35178884863853455}"
