model,top1_accuracy,top2_hit,selected_mse_delta_pct_vs_lrbn,selected_harm,score_gain_spearman
router_classifier,0.3411458333333333,0.5221354166666666,8.898583080202448,0.3059895833333333,
candidate_ranker,,,20.826486384418022,0.39453125,0.49459657739662405
