split,head,expert,n,positive_rate,mean_probability,roc_auc,pr_auc,brier,feature_set
inner_train,harm,volatility_shrink,536,0.166044776119403,0.3082209509376006,0.9237614056255186,0.6353246401735331,0.12318650787381155,no_mrc_features
inner_calib,gain,volatility_shrink,232,0.8232758620689655,0.6958079665572829,0.8786872685480781,0.9723213338205657,0.1393113987806185,no_mrc_features
inner_calib,harm,volatility_shrink,232,0.17672413793103448,0.30419203344271695,0.8786872685480781,0.6438321808909204,0.1393113987806185,no_mrc_features
inner_train,gain,level_bias_bounded,536,0.6660447761194029,0.5290047147934638,0.7404190726569958,0.8559319557467391,0.2059797544649135,no_mrc_features
inner_train,harm,level_bias_bounded,536,0.3283582089552239,0.4714682804587666,0.7345170454545455,0.5495615528063762,0.2084107031495871,no_mrc_features
inner_calib,gain,level_bias_bounded,232,0.6551724137931034,0.529493522074989,0.6671052631578946,0.7979905964228484,0.22966354882903028,no_mrc_features
inner_calib,harm,level_bias_bounded,232,0.3448275862068966,0.46917328781812256,0.6754111842105264,0.5104844143190985,0.22480990285069552,no_mrc_features
inner_train,gain,level_bias_light,536,0.6791044776119403,0.5330167169713628,0.7485305392282137,0.8675210980026483,0.20393762631996254,no_mrc_features
inner_train,harm,level_bias_light,536,0.31529850746268656,0.46853110777381274,0.737145897489641,0.5350945753580276,0.2081216875665536,no_mrc_features
inner_calib,gain,level_bias_light,232,0.6939655172413793,0.5354846817243728,0.7117487533899046,0.8626570432111534,0.21484304114929004,no_mrc_features
inner_calib,harm,level_bias_light,232,0.30603448275862066,0.4628887963832776,0.7215466713323418,0.5228845370861026,0.21008565217440328,no_mrc_features
inner_train,gain,amplitude_scale_bounded,536,0.6940298507462687,0.6098574144171958,0.9179124049305007,0.9673206989002072,0.12038186776196597,no_mrc_features
inner_train,harm,amplitude_scale_bounded,536,0.30597014925373134,0.3901425855828042,0.917912404930501,0.7956368115400212,0.12038186776196597,no_mrc_features
inner_calib,gain,amplitude_scale_bounded,232,0.6982758620689655,0.5959137839561032,0.8822751322751322,0.9512324671379198,0.14597085125533688,no_mrc_features
inner_calib,harm,amplitude_scale_bounded,232,0.2974137931034483,0.40408621604389683,0.875433448919712,0.6602346297150588,0.14991060143109564,no_mrc_features
inner_train,gain,ensemble_median,536,0.2630597014925373,0.3160094552939228,0.9812370948918215,0.932439669102034,0.04975730034741316,no_mrc_features
inner_train,harm,ensemble_median,536,0.03917910447761194,0.19388373592304015,0.9491447064262598,0.32690782057584944,0.09808396663500216,no_mrc_features
inner_calib,gain,ensemble_median,232,0.25,0.294037598710796,0.963337296868807,0.8847551583302004,0.055814652554209206,no_mrc_features
inner_calib,harm,ensemble_median,232,0.02586206896551724,0.16975363559296724,0.7013274336283187,0.07212732043385785,0.10194890052422706,no_mrc_features
