variant,dataset,backbone,horizon,seed,config_key,n,mse,mae,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,coverage,lrbn_mse,lrbn_mae
SafeTAE-slice-aware,ETTm1,PatchTST,96,2026,ETTm1/PatchTST/96,96,2.930468986213018,1.3036848157336027,-2.7446019565676263,-1.7663948434072243,0.020833333333333332,0.96875,0.9895833333333334,,
SafeTAE-slice-aware,ETTm1,PatchTST,192,2026,ETTm1/PatchTST/192,96,4.156993979748942,1.56905476673493,-1.3764935991347744,-0.9562566807589139,0.0625,0.8333333333333334,0.90625,,
SafeTAE-config-veto,ETTh1,DLinear,96,2026,ETTh1/DLinear/96,96,5.27015432449778,1.7594458045573893,-0.4639357321213671,-0.4054498227451358,0.010416666666666666,0.0625,0.08333333333333333,,
SafeTAE-config-veto,ETTh1,DLinear,192,2026,ETTh1/DLinear/192,96,6.684986314479537,1.999655541868659,-1.2749508808098193,-0.9804433871557957,0.07291666666666667,0.28125,0.3645833333333333,,
SafeTAE-config-veto,ETTh1,PatchTST,96,2026,ETTh1/PatchTST/96,96,5.731773500039534,1.840581358593515,-1.249301498522221,-0.6902188282674053,0.0,0.9166666666666666,0.9166666666666666,,
SafeTAE-config-veto,ETTh1,PatchTST,192,2026,ETTh1/PatchTST/192,96,7.209717483944238,2.0890937278923247,-0.4501119686478163,-0.2569846472380484,0.0,0.9479166666666666,0.9479166666666666,,
SafeTAE-config-veto,ETTm1,DLinear,96,2026,ETTm1/DLinear/96,96,2.796033404712985,1.2680595048751486,-0.7704373185979435,-0.4662331123651023,0.0,0.10416666666666667,0.3333333333333333,,
SafeTAE-config-veto,ETTm1,DLinear,192,2026,ETTm1/DLinear/192,96,3.994698335172625,1.5380548779931642,0.0,0.0,0.0,0.0,0.0,,
SafeTAE-config-veto,ETTm1,PatchTST,96,2026,ETTm1/PatchTST/96,96,2.910134596709725,1.2987476790250427,-3.419452687856244,-2.138411705504158,0.020833333333333332,0.9479166666666666,0.9895833333333334,,
SafeTAE-config-veto,ETTm1,PatchTST,192,2026,ETTm1/PatchTST/192,96,4.1868826579883525,1.5779303989342128,-0.6673931633566874,-0.39599846009242573,0.041666666666666664,0.7291666666666666,0.7708333333333334,,
SafeTAE-pareto-safe,ETTh1,DLinear,96,2026,ETTh1/DLinear/96,96,5.27015432449778,1.7594458045573893,-0.4639357321213671,-0.4054498227451358,0.010416666666666666,0.0625,0.08333333333333333,,
SafeTAE-pareto-safe,ETTh1,DLinear,192,2026,ETTh1/DLinear/192,96,6.684986314479537,1.999655541868659,-1.2749508808098193,-0.9804433871557957,0.07291666666666667,0.28125,0.3645833333333333,,
SafeTAE-pareto-safe,ETTh1,PatchTST,96,2026,ETTh1/PatchTST/96,96,5.731773500039534,1.840581358593515,-1.249301498522221,-0.6902188282674053,0.0,0.9166666666666666,0.9166666666666666,,
